date,days_payables_outstanding
"Dec. 31, 2019",26.24
"Sept. 30, 2019",25.39
"June 30, 2019",26.27
"March 31, 2019",32.89
"Dec. 31, 2018",30.30
"Sept. 30, 2018",25.69
"June 30, 2018",27.69
"March 31, 2018",33.32
"Dec. 31, 2017",28.49
"Sept. 30, 2017",28.65
"June 30, 2017",34.91
"March 31, 2017",33.00
"Dec. 31, 2016",24.58
"Sept. 30, 2016",29.76
"June 30, 2016",26.18
"March 31, 2016",23.96
"Dec. 31, 2015",26.69
"Sept. 30, 2015",28.48
"June 30, 2015",30.27
"March 31, 2015",35.31
"Dec. 31, 2014",67.12
"Sept. 30, 2014",81.43
"June 30, 2014",101.53
"March 31, 2014",109.00
"Dec. 31, 2013",57.30
"Sept. 30, 2013",28.55
"June 30, 2013",31.62
"March 31, 2013",39.69
"Dec. 31, 2012",133.22
"Sept. 30, 2012",140.24
"June 30, 2012",182.11
"March 31, 2012",217.76
"Dec. 31, 2011",-49.45
"Sept. 30, 2011",48.10
"June 30, 2011",50.27
"March 31, 2011",51.02
"Dec. 31, 2010",43.07
"Sept. 30, 2010",61.72
"June 30, 2010",63.76
"March 31, 2010",56.99
"Dec. 31, 2009",59.36
"Sept. 30, 2009",78.11
"June 30, 2009",87.96
"March 31, 2009",85.86
"Dec. 31, 2008",95.96
"Sept. 30, 2008",70.44
"June 30, 2008",65.94
"March 31, 2008",63.02
"Dec. 31, 2007",65.34
"Sept. 30, 2007",63.44
"June 30, 2007",69.02
"March 31, 2007",69.96
"Dec. 31, 2006",91.80
"Sept. 30, 2006",77.86
"June 30, 2006",73.13
"March 31, 2006",79.49
"Dec. 31, 2005",87.80
"Sept. 30, 2005",97.96
"June 30, 2005",105.06
"March 31, 2005",90.92
"Dec. 31, 2004",81.11
"Sept. 30, 2004",77.59
"June 30, 2004",57.20
"March 31, 2004",42.86
"Dec. 31, 2003",51.19
"Sept. 30, 2003",43.32
"June 30, 2003",55.19
"March 31, 2003",43.43
"Dec. 31, 2002",63.83
"Sept. 30, 2002",53.27
"June 30, 2002",53.36
"March 31, 2002",64.30
"Dec. 31, 2001",120.61
"Sept. 30, 2001",77.10
"June 30, 2001",60.63
"March 31, 2001",52.48
"Dec. 31, 2000",64.00
"Sept. 30, 2000",54.21
"June 30, 2000",46.11
"March 31, 2000",35.48
"Dec. 31, 1999",74.27
"Sept. 30, 1999",69.21
"June 30, 1999",78.80
"March 31, 1999",60.79
"Dec. 31, 1998",78.45
"Sept. 30, 1998",56.74
"June 30, 1998",41.57
"March 31, 1998",43.42
"Dec. 31, 1997",34.84
"Sept. 30, 1997",30.68
"June 30, 1997",31.22
"March 31, 1997",33.84
"Dec. 31, 1996",30.93
"Sept. 30, 1996",29.25
"June 30, 1996",25.66
"March 31, 1996",23.57
"Dec. 31, 1995",39.48
"Sept. 30, 1995",29.19
"June 30, 1995",20.02
"March 31, 1995",20.00
"Dec. 31, 1994",21.48
"Sept. 30, 1994",30.54
"June 30, 1994",30.17
"March 31, 1994",24.61
"Dec. 31, 1993",0.00
"Sept. 30, 1993",0.00
"June 30, 1993",0.00
"March 31, 1993",0.00
"Dec. 31, 1992",0.00
"Sept. 30, 1992",0.00
"June 30, 1992",0.00
"March 31, 1992",96.39
"Dec. 31, 1991",78.53
"Sept. 30, 1991",68.63
"June 30, 1991",82.94
"March 31, 1991",116.14
"Dec. 31, 1990",0.00
"Sept. 30, 1990",0.00
"June 30, 1990",0.00
"March 31, 1990",0.00
