date,net_income_ttm
"Dec. 31, 2019",-408.00M
"Sept. 30, 2019",-190.00M
"June 30, 2019",-20.00M
"March 31, 2019",-144.00M
"Dec. 31, 2018",-282.00M
"Sept. 30, 2018",-2.955B
"June 30, 2018",-3.537B
"March 31, 2018",-3.856B
"Dec. 31, 2017",-4.074B
"Sept. 30, 2017",-6.289B
"June 30, 2017",-6.004B
"March 31, 2017",-5.947B
"Dec. 31, 2016",-6.132B
"Sept. 30, 2016",-3.061B
"June 30, 2016",-3.001B
"March 31, 2016",-3.176B
"Dec. 31, 2015",-3.056B
"Sept. 30, 2015",-1.243B
"June 30, 2015",44.00M
"March 31, 2015",1.542B
"Dec. 31, 2014",2.317B
"Sept. 30, 2014",4.25B
"June 30, 2014",3.662B
"March 31, 2014",4.162B
"Dec. 31, 2013",5.052B
"Sept. 30, 2013",3.501B
"June 30, 2013",3.638B
"March 31, 2013",2.756B
"Dec. 31, 2012",2.025B
"Sept. 30, 2012",1.52B
"June 30, 2012",1.261B
"March 31, 2012",1.319B
"Dec. 31, 2011",1.703B
"Sept. 30, 2011",1.892B
"June 30, 2011",2.748B
"March 31, 2011",2.516B
"Dec. 31, 2010",2.125B
"Sept. 30, 2010",2.425B
"June 30, 2010",1.612B
"March 31, 2010",1.337B
"Dec. 31, 2009",740.00M
"Sept. 30, 2009",308.00M
"June 30, 2009",742.00M
"March 31, 2009",1.542B
"Dec. 31, 2008",2.36B
"Sept. 30, 2008",2.944B
"June 30, 2008",2.564B
"March 31, 2008",2.221B
"Dec. 31, 2007",1.832B
"Sept. 30, 2007",1.681B
"June 30, 2007",1.582B
"March 31, 2007",1.591B
"Dec. 31, 2006",1.92B
"Sept. 30, 2006",1.997B
"June 30, 2006",1.973B
"March 31, 2006",1.706B
"Dec. 31, 2005",1.226B
"Sept. 30, 2005",1.019B
"June 30, 2005",925.00M
"March 31, 2005",914.00M
"Dec. 31, 2004",976.00M
"Sept. 30, 2004",816.00M
"June 30, 2004",784.00M
"March 31, 2004",748.00M
"Dec. 31, 2003",643.00M
"Sept. 30, 2003",203.00M
"June 30, 2003",-79.00M
"March 31, 2003",-182.00M
"Dec. 31, 2002",-217.00M
"Sept. 30, 2002",208.00M
"June 30, 2002",511.00M
"March 31, 2002",719.00M
"Dec. 31, 2001",915.00M
"Sept. 30, 2001",1.201B
"June 30, 2001",1.291B
"March 31, 2001",1.136B
"Dec. 31, 2000",1.023B
"Sept. 30, 2000",814.50M
"June 30, 2000",716.00M
"March 31, 2000",592.00M
"Dec. 31, 1999",438.60M
"Sept. 30, 1999",-111.30M
"June 30, 1999",-276.10M
"March 31, 1999",-375.80M
"Dec. 31, 1998",-459.00M
"Sept. 30, 1998",-102.00M
"June 30, 1998",-73.00M
"March 31, 1998",-9.60M
"Dec. 31, 1997",7.60M
"Sept. 30, 1997",188.80M
"June 30, 1997",263.90M
"March 31, 1997",598.60M
"Dec. 31, 1996",660.00M
"Sept. 30, 1996",265.40M
"June 30, 1996",63.00M
"March 31, 1996",-353.60M
"Dec. 31, 1995",-394.40M
"Sept. 30, 1995",-110.90M
"June 30, 1995",-8.20M
"March 31, 1995",15.30M
"Dec. 31, 1994",73.80M
"Sept. 30, 1994",-68.50M
"June 30, 1994",-89.00M
"March 31, 1994",-217.40M
"Dec. 31, 1993",-268.10M
"Sept. 30, 1993",-116.60M
"June 30, 1993",-85.50M
"March 31, 1993",64.00M
"Dec. 31, 1992",7.60M
"Sept. 30, 1992",-61.90M
"June 30, 1992",-78.10M
"March 31, 1992",-14.70M
"Dec. 31, 1991",84.40M
"Sept. 30, 1991",371.20M
"June 30, 1991",658.70M
"March 31, 1991",518.80M
"Dec. 31, 1990",482.80M
"Sept. 30, 1990",318.40M
"June 30, 1990",90.20M
"March 31, 1990",295.80M
"Dec. 31, 1989",476.30M
"Sept. 30, 1989",471.80M
"June 30, 1989",435.80M
"March 31, 1989",278.80M
"Dec. 31, 1988",124.20M
"Sept. 30, 1988",-21.20M
"June 30, 1988",2.00M
"March 31, 1988",114.50M
"Dec. 31, 1987",229.90M
"Sept. 30, 1987",367.40M
"June 30, 1987",370.30M
"March 31, 1987",301.00M
"Dec. 31, 1986",-219.30M
"Sept. 30, 1986",-643.50M
"June 30, 1986",-649.00M
"March 31, 1986",-636.90M
"Dec. 31, 1985",-260.40M
"Sept. 30, 1985",101.50M
"June 30, 1985",105.70M
"March 31, 1985",119.30M
"Dec. 31, 1984",170.50M
