date,cash_investing_ttm
"Dec. 31, 2019",-2.843B
"Sept. 30, 2019",-2.683B
"June 30, 2019",-1.957B
"March 31, 2019",-1.824B
"Dec. 31, 2018",-1.566B
"Sept. 30, 2018",1.058B
"June 30, 2018",1.143B
"March 31, 2018",1.226B
"Dec. 31, 2017",1.358B
"Sept. 30, 2017",-1.025B
"June 30, 2017",-1.641B
"March 31, 2017",-1.767B
"Dec. 31, 2016",-2.09B
"Sept. 30, 2016",-2.575B
"June 30, 2016",-3.005B
"March 31, 2016",-3.593B
"Dec. 31, 2015",-4.206B
"Sept. 30, 2015",-4.852B
"June 30, 2015",-2.311B
"March 31, 2015",-956.00M
"Dec. 31, 2014",8.00M
"Sept. 30, 2014",2.725B
"June 30, 2014",-347.00M
"March 31, 2014",349.00M
"Dec. 31, 2013",350.00M
"Sept. 30, 2013",-2.481B
"June 30, 2013",-2.611B
"March 31, 2013",-5.54B
"Dec. 31, 2012",-7.051B
"Sept. 30, 2012",-7.473B
"June 30, 2012",-8.176B
"March 31, 2012",-7.604B
"Dec. 31, 2011",-6.566B
"Sept. 30, 2011",-6.741B
"June 30, 2011",-5.872B
"March 31, 2011",-5.371B
"Dec. 31, 2010",-5.259B
"Sept. 30, 2010",-3.95B
"June 30, 2010",-3.109B
"March 31, 2010",-2.856B
"Dec. 31, 2009",-2.924B
"Sept. 30, 2009",-3.179B
"June 30, 2009",-3.835B
"March 31, 2009",-4.299B
"Dec. 31, 2008",-4.444B
"Sept. 30, 2008",-4.02B
"June 30, 2008",-3.492B
"March 31, 2008",-3.183B
"Dec. 31, 2007",-3.474B
"Sept. 30, 2007",-3.617B
"June 30, 2007",-3.628B
"March 31, 2007",-3.478B
"Dec. 31, 2006",-3.289B
"Sept. 30, 2006",-3.078B
"June 30, 2006",-2.94B
"March 31, 2006",-2.748B
"Dec. 31, 2005",-2.255B
"Sept. 30, 2005",-1.842B
"June 30, 2005",-1.652B
"March 31, 2005",-1.464B
"Dec. 31, 2004",-1.371B
"Sept. 30, 2004",-1.412B
"June 30, 2004",-1.25B
"March 31, 2004",-815.00M
"Dec. 31, 2003",-777.00M
"Sept. 30, 2003",-729.00M
"June 30, 2003",-648.00M
"March 31, 2003",-1.21B
"Dec. 31, 2002",-1.096B
"Sept. 30, 2002",-1.317B
"June 30, 2002",-4.325B
"March 31, 2002",-5.072B
"Dec. 31, 2001",-5.205B
"Sept. 30, 2001",-4.974B
"June 30, 2001",-2.005B
"March 31, 2001",-1.082B
"Dec. 31, 2000",-902.00M
"Sept. 30, 2000",-807.80M
"June 30, 2000",-560.00M
"March 31, 2000",-419.00M
"Dec. 31, 1999",-400.00M
"Sept. 30, 1999",-139.10M
"June 30, 1999",-570.20M
"March 31, 1999",-857.70M
"Dec. 31, 1998",-936.00M
"Sept. 30, 1998",-1.406B
"June 30, 1998",-1.331B
"March 31, 1998",-1.286B
"Dec. 31, 1997",-1.283B
"Sept. 30, 1997",-1.089B
"June 30, 1997",-922.20M
"March 31, 1997",115.30M
"Dec. 31, 1996",176.40M
"Sept. 30, 1996",348.50M
"June 30, 1996",351.40M
"March 31, 1996",-514.60M
"Dec. 31, 1995",-546.30M
"Sept. 30, 1995",-685.10M
"June 30, 1995",-625.40M
"March 31, 1995",-572.30M
"Dec. 31, 1994",-523.50M
"Sept. 30, 1994",-554.10M
"June 30, 1994",-841.20M
"March 31, 1994",-1.086B
"Dec. 31, 1993",-1.336B
"Sept. 30, 1993",-1.500B
"June 30, 1993",-1.516B
"March 31, 1993",-1.562B
"Dec. 31, 1992",-1.532B
"Sept. 30, 1992",-1.598B
"June 30, 1992",-1.673B
"March 31, 1992",-1.668B
"Dec. 31, 1991",-1.674B
"Sept. 30, 1991",-1.912B
"June 30, 1991",-1.834B
"March 31, 1991",-1.625B
"Dec. 31, 1990",-1.473B
