date,revenues_per_share
"Dec. 31, 2019",5.56
"Sept. 30, 2019",5.223
"June 30, 2019",5.493
"March 31, 2019",5.245
"Dec. 31, 2018",5.658
"Sept. 30, 2018",6.092
"June 30, 2018",5.156
"March 31, 2018",4.349
"Dec. 31, 2017",5.305
"Sept. 30, 2017",4.286
"June 30, 2017",3.807
"March 31, 2017",4.008
"Dec. 31, 2016",4.427
"Sept. 30, 2016",3.758
"June 30, 2016",3.908
"March 31, 2016",3.246
"Dec. 31, 2015",5.208
"Sept. 30, 2015",5.894
"June 30, 2015",6.870
"March 31, 2015",5.425
"Dec. 31, 2014",8.736
"Sept. 30, 2014",8.780
"June 30, 2014",9.007
"March 31, 2014",8.286
"Dec. 31, 2013",7.935
"Sept. 30, 2013",7.923
"June 30, 2013",8.922
"March 31, 2013",17.82
"Dec. 31, 2012",8.678
"Sept. 30, 2012",9.035
"June 30, 2012",9.765
"March 31, 2012",8.510
"Dec. 31, 2011",-21.41
"Sept. 30, 2011",25.47
"June 30, 2011",28.95
"March 31, 2011",30.12
"Dec. 31, 2010",27.19
"Sept. 30, 2010",24.00
"June 30, 2010",23.61
"March 31, 2010",28.32
"Dec. 31, 2009",26.74
"Sept. 30, 2009",22.30
"June 30, 2009",20.72
"March 31, 2009",21.38
"Dec. 31, 2008",22.63
"Sept. 30, 2008",34.81
"June 30, 2008",35.90
"March 31, 2008",32.88
"Dec. 31, 2007",29.42
"Sept. 30, 2007",23.29
"June 30, 2007",23.29
"March 31, 2007",23.07
"Dec. 31, 2006",22.62
"Sept. 30, 2006",22.26
"June 30, 2006",21.93
"March 31, 2006",22.74
"Dec. 31, 2005",22.46
"Sept. 30, 2005",18.42
"June 30, 2005",15.95
"March 31, 2005",16.00
"Dec. 31, 2004",14.93
"Sept. 30, 2004",12.47
"June 30, 2004",12.50
"March 31, 2004",15.00
"Dec. 31, 2003",12.14
"Sept. 30, 2003",12.33
"June 30, 2003",12.03
"March 31, 2003",16.08
"Dec. 31, 2002",11.59
"Sept. 30, 2002",10.55
"June 30, 2002",10.09
"March 31, 2002",11.09
"Dec. 31, 2001",8.758
"Sept. 30, 2001",10.93
"June 30, 2001",13.24
"March 31, 2001",15.85
"Dec. 31, 2000",13.83
"Sept. 30, 2000",10.51
"June 30, 2000",9.738
"March 31, 2000",10.41
"Dec. 31, 1999",8.371
"Sept. 30, 1999",6.627
"June 30, 1999",5.250
"March 31, 1999",5.702
"Dec. 31, 1998",6.125
"Sept. 30, 1998",5.655
"June 30, 1998",5.924
"March 31, 1998",6.756
"Dec. 31, 1997",7.168
"Sept. 30, 1997",6.839
"June 30, 1997",6.752
"March 31, 1997",8.581
"Dec. 31, 1996",7.927
"Sept. 30, 1996",6.243
"June 30, 1996",7.490
"March 31, 1996",7.929
"Dec. 31, 1995",7.137
"Sept. 30, 1995",5.879
"June 30, 1995",6.350
"March 31, 1995",6.776
"Dec. 31, 1994",6.248
"Sept. 30, 1994",5.350
"June 30, 1994",5.328
"March 31, 1994",6.658
"Dec. 31, 1993",6.021
"Sept. 30, 1993",4.442
"June 30, 1993",5.082
"March 31, 1993",5.688
"Dec. 31, 1992",7.155
"Sept. 30, 1992",5.944
"June 30, 1992",6.619
"March 31, 1992",5.901
"Dec. 31, 1991",6.557
"Sept. 30, 1991",5.240
"June 30, 1991",5.742
"March 31, 1991",8.009
"Dec. 31, 1990",9.536
"Sept. 30, 1990",7.168
"June 30, 1990",5.026
"March 31, 1990",6.800
"Dec. 31, 1989",5.964
"Sept. 30, 1989",4.852
"June 30, 1989",5.976
"March 31, 1989",5.924
"Dec. 31, 1988",4.754
"Sept. 30, 1988",3.741
"June 30, 1988",3.556
"March 31, 1988",4.904
"Dec. 31, 1987",5.034
"Sept. 30, 1987",4.358
"June 30, 1987",4.559
"March 31, 1987",4.903
"Dec. 31, 1986",3.510
"Sept. 30, 1986",3.127
"June 30, 1986",3.716
"March 31, 1986",5.746
"Dec. 31, 1985",7.844
"Sept. 30, 1985",7.197
"June 30, 1985",7.337
"March 31, 1985",8.360
"Dec. 31, 1984",7.849
"Sept. 30, 1984",7.788
"June 30, 1984",7.962
"March 31, 1984",9.679
