date,year_low
"March 19, 2020",26.06
"March 18, 2020",26.06
"March 17, 2020",27.60
"March 16, 2020",27.60
"March 13, 2020",27.60
"March 12, 2020",27.60
"March 11, 2020",27.60
"March 10, 2020",27.60
"March 9, 2020",27.60
"March 6, 2020",48.34
"March 5, 2020",51.88
"March 4, 2020",51.88
"March 3, 2020",51.88
"March 2, 2020",51.88
"Feb. 28, 2020",51.88
"Feb. 27, 2020",51.88
"Feb. 26, 2020",53.58
"Feb. 25, 2020",53.58
"Feb. 24, 2020",53.58
"Feb. 21, 2020",53.58
"Feb. 20, 2020",53.58
"Feb. 19, 2020",53.58
"Feb. 18, 2020",53.58
"Feb. 14, 2020",53.58
"Feb. 13, 2020",53.58
"Feb. 12, 2020",53.58
"Feb. 11, 2020",53.58
"Feb. 10, 2020",51.34
"Feb. 7, 2020",51.10
"Feb. 6, 2020",51.10
"Feb. 5, 2020",51.10
"Feb. 4, 2020",51.10
"Feb. 3, 2020",51.10
"Jan. 31, 2020",51.10
"Jan. 30, 2020",51.10
"Jan. 29, 2020",51.10
"Jan. 28, 2020",51.10
"Jan. 27, 2020",51.05
"Jan. 24, 2020",51.05
"Jan. 23, 2020",50.37
"Jan. 22, 2020",50.08
"Jan. 21, 2020",50.08
"Jan. 17, 2020",50.08
"Jan. 16, 2020",50.08
"Jan. 15, 2020",50.08
"Jan. 14, 2020",50.08
"Jan. 13, 2020",50.08
"Jan. 10, 2020",50.08
"Jan. 9, 2020",49.11
"Jan. 8, 2020",48.60
"Jan. 7, 2020",47.54
"Jan. 6, 2020",45.10
"Jan. 3, 2020",43.00
"Jan. 2, 2020",40.60
"Dec. 31, 2019",39.08
"Dec. 30, 2019",39.08
"Dec. 27, 2019",39.08
"Dec. 26, 2019",39.06
"Dec. 24, 2019",35.59
"Dec. 23, 2019",35.59
"Dec. 20, 2019",35.59
"Dec. 19, 2019",35.59
"Dec. 18, 2019",35.59
"Dec. 17, 2019",35.59
"Dec. 16, 2019",35.59
"Dec. 13, 2019",35.59
"Dec. 12, 2019",35.59
"Dec. 11, 2019",35.59
"Dec. 10, 2019",35.59
"Dec. 9, 2019",35.59
"Dec. 6, 2019",35.59
"Dec. 5, 2019",35.59
"Dec. 4, 2019",35.59
"Dec. 3, 2019",35.59
"Dec. 2, 2019",35.59
"Nov. 29, 2019",35.59
"Nov. 27, 2019",35.59
"Nov. 26, 2019",35.59
"Nov. 25, 2019",35.59
"Nov. 22, 2019",35.59
"Nov. 21, 2019",35.59
"Nov. 20, 2019",35.59
"Nov. 19, 2019",35.59
"Nov. 18, 2019",35.59
"Nov. 15, 2019",35.59
"Nov. 14, 2019",35.59
"Nov. 13, 2019",35.59
"Nov. 12, 2019",35.59
"Nov. 11, 2019",35.59
"Nov. 8, 2019",35.59
"Nov. 7, 2019",35.59
"Nov. 6, 2019",35.59
"Nov. 5, 2019",35.59
"Nov. 4, 2019",35.59
"Nov. 1, 2019",35.59
"Oct. 31, 2019",35.59
"Oct. 30, 2019",35.59
"Oct. 29, 2019",35.59
"Oct. 28, 2019",35.59
"Oct. 25, 2019",35.59
"Oct. 24, 2019",35.59
"Oct. 23, 2019",35.59
"Oct. 22, 2019",35.59
"Oct. 21, 2019",35.59
"Oct. 18, 2019",35.59
"Oct. 17, 2019",35.59
"Oct. 16, 2019",35.59
"Oct. 15, 2019",35.59
"Oct. 14, 2019",35.59
"Oct. 11, 2019",35.59
"Oct. 10, 2019",35.59
"Oct. 9, 2019",35.59
"Oct. 8, 2019",35.59
"Oct. 7, 2019",35.59
"Oct. 4, 2019",35.59
"Oct. 3, 2019",35.59
"Oct. 2, 2019",35.59
"Oct. 1, 2019",35.59
"Sept. 30, 2019",35.59
"Sept. 27, 2019",35.59
"Sept. 26, 2019",35.59
"Sept. 25, 2019",35.59
"Sept. 24, 2019",35.59
"Sept. 23, 2019",35.59
"Sept. 20, 2019",35.59
"Sept. 19, 2019",35.59
"Sept. 18, 2019",35.59
