date,max_drawdown_all
"Feb. 29, 2020",74.07%
"Jan. 31, 2020",74.07%
"Dec. 31, 2019",74.07%
"Nov. 30, 2019",74.07%
"Oct. 31, 2019",74.07%
"Sept. 30, 2019",74.07%
"Aug. 31, 2019",74.07%
"July 31, 2019",74.07%
"June 30, 2019",74.07%
"May 31, 2019",74.07%
"April 30, 2019",74.07%
"March 31, 2019",74.07%
"Feb. 28, 2019",74.07%
"Jan. 31, 2019",74.07%
"Dec. 31, 2018",74.07%
"Nov. 30, 2018",74.07%
"Oct. 31, 2018",74.07%
"Sept. 30, 2018",74.07%
"Aug. 31, 2018",74.07%
"July 31, 2018",74.07%
"June 30, 2018",74.07%
"May 31, 2018",74.07%
"April 30, 2018",74.07%
"March 31, 2018",74.07%
"Feb. 28, 2018",74.07%
"Jan. 31, 2018",74.07%
"Dec. 31, 2017",74.07%
"Nov. 30, 2017",74.07%
"Oct. 31, 2017",74.07%
"Sept. 30, 2017",74.07%
"Aug. 31, 2017",74.07%
"July 31, 2017",74.07%
"June 30, 2017",74.07%
"May 31, 2017",74.07%
"April 30, 2017",74.07%
"March 31, 2017",74.07%
"Feb. 28, 2017",74.07%
"Jan. 31, 2017",74.07%
"Dec. 31, 2016",74.07%
"Nov. 30, 2016",74.07%
"Oct. 31, 2016",74.07%
"Sept. 30, 2016",74.07%
"Aug. 31, 2016",74.07%
"July 31, 2016",74.07%
"June 30, 2016",74.07%
"May 31, 2016",74.07%
"April 30, 2016",74.07%
"March 31, 2016",74.07%
"Feb. 29, 2016",74.07%
"Jan. 31, 2016",74.07%
"Dec. 31, 2015",74.07%
"Nov. 30, 2015",74.07%
"Oct. 31, 2015",74.07%
"Sept. 30, 2015",74.07%
"Aug. 31, 2015",74.07%
"July 31, 2015",74.07%
"June 30, 2015",74.07%
"May 31, 2015",74.07%
"April 30, 2015",74.07%
"March 31, 2015",74.07%
"Feb. 28, 2015",74.07%
"Jan. 31, 2015",74.07%
"Dec. 31, 2014",74.07%
"Nov. 30, 2014",74.07%
"Oct. 31, 2014",74.07%
"Sept. 30, 2014",74.07%
"Aug. 31, 2014",74.07%
"July 31, 2014",74.07%
"June 30, 2014",74.07%
"May 31, 2014",74.07%
"April 30, 2014",74.07%
"March 31, 2014",74.07%
"Feb. 28, 2014",74.07%
"Jan. 31, 2014",74.07%
"Dec. 31, 2013",74.07%
"Nov. 30, 2013",74.07%
"Oct. 31, 2013",74.07%
"Sept. 30, 2013",74.07%
"Aug. 31, 2013",74.07%
"July 31, 2013",74.07%
"June 30, 2013",74.07%
"May 31, 2013",74.07%
"April 30, 2013",74.07%
"March 31, 2013",74.07%
"Feb. 28, 2013",74.07%
"Jan. 31, 2013",74.07%
"Dec. 31, 2012",74.07%
"Nov. 30, 2012",74.07%
"Oct. 31, 2012",74.07%
"Sept. 30, 2012",74.07%
"Aug. 31, 2012",74.07%
"July 31, 2012",74.07%
"June 30, 2012",74.07%
"May 31, 2012",74.07%
"April 30, 2012",74.07%
"March 31, 2012",74.07%
"Feb. 29, 2012",74.07%
"Jan. 31, 2012",74.07%
"Dec. 31, 2011",74.07%
