date,cash_on_hand
"Dec. 31, 2019",1.545B
"Sept. 30, 2019",1.863B
"June 30, 2019",2.208B
"March 31, 2019",2.30B
"Dec. 31, 2018",2.694B
"Sept. 30, 2018",3.004B
"June 30, 2018",2.908B
"March 31, 2018",3.726B
"Dec. 31, 2017",4.847B
"Sept. 30, 2017",2.526B
"June 30, 2017",2.492B
"March 31, 2017",2.686B
"Dec. 31, 2016",2.732B
"Sept. 30, 2016",3.529B
"June 30, 2016",3.095B
"March 31, 2016",3.557B
"Dec. 31, 2015",2.716B
"Sept. 30, 2015",3.013B
"June 30, 2015",931.00M
"March 31, 2015",1.506B
"Dec. 31, 2014",2.444B
"Sept. 30, 2014",4.12B
"June 30, 2014",2.205B
"March 31, 2014",1.288B
"Dec. 31, 2013",1.814B
"Sept. 30, 2013",321.00M
"June 30, 2013",725.00M
"March 31, 2013",444.00M
"Dec. 31, 2012",642.00M
"Sept. 30, 2012",528.00M
"June 30, 2012",409.00M
"March 31, 2012",396.00M
"Dec. 31, 2011",351.00M
"Sept. 30, 2011",827.00M
"June 30, 2011",2.194B
"March 31, 2011",1.968B
"Dec. 31, 2010",1.608B
"Sept. 30, 2010",2.353B
"June 30, 2010",1.363B
"March 31, 2010",1.37B
"Dec. 31, 2009",1.362B
"Sept. 30, 2009",957.00M
"June 30, 2009",1.063B
"March 31, 2009",1.157B
"Dec. 31, 2008",908.00M
"Sept. 30, 2008",1.38B
"June 30, 2008",1.479B
"March 31, 2008",902.00M
"Dec. 31, 2007",607.00M
"Sept. 30, 2007",565.00M
"June 30, 2007",482.00M
"March 31, 2007",249.00M
"Dec. 31, 2006",383.00M
"Sept. 30, 2006",546.00M
"June 30, 2006",486.00M
"March 31, 2006",504.00M
"Dec. 31, 2005",315.00M
"Sept. 30, 2005",759.00M
"June 30, 2005",916.00M
"March 31, 2005",844.00M
"Dec. 31, 2004",877.00M
"Sept. 30, 2004",1.056B
"June 30, 2004",611.00M
"March 31, 2004",557.00M
"Dec. 31, 2003",518.00M
"Sept. 30, 2003",339.00M
"June 30, 2003",677.00M
"March 31, 2003",196.00M
"Dec. 31, 2002",197.00M
"Sept. 30, 2002",48.00M
"June 30, 2002",35.00M
"March 31, 2002",61.00M
"Dec. 31, 2001",37.00M
"Sept. 30, 2001",65.00M
"June 30, 2001",58.00M
"March 31, 2001",700.00M
"Dec. 31, 2000",312.00M
"Sept. 30, 2000",259.00M
"June 30, 2000",178.00M
"March 31, 2000",26.00M
"Dec. 31, 1999",40.90M
"Sept. 30, 1999",25.60M
"June 30, 1999",82.30M
"March 31, 1999",54.60M
"Dec. 31, 1998",74.00M
"Sept. 30, 1998",67.20M
"June 30, 1998",40.90M
"March 31, 1998",79.50M
"Dec. 31, 1997",91.20M
"Sept. 30, 1997",130.60M
"June 30, 1997",187.00M
"March 31, 1997",299.70M
"Dec. 31, 1996",112.50M
"Sept. 30, 1996",84.80M
"June 30, 1996",34.20M
"March 31, 1996",71.70M
"Dec. 31, 1995",56.10M
"Sept. 30, 1995",88.70M
"June 30, 1995",48.30M
"March 31, 1995",37.80M
"Dec. 31, 1994",53.10M
"Sept. 30, 1994",36.40M
"June 30, 1994",34.80M
"March 31, 1994",84.30M
"Dec. 31, 1993",79.60M
"Sept. 30, 1993",69.10M
"June 30, 1993",109.10M
"March 31, 1993",159.70M
"Dec. 31, 1992",141.00M
"Sept. 30, 1992",81.60M
"June 30, 1992",126.70M
"March 31, 1992",88.80M
"Dec. 31, 1991",120.20M
"Sept. 30, 1991",125.30M
"June 30, 1991",82.50M
"March 31, 1991",150.90M
"Dec. 31, 1990",129.90M
"Sept. 30, 1990",162.30M
"June 30, 1990",99.80M
"March 31, 1990",84.20M
"Dec. 31, 1989",120.30M
"Dec. 31, 1988",213.20M
"Dec. 31, 1987",226.50M
"Dec. 31, 1986",92.70M
"Dec. 31, 1985",171.10M
"Dec. 31, 1984",152.50M
