date,days_inventory_outstanding
"Dec. 31, 2019",17.54
"Sept. 30, 2019",19.38
"June 30, 2019",19.34
"March 31, 2019",19.55
"Dec. 31, 2018",17.30
"Sept. 30, 2018",17.43
"June 30, 2018",17.52
"March 31, 2018",19.50
"Dec. 31, 2017",18.24
"Sept. 30, 2017",23.11
"June 30, 2017",24.57
"March 31, 2017",24.09
"Dec. 31, 2016",19.10
"Sept. 30, 2016",24.03
"June 30, 2016",23.24
"March 31, 2016",24.59
"Dec. 31, 2015",23.22
"Sept. 30, 2015",26.78
"June 30, 2015",26.33
"March 31, 2015",27.57
"Dec. 31, 2014",31.69
"Sept. 30, 2014",41.11
"June 30, 2014",47.32
"March 31, 2014",55.65
"Dec. 31, 2013",42.24
"Sept. 30, 2013",38.93
"June 30, 2013",38.04
"March 31, 2013",19.91
"Dec. 31, 2012",63.07
"Sept. 30, 2012",64.09
"June 30, 2012",70.71
"March 31, 2012",80.56
"Dec. 31, 2011",-20.48
"Sept. 30, 2011",19.81
"June 30, 2011",18.30
"March 31, 2011",18.10
"Dec. 31, 2010",15.76
"Sept. 30, 2010",26.02
"June 30, 2010",24.04
"March 31, 2010",18.49
"Dec. 31, 2009",20.10
"Sept. 30, 2009",22.96
"June 30, 2009",21.80
"March 31, 2009",19.67
"Dec. 31, 2008",24.53
"Sept. 30, 2008",17.32
"June 30, 2008",13.69
"March 31, 2008",13.62
"Dec. 31, 2007",16.42
"Sept. 30, 2007",17.97
"June 30, 2007",16.18
"March 31, 2007",15.85
"Dec. 31, 2006",20.78
"Sept. 30, 2006",19.85
"June 30, 2006",15.46
"March 31, 2006",12.33
"Dec. 31, 2005",14.31
"Sept. 30, 2005",15.65
"June 30, 2005",14.94
"March 31, 2005",13.90
"Dec. 31, 2004",14.42
"Sept. 30, 2004",15.37
"June 30, 2004",13.87
"March 31, 2004",12.32
"Dec. 31, 2003",22.27
"Sept. 30, 2003",18.38
"June 30, 2003",14.79
"March 31, 2003",11.25
"Dec. 31, 2002",23.88
"Sept. 30, 2002",24.14
"June 30, 2002",24.89
"March 31, 2002",21.31
"Dec. 31, 2001",34.75
"Sept. 30, 2001",21.67
"June 30, 2001",14.77
"March 31, 2001",10.51
"Dec. 31, 2000",15.28
"Sept. 30, 2000",13.67
"June 30, 2000",11.80
"March 31, 2000",13.83
"Dec. 31, 1999",34.24
"Sept. 30, 1999",31.95
"June 30, 1999",34.72
"March 31, 1999",32.83
"Dec. 31, 1998",45.22
"Sept. 30, 1998",69.49
"June 30, 1998",57.66
"March 31, 1998",52.45
"Dec. 31, 1997",48.16
"Sept. 30, 1997",64.39
"June 30, 1997",61.53
"March 31, 1997",53.17
"Dec. 31, 1996",67.14
"Sept. 30, 1996",69.09
"June 30, 1996",49.75
"March 31, 1996",46.45
"Dec. 31, 1995",69.36
"Sept. 30, 1995",66.01
"June 30, 1995",59.97
"March 31, 1995",57.06
"Dec. 31, 1994",69.23
"Sept. 30, 1994",82.56
"June 30, 1994",76.07
"March 31, 1994",60.49
"Dec. 31, 1993",70.03
"Sept. 30, 1993",104.66
"June 30, 1993",70.13
"March 31, 1993",71.56
"Dec. 31, 1992",79.56
"Sept. 30, 1992",94.75
"June 30, 1992",78.15
"March 31, 1992",77.53
"Dec. 31, 1991",78.83
"Sept. 30, 1991",97.14
"June 30, 1991",76.25
"March 31, 1991",64.83
"Dec. 31, 1990",70.30
"Sept. 30, 1990",97.72
"June 30, 1990",88.69
"March 31, 1990",73.18
