date,enterprise_value
"March 19, 2020",16.07B
"March 18, 2020",15.77B
"March 17, 2020",15.92B
"March 16, 2020",16.05B
"March 13, 2020",17.23B
"March 12, 2020",16.59B
"March 11, 2020",17.77B
"March 10, 2020",18.68B
"March 9, 2020",16.64B
"March 6, 2020",21.75B
"March 5, 2020",23.20B
"March 4, 2020",23.97B
"March 3, 2020",24.18B
"March 2, 2020",24.03B
"Feb. 28, 2020",23.72B
"Feb. 27, 2020",23.36B
"Feb. 26, 2020",23.63B
"Feb. 25, 2020",24.09B
"Feb. 24, 2020",24.95B
"Feb. 21, 2020",26.23B
"Feb. 20, 2020",26.32B
"Feb. 19, 2020",25.97B
"Feb. 18, 2020",25.23B
"Feb. 14, 2020",24.99B
"Feb. 13, 2020",24.88B
"Feb. 12, 2020",24.51B
"Feb. 11, 2020",23.71B
"Feb. 10, 2020",23.34B
"Feb. 7, 2020",23.50B
"Feb. 6, 2020",23.98B
"Feb. 5, 2020",24.67B
"Feb. 4, 2020",24.17B
"Feb. 3, 2020",23.79B
"Jan. 31, 2020",23.84B
"Jan. 30, 2020",24.43B
"Jan. 29, 2020",24.20B
"Jan. 28, 2020",25.51B
"Jan. 27, 2020",25.52B
"Jan. 24, 2020",26.21B
"Jan. 23, 2020",26.86B
"Jan. 22, 2020",27.06B
"Jan. 21, 2020",27.46B
"Jan. 17, 2020",27.89B
"Jan. 16, 2020",28.01B
"Jan. 15, 2020",27.94B
"Jan. 14, 2020",27.94B
"Jan. 13, 2020",27.70B
"Jan. 10, 2020",27.46B
"Jan. 9, 2020",27.64B
"Jan. 8, 2020",27.47B
"Jan. 7, 2020",28.20B
"Jan. 6, 2020",28.18B
"Jan. 3, 2020",27.87B
"Jan. 2, 2020",27.22B
"Dec. 31, 2019",26.95B
"Dec. 30, 2019",26.10B
"Dec. 27, 2019",26.20B
"Dec. 26, 2019",26.50B
"Dec. 24, 2019",26.44B
"Dec. 23, 2019",26.33B
"Dec. 20, 2019",25.70B
"Dec. 19, 2019",25.35B
"Dec. 18, 2019",25.77B
"Dec. 17, 2019",25.65B
"Dec. 16, 2019",25.63B
"Dec. 13, 2019",24.94B
"Dec. 12, 2019",25.26B
"Dec. 11, 2019",24.72B
"Dec. 10, 2019",24.76B
"Dec. 9, 2019",24.76B
"Dec. 6, 2019",24.92B
"Dec. 5, 2019",24.52B
"Dec. 4, 2019",24.60B
"Dec. 3, 2019",24.17B
"Dec. 2, 2019",24.59B
"Nov. 29, 2019",24.87B
"Nov. 27, 2019",25.18B
"Nov. 26, 2019",25.32B
"Nov. 25, 2019",25.68B
"Nov. 22, 2019",25.56B
"Nov. 21, 2019",26.33B
"Nov. 20, 2019",26.40B
"Nov. 19, 2019",26.12B
"Nov. 18, 2019",26.30B
"Nov. 15, 2019",26.67B
"Nov. 14, 2019",26.62B
"Nov. 13, 2019",26.96B
"Nov. 12, 2019",27.83B
"Nov. 11, 2019",28.13B
"Nov. 8, 2019",27.84B
"Nov. 7, 2019",27.50B
"Nov. 6, 2019",26.87B
"Nov. 5, 2019",27.19B
"Nov. 4, 2019",27.04B
"Nov. 1, 2019",26.94B
"Oct. 31, 2019",25.98B
"Oct. 30, 2019",25.68B
"Oct. 29, 2019",26.61B
"Oct. 28, 2019",26.23B
"Oct. 25, 2019",26.30B
"Oct. 24, 2019",26.32B
"Oct. 23, 2019",26.25B
"Oct. 22, 2019",26.53B
"Oct. 21, 2019",26.03B
"Oct. 18, 2019",25.74B
"Oct. 17, 2019",25.80B
"Oct. 16, 2019",25.82B
"Oct. 15, 2019",26.10B
"Oct. 14, 2019",26.42B
"Oct. 11, 2019",26.29B
"Oct. 10, 2019",26.03B
"Oct. 9, 2019",25.55B
"Oct. 8, 2019",24.88B
"Oct. 7, 2019",25.05B
"Oct. 4, 2019",24.96B
"Oct. 3, 2019",24.77B
"Oct. 2, 2019",24.02B
"Oct. 1, 2019",24.42B
"Sept. 30, 2019",24.38B
"Sept. 27, 2019",23.86B
"Sept. 26, 2019",24.33B
"Sept. 25, 2019",24.89B
"Sept. 24, 2019",25.14B
"Sept. 23, 2019",25.50B
"Sept. 20, 2019",25.55B
"Sept. 19, 2019",25.52B
"Sept. 18, 2019",25.93B
"Sept. 17, 2019",26.20B
"Sept. 16, 2019",26.96B
"Sept. 13, 2019",24.80B
"Sept. 12, 2019",24.88B
"Sept. 11, 2019",25.33B
"Sept. 10, 2019",24.80B
"Sept. 9, 2019",25.06B
"Sept. 6, 2019",25.05B
"Sept. 5, 2019",25.34B
"Sept. 4, 2019",25.36B
"Sept. 3, 2019",24.82B
"Aug. 30, 2019",24.72B
"Aug. 29, 2019",24.50B
"Aug. 28, 2019",24.26B
"Aug. 27, 2019",23.73B
"Aug. 26, 2019",23.80B
"Aug. 23, 2019",23.69B
"Aug. 22, 2019",25.03B
"Aug. 21, 2019",25.29B
"Aug. 20, 2019",24.61B
"Aug. 19, 2019",24.78B
"Aug. 16, 2019",23.77B
"Aug. 15, 2019",23.71B
"Aug. 14, 2019",23.63B
"Aug. 13, 2019",24.44B
"Aug. 12, 2019",24.06B
"Aug. 9, 2019",24.01B
"Aug. 8, 2019",23.93B
"Aug. 7, 2019",23.22B
"Aug. 6, 2019",23.06B
"Aug. 5, 2019",23.46B
"Aug. 2, 2019",24.42B
"Aug. 1, 2019",24.94B
"July 31, 2019",25.30B
"July 30, 2019",24.43B
"July 29, 2019",23.82B
"July 26, 2019",23.77B
"July 25, 2019",23.76B
"July 24, 2019",24.01B
"July 23, 2019",23.90B
"July 22, 2019",23.95B
"July 19, 2019",24.01B
"July 18, 2019",23.78B
"July 17, 2019",23.72B
"July 16, 2019",24.34B
"July 15, 2019",24.48B
"July 12, 2019",24.78B
"July 11, 2019",24.58B
"July 10, 2019",24.79B
"July 9, 2019",24.45B
"July 8, 2019",24.34B
"July 5, 2019",24.74B
"July 3, 2019",24.56B
"July 2, 2019",24.63B
"July 1, 2019",25.12B
"June 30, 2019",24.91B
"June 28, 2019",24.76B
"June 27, 2019",24.98B
"June 26, 2019",25.31B
"June 25, 2019",24.34B
"June 24, 2019",24.16B
"June 21, 2019",24.04B
"June 20, 2019",24.08B
"June 19, 2019",23.35B
"June 18, 2019",23.29B
"June 17, 2019",23.03B
"June 14, 2019",22.84B
"June 13, 2019",23.17B
"June 12, 2019",22.68B
"June 11, 2019",23.07B
"June 10, 2019",22.85B
"June 7, 2019",22.63B
"June 6, 2019",22.32B
"June 5, 2019",21.91B
"June 4, 2019",22.42B
"June 3, 2019",22.08B
"May 31, 2019",22.42B
"May 30, 2019",23.01B
"May 29, 2019",23.24B
"May 28, 2019",23.43B
"May 24, 2019",23.52B
"May 23, 2019",23.38B
"May 22, 2019",24.92B
"May 21, 2019",25.64B
"May 20, 2019",25.28B
"May 17, 2019",25.41B
"May 16, 2019",25.61B
"May 15, 2019",25.21B
"May 14, 2019",24.95B
"May 13, 2019",24.56B
"May 10, 2019",24.77B
"May 9, 2019",24.67B
"May 8, 2019",24.72B
"May 7, 2019",24.38B
"May 6, 2019",24.53B
"May 3, 2019",24.66B
"May 2, 2019",24.26B
"May 1, 2019",24.62B
"April 30, 2019",24.93B
"April 29, 2019",24.87B
"April 26, 2019",24.85B
"April 25, 2019",24.95B
"April 24, 2019",25.45B
"April 23, 2019",25.94B
"April 22, 2019",26.07B
"April 18, 2019",25.46B
"April 17, 2019",25.48B
"April 16, 2019",25.59B
"April 15, 2019",25.36B
"April 12, 2019",25.59B
"April 11, 2019",24.73B
"April 10, 2019",24.75B
"April 9, 2019",24.50B
"April 8, 2019",24.67B
"April 5, 2019",24.64B
"April 4, 2019",23.96B
"April 3, 2019",23.60B
"April 2, 2019",23.84B
"April 1, 2019",23.99B
"March 31, 2019",23.80B
"March 29, 2019",23.49B
"March 28, 2019",23.71B
"March 27, 2019",23.50B
"March 26, 2019",23.75B
"March 25, 2019",23.28B
"March 22, 2019",23.04B
"March 21, 2019",23.66B
"March 20, 2019",23.40B
"March 19, 2019",22.81B
"March 18, 2019",23.16B
"March 15, 2019",22.89B
"March 14, 2019",22.80B
"March 13, 2019",22.83B
"March 12, 2019",22.57B
"March 11, 2019",22.19B
"March 8, 2019",21.90B
"March 7, 2019",22.39B
"March 6, 2019",22.43B
"March 5, 2019",23.16B
"March 4, 2019",23.22B
"March 1, 2019",23.19B
"Feb. 28, 2019",22.77B
"Feb. 27, 2019",22.86B
"Feb. 26, 2019",22.72B
"Feb. 25, 2019",22.67B
