Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
03/13/2020,03/16/2020,03/30/2020,03/04/2020,Normal,0.25
12/13/2019,12/16/2019,12/31/2019,12/04/2019,Normal,0.25
09/13/2019,09/16/2019,09/30/2019,09/04/2019,Normal,0.25
06/14/2019,06/17/2019,06/28/2019,06/04/2019,Normal,0.25
03/15/2019,03/18/2019,03/29/2019,03/06/2019,Normal,0.25
12/14/2018,12/17/2018,12/31/2018,12/05/2018,Normal,0.25
09/14/2018,09/17/2018,09/28/2018,09/05/2018,Normal,0.25
06/15/2018,06/18/2018,06/29/2018,06/05/2018,Normal,0.25
03/16/2018,03/19/2018,03/29/2018,03/07/2018,Normal,0.25
12/15/2017,12/18/2017,12/29/2017,12/06/2017,Normal,0.25
09/15/2017,09/18/2017,09/29/2017,09/10/2017,Normal,0.25
06/14/2017,06/16/2017,06/30/2017,06/06/2017,Normal,0.25
03/13/2017,03/15/2017,03/31/2017,03/01/2017,Normal,0.25
12/15/2016,12/19/2016,12/30/2016,12/07/2016,Normal,0.25
09/15/2016,09/19/2016,09/30/2016,09/08/2016,Normal,0.25
06/14/2016,06/16/2016,06/30/2016,06/01/2016,Normal,0.25
03/15/2016,03/17/2016,03/31/2016,03/02/2016,Normal,0.25
12/15/2015,12/17/2015,12/31/2015,12/02/2015,Normal,0.25
09/17/2015,09/21/2015,09/30/2015,09/09/2015,Normal,0.25
06/12/2015,06/16/2015,06/30/2015,06/03/2015,Normal,0.25
03/17/2015,03/19/2015,03/31/2015,03/04/2015,Normal,0.25
12/15/2014,12/17/2014,12/31/2014,12/03/2014,Normal,0.25
09/12/2014,09/16/2014,09/30/2014,09/03/2014,Normal,0.25
06/12/2014,06/16/2014,06/30/2014,06/04/2014,Normal,0.25
03/18/2014,03/20/2014,03/31/2014,03/05/2014,Normal,0.25
12/13/2013,12/17/2013,12/31/2013,12/04/2013,Normal,0.25
09/12/2013,09/16/2013,09/30/2013,09/05/2013,Normal,0.25
06/13/2013,06/17/2013,06/28/2013,06/05/2013,Normal,0.10
03/13/2013,03/15/2013,03/29/2013,03/04/2013,Normal,0.10
12/13/2012,12/17/2012,12/31/2012,12/05/2012,Normal,0.10
09/13/2012,09/17/2012,09/28/2012,09/06/2012,Normal,0.10
06/14/2012,06/18/2012,06/29/2012,06/07/2012,Normal,0.10
03/14/2012,03/16/2012,03/30/2012,03/08/2012,Normal,0.10
12/16/2011,12/20/2011,01/03/2012,12/08/2011,Normal,0.10
09/15/2011,09/19/2011,09/30/2011,09/09/2011,Normal,0.10
06/14/2011,06/16/2011,06/30/2011,06/02/2011,Normal,0.10
03/10/2011,03/14/2011,03/31/2011,03/03/2011,Normal,0.10
12/16/2010,12/20/2010,01/03/2011,12/02/2010,Normal,0.10
09/16/2010,09/20/2010,09/30/2010,09/09/2010,Normal,0.10
06/14/2010,06/16/2010,06/30/2010,06/03/2010,Normal,0.10
03/11/2010,03/15/2010,03/31/2010,03/04/2010,Normal,0.10
12/17/2009,12/21/2009,01/04/2010,12/03/2009,Normal,0.10
09/16/2009,09/18/2009,09/30/2009,09/10/2009,Normal,0.10
06/12/2009,06/16/2009,06/30/2009,06/05/2009,Normal,0.10
03/12/2009,03/16/2009,03/31/2009,03/05/2009,Normal,0.10
12/17/2008,12/19/2008,01/02/2009,12/04/2008,Normal,0.10
09/12/2008,09/16/2008,09/30/2008,09/04/2008,Normal,0.10
06/12/2008,06/16/2008,06/30/2008,06/05/2008,Normal,0.10
03/13/2008,03/17/2008,03/31/2008,03/05/2008,Normal,0.10
12/17/2007,12/19/2007,01/02/2008,12/05/2007,Normal,0.10
09/12/2007,09/14/2007,09/28/2007,09/05/2007,Normal,0.10
06/13/2007,06/15/2007,06/29/2007,06/06/2007,Normal,0.10
03/14/2007,03/16/2007,03/30/2007,03/07/2007,Normal,0.10
12/13/2006,12/15/2006,01/02/2007,12/06/2006,Normal,0.10
09/14/2006,09/18/2006,09/29/2006,09/06/2006,Normal,0.10
06/14/2006,06/16/2006,06/30/2006,06/07/2006,Normal,0.10
05/11/2006,05/15/2006,06/01/2006,05/03/2006,Normal,0.2917
03/09/2006,03/13/2006,03/31/2006,03/01/2006,Normal,0.10
12/13/2005,12/15/2005,01/03/2006,12/08/2005,Normal,0.10
09/14/2005,09/16/2005,09/30/2005,09/08/2005,Normal,0.10
06/14/2005,06/16/2005,06/30/2005,06/02/2005,Normal,0.10
03/10/2005,03/14/2005,03/31/2005,03/03/2005,Normal,0.10
12/13/2004,12/15/2004,01/03/2005,12/02/2004,Normal,0.10
09/14/2004,09/16/2004,09/30/2004,08/04/2004,Normal,0.10
06/14/2004,06/16/2004,06/30/2004,06/02/2004,Normal,0.10
03/11/2004,03/15/2004,03/31/2004,03/03/2004,Normal,0.10
12/11/2003,12/15/2003,01/05/2004,12/03/2003,Normal,0.10
09/11/2003,09/15/2003,09/30/2003,09/03/2003,Normal,0.10
06/12/2003,06/16/2003,06/30/2003,06/04/2003,Normal,0.10
03/13/2003,03/17/2003,03/31/2003,03/05/2003,Normal,0.10
12/12/2002,12/16/2002,01/03/2003,12/04/2002,Normal,0.10
09/12/2002,09/16/2002,09/30/2002,09/04/2002,Normal,0.10
06/13/2002,06/17/2002,06/28/2002,06/06/2002,Normal,0.10
03/14/2002,03/18/2002,03/29/2002,03/06/2002,Normal,0.10
12/13/2001,12/17/2001,01/03/2002,12/05/2001,Normal,0.10
09/13/2001,09/17/2001,09/28/2001,09/05/2001,Normal,0.10
06/14/2001,06/18/2001,06/29/2001,06/06/2001,Normal,0.10
03/15/2001,03/19/2001,03/30/2001,03/07/2001,Normal,0.10
12/14/2000,12/18/2000,01/03/2001,12/06/2000,Normal,0.05
09/14/2000,09/18/2000,09/29/2000,09/06/2000,Normal,0.05
06/15/2000,06/19/2000,06/30/2000,06/07/2000,Normal,0.05
03/09/2000,03/13/2000,03/31/2000,03/01/2000,Normal,0.05
