date,quality_ratio
"Dec. 31, 2019",0.0562
"Sept. 30, 2019",0.059
"June 30, 2019",0.0709
"March 31, 2019",0.0685
"Dec. 31, 2018",0.0623
"Sept. 30, 2018",0.0526
"June 30, 2018",0.0238
"March 31, 2018",0.0026
"Dec. 31, 2017",-0.0092
"Sept. 30, 2017",-0.0256
"June 30, 2017",-0.03
"March 31, 2017",-0.0328
"Dec. 31, 2016",-0.0458
"Sept. 30, 2016",-0.0441
"June 30, 2016",-0.0412
"March 31, 2016",-0.0307
"Dec. 31, 2015",-0.0218
"Sept. 30, 2015",0.0052
"June 30, 2015",0.0323
"March 31, 2015",0.0561
"Dec. 31, 2014",0.0852
"Sept. 30, 2014",0.0896
"June 30, 2014",0.0958
"March 31, 2014",0.1054
"Dec. 31, 2013",0.1191
"Sept. 30, 2013",0.1264
"June 30, 2013",0.1311
"March 31, 2013",0.135
"Dec. 31, 2012",0.1285
"Sept. 30, 2012",0.085
"June 30, 2012",0.1027
"March 31, 2012",0.127
"Dec. 31, 2011",0.1671
"Sept. 30, 2011",0.191
"June 30, 2011",0.205
"March 31, 2011",0.2005
"Dec. 31, 2010",0.1969
"Sept. 30, 2010",0.2804
"June 30, 2010",0.2783
"March 31, 2010",0.2674
"Dec. 31, 2009",0.238
"Sept. 30, 2009",0.2166
"June 30, 2009",0.2469
"March 31, 2009",0.2945
"Dec. 31, 2008",0.3413
"Sept. 30, 2008",0.3778
"June 30, 2008",0.3515
"March 31, 2008",0.3275
"Dec. 31, 2007",0.2945
"Sept. 30, 2007",0.3054
"June 30, 2007",0.3129
"March 31, 2007",0.3148
"Dec. 31, 2006",0.3299
"Sept. 30, 2006",0.3003
"June 30, 2006",0.2889
"March 31, 2006",0.2776
"Dec. 31, 2005",0.2651
"Sept. 30, 2005",0.2548
"June 30, 2005",0.2558
"March 31, 2005",0.2596
"Dec. 31, 2004",0.2603
"Sept. 30, 2004",0.2752
"June 30, 2004",0.2769
"March 31, 2004",0.2616
"Dec. 31, 2003",0.2588
"Sept. 30, 2003",0.2618
"June 30, 2003",0.2605
"March 31, 2003",0.2674
"Dec. 31, 2002",0.2541
"Sept. 30, 2002",0.2296
"June 30, 2002",0.2353
"March 31, 2002",0.2603
"Dec. 31, 2001",0.2957
"Sept. 30, 2001",0.3754
"June 30, 2001",0.4282
"March 31, 2001",0.4143
"Dec. 31, 2000",0.404
"Sept. 30, 2000",0.3976
"June 30, 2000",0.372
"March 31, 2000",0.34
"Dec. 31, 1999",0.291
"Sept. 30, 1999",0.1672
"June 30, 1999",0.15
"March 31, 1999",0.1478
"Dec. 31, 1998",0.1462
"Sept. 30, 1998",0.1436
"June 30, 1998",0.1506
"March 31, 1998",0.1687
"Dec. 31, 1997",0.1925
"Sept. 30, 1997",0.2509
"June 30, 1997",0.2552
"March 31, 1997",0.254
"Dec. 31, 1996",0.2557
"Sept. 30, 1996",0.2853
"June 30, 1996",0.2741
"March 31, 1996",0.2652
"Dec. 31, 1995",0.2558
"Sept. 30, 1995",0.2084
"June 30, 1995",0.2132
"March 31, 1995",0.212
"Dec. 31, 1994",0.2265
"Sept. 30, 1994",0.2119
"June 30, 1994",0.2062
"March 31, 1994",0.1847
"Dec. 31, 1993",0.1598
"Sept. 30, 1993",0.1612
"June 30, 1993",0.1696
"March 31, 1993",0.1927
"Dec. 31, 1992",0.1897
"Sept. 30, 1992",0.1927
"June 30, 1992",0.1916
"March 31, 1992",0.1896
"Dec. 31, 1991",0.193
"Sept. 30, 1991",0.2247
"June 30, 1991",0.2778
"March 31, 1991",0.27
"Dec. 31, 1990",0.2734
