date,assets
"Dec. 31, 2019",21.78B
"Sept. 30, 2019",21.63B
"June 30, 2019",21.70B
"March 31, 2019",21.72B
"Dec. 31, 2018",21.43B
"Sept. 30, 2018",21.47B
"June 30, 2018",21.46B
"March 31, 2018",22.07B
"Dec. 31, 2017",23.11B
"Sept. 30, 2017",26.60B
"June 30, 2017",27.80B
"March 31, 2017",28.10B
"Dec. 31, 2016",28.62B
"Sept. 30, 2016",34.46B
"June 30, 2016",34.23B
"March 31, 2016",34.81B
"Dec. 31, 2015",34.16B
"Sept. 30, 2015",36.46B
"June 30, 2015",35.56B
"March 31, 2015",36.10B
"Dec. 31, 2014",38.41B
"Sept. 30, 2014",40.98B
"June 30, 2014",41.07B
"March 31, 2014",41.42B
"Dec. 31, 2013",42.75B
"Sept. 30, 2013",41.90B
"June 30, 2013",41.43B
"March 31, 2013",42.38B
"Dec. 31, 2012",43.44B
"Sept. 30, 2012",42.21B
"June 30, 2012",40.61B
"March 31, 2012",40.65B
"Dec. 31, 2011",39.14B
"Sept. 30, 2011",37.34B
"June 30, 2011",36.99B
"March 31, 2011",36.64B
"Dec. 31, 2010",35.40B
"Sept. 30, 2010",33.48B
"June 30, 2010",29.50B
"March 31, 2010",29.95B
"Dec. 31, 2009",29.46B
"Sept. 30, 2009",28.44B
"June 30, 2009",28.92B
"March 31, 2009",28.43B
"Dec. 31, 2008",28.59B
"Sept. 30, 2008",29.58B
"June 30, 2008",30.74B
"March 31, 2008",27.01B
"Dec. 31, 2007",26.13B
"Sept. 30, 2007",23.94B
"June 30, 2007",23.24B
"March 31, 2007",22.73B
"Dec. 31, 2006",22.44B
"Sept. 30, 2006",21.63B
"June 30, 2006",21.24B
"March 31, 2006",19.88B
"Dec. 31, 2005",19.12B
"Sept. 30, 2005",18.86B
"June 30, 2005",17.46B
"March 31, 2005",16.92B
"Dec. 31, 2004",16.31B
"Sept. 30, 2004",15.74B
"June 30, 2004",14.55B
"March 31, 2004",14.12B
"Dec. 31, 2003",13.98B
"Sept. 30, 2003",13.21B
"June 30, 2003",13.60B
"March 31, 2003",13.96B
"Dec. 31, 2002",13.26B
"Sept. 30, 2002",13.63B
"June 30, 2002",13.86B
"March 31, 2002",14.16B
"Dec. 31, 2001",15.37B
"Sept. 30, 2001",15.29B
"June 30, 2001",10.86B
"March 31, 2001",10.25B
"Dec. 31, 2000",10.27B
"Sept. 30, 2000",9.069B
"June 30, 2000",8.88B
"March 31, 2000",8.034B
"Dec. 31, 1999",7.728B
"Sept. 30, 1999",7.939B
"June 30, 1999",8.206B
"March 31, 1999",7.974B
"Dec. 31, 1998",7.883B
"Sept. 30, 1998",8.645B
"June 30, 1998",7.778B
"March 31, 1998",7.676B
"Dec. 31, 1997",7.935B
"Sept. 30, 1997",7.638B
"June 30, 1997",7.348B
"March 31, 1997",7.379B
"Dec. 31, 1996",7.784B
"Sept. 30, 1996",7.305B
"June 30, 1996",7.037B
"March 31, 1996",7.731B
"Dec. 31, 1995",7.756B
"Sept. 30, 1995",8.253B
"June 30, 1995",8.147B
"March 31, 1995",8.197B
"Dec. 31, 1994",8.338B
"Sept. 30, 1994",8.434B
"June 30, 1994",8.465B
"March 31, 1994",8.402B
"Dec. 31, 1993",8.642B
"Sept. 30, 1993",8.882B
"June 30, 1993",8.628B
"March 31, 1993",8.584B
"Dec. 31, 1992",8.722B
"Sept. 30, 1992",8.912B
"June 30, 1992",8.763B
"March 31, 1992",8.266B
"Dec. 31, 1991",8.841B
"Sept. 30, 1991",8.389B
"June 30, 1991",7.834B
"March 31, 1991",7.813B
"Dec. 31, 1990",9.057B
"Sept. 30, 1990",7.895B
"June 30, 1990",6.515B
"March 31, 1990",6.584B
"Dec. 31, 1989",6.867B
"Dec. 31, 1988",5.372B
"Dec. 31, 1987",5.305B
"Dec. 31, 1986",4.914B
"Dec. 31, 1985",6.220B
"Dec. 31, 1984",6.353B
