date,ohlson_score
"Dec. 31, 2019",0.4096
"Sept. 30, 2019",-0.3411
"June 30, 2019",-3.296
"March 31, 2019",-0.6227
"Dec. 31, 2018",4.672
"Sept. 30, 2018",0.8592
"June 30, 2018",-0.4748
"March 31, 2018",12.13
"Dec. 31, 2017",-0.8917
"Sept. 30, 2017",-0.3519
"June 30, 2017",-0.4022
"March 31, 2017",7.081
"Dec. 31, 2016",-0.7662
"Sept. 30, 2016",-0.8191
"June 30, 2016",-0.8745
"March 31, 2016",0.2797
"Dec. 31, 2015",-1.201
"Sept. 30, 2015",-0.5314
"June 30, 2015",-0.7276
"March 31, 2015",-1.240
"Dec. 31, 2014",-66.88
"Sept. 30, 2014",-1.176
"June 30, 2014",-1.368
"March 31, 2014",1.323
"Dec. 31, 2013",-1.262
"Sept. 30, 2013",0.5193
"June 30, 2013",-0.9285
"March 31, 2013",-0.8449
"Dec. 31, 2012",0.2926
"Sept. 30, 2012",0.0091
"June 30, 2012",-0.0528
"March 31, 2012",-0.4751
"Dec. 31, 2011",-1.579
"Sept. 30, 2011",0.4134
"June 30, 2011",-0.0396
"March 31, 2011",-0.6882
"Dec. 31, 2010",9.888
"Sept. 30, 2010",-0.4284
"June 30, 2010",0.1485
"March 31, 2010",-0.0503
"Dec. 31, 2009",0.236
"Sept. 30, 2009",0.0249
"June 30, 2009",-0.1911
"March 31, 2009",0.7914
"Dec. 31, 2008",-5.378
"Sept. 30, 2008",0.779
"June 30, 2008",1.016
"March 31, 2008",0.6885
"Dec. 31, 2007",0.9884
"Sept. 30, 2007",1.278
"June 30, 2007",0.9748
"March 31, 2007",1.157
"Dec. 31, 2006",1.132
"Sept. 30, 2006",1.799
"June 30, 2006",1.724
"March 31, 2006",1.408
"Dec. 31, 2005",1.397
"Sept. 30, 2005",1.992
"June 30, 2005",1.826
"March 31, 2005",1.983
"Dec. 31, 2004",1.314
"Sept. 30, 2004",1.872
"June 30, 2004",1.112
"March 31, 2004",0.5924
"Dec. 31, 2003",1.609
"Sept. 30, 2003",1.647
"June 30, 2003",1.257
"March 31, 2003",0.0185
"Dec. 31, 2002",1.282
"Sept. 30, 2002",0.3723
"June 30, 2002",1.289
"March 31, 2002",1.061
"Dec. 31, 2001",2.531
"Sept. 30, 2001",2.035
"June 30, 2001",0.8422
"March 31, 2001",0.8368
"Dec. 31, 2000",0.9801
"Sept. 30, 2000",1.047
"June 30, 2000",1.301
"March 31, 2000",0.9648
"Dec. 31, 1999",1.373
"Sept. 30, 1999",1.266
"June 30, 1999",1.672
"March 31, 1999",-1.844
"Dec. 31, 1998",1.329
"Sept. 30, 1998",2.745
"June 30, 1998",1.062
"March 31, 1998",3.176
"Dec. 31, 1997",0.4506
"Sept. 30, 1997",1.416
"June 30, 1997",0.5273
"March 31, 1997",13.87
"Dec. 31, 1996",0.7164
"Sept. 30, 1996",2.439
"June 30, 1996",0.6171
"March 31, 1996",-1.156
"Dec. 31, 1995",1.352
"Sept. 30, 1995",1.197
"June 30, 1995",0.4986
"March 31, 1995",0.9038
"Dec. 31, 1994",0.6594
"Sept. 30, 1994",5.399
"June 30, 1994",-1.691
"March 31, 1994",0.0815
"Dec. 31, 1993",1.190
"Sept. 30, 1993",4.284
"June 30, 1993",0.6291
"March 31, 1993",0.9447
"Dec. 31, 1992",0.9533
"Sept. 30, 1992",0.8818
"June 30, 1992",-2.171
"March 31, 1992",2.006
"Dec. 31, 1991",0.9641
"Sept. 30, 1991",-4.014
"June 30, 1991",1.238
"March 31, 1991",2.381
"Dec. 31, 1990",1.554
