date,accruals
"Dec. 31, 2019",-508.00M
"Sept. 30, 2019",-655.00M
"June 30, 2019",-681.00M
"March 31, 2019",-206.00M
"Dec. 31, 2018",-885.00M
"Sept. 30, 2018",-465.00M
"June 30, 2018",-555.00M
"March 31, 2018",-316.00M
"Dec. 31, 2017",-3.02B
"Sept. 30, 2017",-712.00M
"June 30, 2017",-614.00M
"March 31, 2017",-673.00M
"Dec. 31, 2016",-5.218B
"Sept. 30, 2016",-671.00M
"June 30, 2016",-589.00M
"March 31, 2016",-449.00M
"Dec. 31, 2015",-2.444B
"Sept. 30, 2015",-561.00M
"June 30, 2015",-1.207B
"March 31, 2015",-825.00M
"Dec. 31, 2014",-1.082B
"Sept. 30, 2014",-314.00M
"June 30, 2014",28.00M
"March 31, 2014",-772.00M
"Dec. 31, 2013",147.00M
"Sept. 30, 2013",-834.00M
"June 30, 2013",184.00M
"March 31, 2013",457.00M
"Dec. 31, 2012",-1.196B
"Sept. 30, 2012",-1.305B
"June 30, 2012",-691.00M
"March 31, 2012",-443.00M
"Dec. 31, 2011",-1.269B
"Sept. 30, 2011",-724.00M
"June 30, 2011",-1.082B
"March 31, 2011",-206.00M
"Dec. 31, 2010",-1.42B
"Sept. 30, 2010",-92.00M
"June 30, 2010",-606.00M
"March 31, 2010",-287.00M
"Dec. 31, 2009",-913.00M
"Sept. 30, 2009",-193.00M
"June 30, 2009",-516.00M
"March 31, 2009",-684.00M
"Dec. 31, 2008",-567.00M
"Sept. 30, 2008",-505.00M
"June 30, 2008",-832.00M
"March 31, 2008",-424.00M
"Dec. 31, 2007",-296.00M
"Sept. 30, 2007",-468.00M
"June 30, 2007",-642.00M
"March 31, 2007",-269.00M
"Dec. 31, 2006",-420.00M
"Sept. 30, 2006",-532.00M
"June 30, 2006",-120.00M
"March 31, 2006",-499.00M
"Dec. 31, 2005",147.00M
"Sept. 30, 2005",-212.00M
"June 30, 2005",-307.00M
"March 31, 2005",-242.00M
"Dec. 31, 2004",-25.00M
"Sept. 30, 2004",-639.00M
"June 30, 2004",-150.00M
"March 31, 2004",-113.00M
"Dec. 31, 2003",-353.00M
"Sept. 30, 2003",46.00M
"June 30, 2003",-319.00M
"March 31, 2003",-312.00M
"Dec. 31, 2002",-909.00M
"Sept. 30, 2002",-569.00M
"June 30, 2002",-434.00M
"March 31, 2002",-270.00M
"Dec. 31, 2001",-272.00M
"Sept. 30, 2001",-470.00M
"June 30, 2001",113.00M
"March 31, 2001",-416.00M
"Dec. 31, 2000",-24.00M
"Sept. 30, 2000",-266.00M
"June 30, 2000",-269.00M
"March 31, 2000",-213.00M
"Dec. 31, 1999",-170.30M
"Sept. 30, 1999",-57.70M
"June 30, 1999",-42.70M
"March 31, 1999",-36.70M
"Dec. 31, 1998",-420.70M
"Sept. 30, 1998",-161.70M
"June 30, 1998",-224.60M
"March 31, 1998",-171.00M
"Dec. 31, 1997",-390.30M
"Sept. 30, 1997",-106.70M
"June 30, 1997",-137.30M
"March 31, 1997",-608.10M
"Dec. 31, 1996",-18.20M
"Sept. 30, 1996",4.40M
"June 30, 1996",24.00M
"March 31, 1996",-157.90M
"Dec. 31, 1995",-595.80M
"Sept. 30, 1995",-308.60M
"June 30, 1995",-363.10M
"March 31, 1995",-367.90M
"Dec. 31, 1994",-274.80M
"Sept. 30, 1994",-24.60M
"June 30, 1994",-188.40M
"March 31, 1994",-395.40M
"Dec. 31, 1993",-485.40M
"Sept. 30, 1993",-103.20M
"June 30, 1993",-131.90M
"March 31, 1993",-367.00M
"Dec. 31, 1992",-326.20M
"Sept. 30, 1992",-81.70M
"June 30, 1992",-287.00M
"March 31, 1992",-435.20M
"Dec. 31, 1991",-210.80M
"Sept. 30, 1991",32.90M
"June 30, 1991",-84.40M
"March 31, 1991",-1.018B
"Dec. 31, 1990",-202.30M
"Sept. 30, 1990",-27.40M
"June 30, 1990",-195.20M
"March 31, 1990",-418.70M
