date,eps_ttm
"Dec. 31, 2019",-1.36
"Sept. 30, 2019",-0.6849
"June 30, 2019",-0.1649
"March 31, 2019",-0.6249
"Dec. 31, 2018",-1.095
"Sept. 30, 2018",-14.16
"June 30, 2018",-16.00
"March 31, 2018",-16.98
"Dec. 31, 2017",-17.67
"Sept. 30, 2017",-20.20
"June 30, 2017",-19.30
"March 31, 2017",-19.13
"Dec. 31, 2016",-19.78
"Sept. 30, 2016",-10.56
"June 30, 2016",-10.42
"March 31, 2016",-11.12
"Dec. 31, 2015",-10.77
"Sept. 30, 2015",-4.37
"June 30, 2015",-0.08
"March 31, 2015",4.87
"Dec. 31, 2014",7.44
"Sept. 30, 2014",13.23
"June 30, 2014",11.15
"March 31, 2014",12.35
"Dec. 31, 2013",14.87
"Sept. 30, 2013",10.77
"June 30, 2013",11.18
"March 31, 2013",8.627
"Dec. 31, 2012",6.507
"Sept. 30, 2012",4.45
"June 30, 2012",3.69
"March 31, 2012",3.86
"Dec. 31, 2011",5.00
"Sept. 30, 2011",5.56
"June 30, 2011",8.20
"March 31, 2011",7.57
"Dec. 31, 2010",6.48
"Sept. 30, 2010",7.42
"June 30, 2010",4.95
"March 31, 2010",4.11
"Dec. 31, 2009",2.28
"Sept. 30, 2009",0.93
"June 30, 2009",2.25
"March 31, 2009",4.70
"Dec. 31, 2008",7.22
"Sept. 30, 2008",9.06
"June 30, 2008",7.92
"March 31, 2008",6.91
"Dec. 31, 2007",5.74
"Sept. 30, 2007",5.28
"June 30, 2007",4.99
"March 31, 2007",5.03
"Dec. 31, 2006",6.08
"Sept. 30, 2006",6.343
"June 30, 2006",6.27
"March 31, 2006",5.44
"Dec. 31, 2005",3.927
"Sept. 30, 2005",3.277
"June 30, 2005",2.99
"March 31, 2005",2.977
"Dec. 31, 2004",3.193
"Sept. 30, 2004",2.67
"June 30, 2004",2.637
"March 31, 2004",2.633
"Dec. 31, 2003",2.37
"Sept. 30, 2003",0.7439
"June 30, 2003",-0.3156
"March 31, 2003",-0.7061
"Dec. 31, 2002",-0.84
"Sept. 30, 2002",0.776
"June 30, 2002",1.908
"March 31, 2002",2.681
"Dec. 31, 2001",3.418
"Sept. 30, 2001",4.478
"June 30, 2001",4.812
"March 31, 2001",4.233
"Dec. 31, 2000",3.793
"Sept. 30, 2000",3.008
"June 30, 2000",2.637
"March 31, 2000",2.177
"Dec. 31, 1999",1.617
"Sept. 30, 1999",-0.4229
"June 30, 1999",-1.029
"March 31, 1999",-1.395
"Dec. 31, 1998",-1.705
"Sept. 30, 1998",-0.373
"June 30, 1998",-0.2664
"March 31, 1998",-0.0366
"Dec. 31, 1997",0.0266
"Sept. 30, 1997",0.6817
"June 30, 1997",0.9481
"March 31, 1997",2.144
"Dec. 31, 1996",2.363
"Sept. 30, 1996",0.949
"June 30, 1996",0.2231
"March 31, 1996",-1.265
"Dec. 31, 1995",-1.412
"Sept. 30, 1995",-0.3993
"June 30, 1995",-0.0297
"March 31, 1995",0.0535
"Dec. 31, 1994",0.2633
"Sept. 30, 1994",-0.2531
"June 30, 1994",-0.3263
"March 31, 1994",-0.7892
"Dec. 31, 1993",-0.969
"Sept. 30, 1993",-0.4129
"June 30, 1993",-0.2964
"March 31, 1993",0.2464
"Dec. 31, 1992",0.03
"Sept. 30, 1992",-0.2531
"June 30, 1992",-0.3197
"March 31, 1992",-0.0599
"Dec. 31, 1991",0.3463
"Sept. 30, 1991",1.525
"June 30, 1991",2.707
"March 31, 1991",2.131
"Dec. 31, 1990",1.985
