date,revenues_ttm
"Dec. 31, 2019",6.495B
"Sept. 30, 2019",6.462B
"June 30, 2019",6.675B
"March 31, 2019",6.549B
"Dec. 31, 2018",6.323B
"Sept. 30, 2018",6.336B
"June 30, 2018",5.891B
"March 31, 2018",5.554B
"Dec. 31, 2017",5.466B
"Sept. 30, 2017",5.191B
"June 30, 2017",5.02B
"March 31, 2017",5.047B
"Dec. 31, 2016",4.762B
"Sept. 30, 2016",4.848B
"June 30, 2016",5.342B
"March 31, 2016",6.071B
"Dec. 31, 2015",6.636B
"Sept. 30, 2015",7.719B
"June 30, 2015",8.726B
"March 31, 2015",9.602B
"Dec. 31, 2014",10.74B
"Sept. 30, 2014",10.83B
"June 30, 2014",10.87B
"March 31, 2014",11.11B
"Dec. 31, 2013",14.54B
"Sept. 30, 2013",14.85B
"June 30, 2013",15.20B
"March 31, 2013",15.46B
"Dec. 31, 2012",12.24B
"Sept. 30, 2012",2.01B
"June 30, 2012",7.603B
"March 31, 2012",14.13B
"Dec. 31, 2011",21.45B
"Sept. 30, 2011",37.74B
"June 30, 2011",36.94B
"March 31, 2011",34.82B
"Dec. 31, 2010",33.86B
"Sept. 30, 2010",33.53B
"June 30, 2010",32.94B
"March 31, 2010",31.96B
"Dec. 31, 2009",29.61B
"Sept. 30, 2009",28.32B
"June 30, 2009",32.44B
"March 31, 2009",37.40B
"Dec. 31, 2008",41.13B
"Sept. 30, 2008",43.21B
"June 30, 2008",39.26B
"March 31, 2008",34.98B
"Dec. 31, 2007",31.65B
"Sept. 30, 2007",29.35B
"June 30, 2007",28.93B
"March 31, 2007",28.43B
"Dec. 31, 2006",28.27B
"Sept. 30, 2006",28.17B
"June 30, 2006",26.91B
"March 31, 2006",24.95B
"Dec. 31, 2005",22.75B
"Sept. 30, 2005",20.30B
"June 30, 2005",18.36B
"March 31, 2005",17.20B
"Dec. 31, 2004",16.81B
"Sept. 30, 2004",15.63B
"June 30, 2004",15.10B
"March 31, 2004",14.51B
"Dec. 31, 2003",14.24B
"Sept. 30, 2003",13.87B
"June 30, 2003",13.37B
"March 31, 2003",12.87B
"Dec. 31, 2002",11.53B
"Sept. 30, 2002",10.79B
"June 30, 2002",10.93B
"March 31, 2002",11.78B
"Dec. 31, 2001",13.05B
"Sept. 30, 2001",14.41B
"June 30, 2001",14.31B
"March 31, 2001",13.39B
"Dec. 31, 2000",11.99B
"Sept. 30, 2000",10.58B
"June 30, 2000",9.545B
"March 31, 2000",8.331B
"Dec. 31, 1999",7.039B
"Sept. 30, 1999",6.388B
"June 30, 1999",6.114B
"March 31, 1999",6.293B
"Dec. 31, 1998",6.580B
"Sept. 30, 1998",7.071B
"June 30, 1998",7.427B
"March 31, 1998",7.697B
"Dec. 31, 1997",8.268B
"Sept. 30, 1997",8.376B
"June 30, 1997",8.238B
"March 31, 1997",8.454B
"Dec. 31, 1996",8.272B
"Sept. 30, 1996",8.051B
"June 30, 1996",7.946B
"March 31, 1996",7.625B
"Dec. 31, 1995",7.302B
"Sept. 30, 1995",7.070B
"June 30, 1995",6.922B
"March 31, 1995",6.636B
"Dec. 31, 1994",6.602B
"Sept. 30, 1994",6.470B
"June 30, 1994",6.221B
"March 31, 1994",6.143B
"Dec. 31, 1993",5.852B
"Sept. 30, 1993",5.797B
"June 30, 1993",5.964B
"March 31, 1993",6.011B
"Dec. 31, 1992",5.875B
"Sept. 30, 1992",5.905B
"June 30, 1992",5.805B
"March 31, 1992",5.739B
"Dec. 31, 1991",6.267B
"Sept. 30, 1991",6.989B
"June 30, 1991",7.420B
"March 31, 1991",7.251B
"Dec. 31, 1990",6.948B
"Sept. 30, 1990",6.066B
"June 30, 1990",5.507B
"March 31, 1990",5.737B
"Dec. 31, 1989",5.541B
"Sept. 30, 1989",5.264B
"June 30, 1989",5.002B
"March 31, 1989",4.426B
"Dec. 31, 1988",4.206B
"Sept. 30, 1988",4.277B
"June 30, 1988",4.460B
"March 31, 1988",4.722B
"Dec. 31, 1987",4.706B
"Sept. 30, 1987",4.341B
"June 30, 1987",4.017B
"March 31, 1987",3.806B
"Dec. 31, 1986",4.015B
"Sept. 30, 1986",5.095B
"June 30, 1986",6.107B
"March 31, 1986",7.006B
"Dec. 31, 1985",7.653B
"Sept. 30, 1985",7.649B
"June 30, 1985",7.794B
"March 31, 1985",7.949B
"Dec. 31, 1984",8.277B
