date,long_term_debt
"Dec. 31, 2019",7.142B
"Sept. 30, 2019",6.526B
"June 30, 2019",6.511B
"March 31, 2019",6.55B
"Dec. 31, 2018",6.605B
"Sept. 30, 2018",6.609B
"June 30, 2018",6.352B
"March 31, 2018",6.372B
"Dec. 31, 2017",6.397B
"Sept. 30, 2017",6.592B
"June 30, 2017",6.612B
"March 31, 2017",6.669B
"Dec. 31, 2016",6.694B
"Sept. 30, 2016",6.671B
"June 30, 2016",6.45B
"March 31, 2016",6.498B
"Dec. 31, 2015",6.506B
"Sept. 30, 2015",6.474B
"June 30, 2015",5.888B
"March 31, 2015",5.911B
"Dec. 31, 2014",5.919B
"Sept. 30, 2014",5.929B
"June 30, 2014",5.953B
"March 31, 2014",5.434B
"Dec. 31, 2013",5.42B
"Sept. 30, 2013",5.418B
"June 30, 2013",5.446B
"March 31, 2013",5.472B
"Dec. 31, 2012",7.324B
"Sept. 30, 2012",7.22B
"June 30, 2012",7.546B
"March 31, 2012",6.94B
"Dec. 31, 2011",6.005B
"Sept. 30, 2011",5.548B
"June 30, 2011",5.506B
"March 31, 2011",5.517B
"Dec. 31, 2010",5.537B
"Sept. 30, 2010",5.541B
"June 30, 2010",4.293B
"March 31, 2010",4.303B
"Dec. 31, 2009",4.319B
"Sept. 30, 2009",4.243B
"June 30, 2009",4.178B
"March 31, 2009",4.193B
"Dec. 31, 2008",3.812B
"Sept. 30, 2008",3.893B
"June 30, 2008",3.877B
"March 31, 2008",3.896B
"Dec. 31, 2007",3.918B
"Sept. 30, 2007",3.939B
"June 30, 2007",3.961B
"March 31, 2007",4.111B
"Dec. 31, 2006",3.745B
"Sept. 30, 2006",3.746B
"June 30, 2006",3.679B
"March 31, 2006",3.668B
"Dec. 31, 2005",3.759B
"Sept. 30, 2005",3.709B
"June 30, 2005",3.761B
"March 31, 2005",3.776B
"Dec. 31, 2004",3.785B
"Sept. 30, 2004",3.786B
"June 30, 2004",3.785B
"March 31, 2004",3.855B
"Dec. 31, 2003",3.868B
"Sept. 30, 2003",4.301B
"June 30, 2003",4.627B
"March 31, 2003",4.834B
"Dec. 31, 2002",4.976B
"Sept. 30, 2002",5.065B
"June 30, 2002",5.285B
"March 31, 2002",5.456B
"Dec. 31, 2001",5.283B
"Sept. 30, 2001",5.162B
"June 30, 2001",1.998B
"March 31, 2001",1.764B
"Dec. 31, 2000",1.985B
"Sept. 30, 2000",1.94B
"June 30, 2000",2.039B
"March 31, 2000",2.008B
"Dec. 31, 1999",2.287B
"Sept. 30, 1999",2.336B
"June 30, 1999",2.647B
"March 31, 1999",2.609B
"Dec. 31, 1998",2.476B
"Sept. 30, 1998",2.488B
"June 30, 1998",2.132B
"March 31, 1998",1.935B
"Dec. 31, 1997",2.003B
"Sept. 30, 1997",1.780B
"June 30, 1997",1.533B
"March 31, 1997",1.505B
"Dec. 31, 1996",1.661B
"Sept. 30, 1996",1.692B
"June 30, 1996",1.524B
"March 31, 1996",2.640B
"Dec. 31, 1995",2.587B
"Sept. 30, 1995",2.793B
"June 30, 1995",2.874B
"March 31, 1995",3.009B
"Dec. 31, 1994",3.154B
"Sept. 30, 1994",3.228B
"June 30, 1994",3.172B
"March 31, 1994",3.277B
"Dec. 31, 1993",3.515B
"Sept. 30, 1993",3.654B
"June 30, 1993",3.532B
"March 31, 1993",3.184B
"Dec. 31, 1992",3.141B
"Sept. 30, 1992",3.039B
"June 30, 1992",2.77B
"March 31, 1992",3.068B
"Dec. 31, 1991",3.023B
"Sept. 30, 1991",2.834B
"June 30, 1991",2.327B
"March 31, 1991",2.089B
"Dec. 31, 1990",2.532B
"Sept. 30, 1990",2.392B
"June 30, 1990",2.376B
"March 31, 1990",2.265B
"Dec. 31, 1989",2.348B
"Dec. 31, 1988",1.314B
"Dec. 31, 1987",1.064B
"Dec. 31, 1986",1.348B
"Dec. 31, 1985",1.674B
"Dec. 31, 1984",1.852B
