date,gross_profit_margin
"Dec. 31, 2019",14.97%
"Sept. 30, 2019",15.51%
"June 30, 2019",21.57%
"March 31, 2019",22.96%
"Dec. 31, 2018",18.79%
"Sept. 30, 2018",27.89%
"June 30, 2018",20.21%
"March 31, 2018",18.13%
"Dec. 31, 2017",9.14%
"Sept. 30, 2017",-9.57%
"June 30, 2017",-16.79%
"March 31, 2017",-5.41%
"Dec. 31, 2016",-24.93%
"Sept. 30, 2016",-25.83%
"June 30, 2016",-27.21%
"March 31, 2016",-55.40%
"Dec. 31, 2015",-24.49%
"Sept. 30, 2015",-12.57%
"June 30, 2015",1.08%
"March 31, 2015",-15.47%
"Dec. 31, 2014",24.33%
"Sept. 30, 2014",31.25%
"June 30, 2014",35.35%
"March 31, 2014",38.38%
"Dec. 31, 2013",32.74%
"Sept. 30, 2013",40.62%
"June 30, 2013",46.50%
"March 31, 2013",26.99%
"Dec. 31, 2012",39.32%
"Sept. 30, 2012",41.44%
"June 30, 2012",47.20%
"March 31, 2012",44.58%
"Dec. 31, 2011",10.08%
"Sept. 30, 2011",21.64%
"June 30, 2011",24.49%
"March 31, 2011",25.88%
"Dec. 31, 2010",-0.70%
"Sept. 30, 2010",26.18%
"June 30, 2010",25.56%
"March 31, 2010",24.21%
"Dec. 31, 2009",25.13%
"Sept. 30, 2009",23.95%
"June 30, 2009",23.73%
"March 31, 2009",19.15%
"Dec. 31, 2008",21.25%
"Sept. 30, 2008",23.95%
"June 30, 2008",24.59%
"March 31, 2008",23.65%
"Dec. 31, 2007",23.86%
"Sept. 30, 2007",20.92%
"June 30, 2007",23.27%
"March 31, 2007",19.62%
"Dec. 31, 2006",31.31%
"Sept. 30, 2006",22.17%
"June 30, 2006",22.53%
"March 31, 2006",21.29%
"Dec. 31, 2005",19.93%
"Sept. 30, 2005",18.88%
"June 30, 2005",22.16%
"March 31, 2005",22.27%
"Dec. 31, 2004",22.83%
"Sept. 30, 2004",23.13%
"June 30, 2004",25.98%
"March 31, 2004",21.07%
"Dec. 31, 2003",32.13%
"Sept. 30, 2003",24.03%
"June 30, 2003",23.19%
"March 31, 2003",20.43%
"Dec. 31, 2002",36.80%
"Sept. 30, 2002",28.88%
"June 30, 2002",32.08%
"March 31, 2002",25.90%
"Dec. 31, 2001",37.69%
"Sept. 30, 2001",25.94%
"June 30, 2001",28.86%
"March 31, 2001",23.72%
"Dec. 31, 2000",37.77%
"Sept. 30, 2000",28.27%
"June 30, 2000",24.85%
"March 31, 2000",24.87%
"Dec. 31, 1999",50.68%
"Sept. 30, 1999",29.07%
"June 30, 1999",23.36%
"March 31, 1999",19.79%
"Dec. 31, 1998",12.20%
"Sept. 30, 1998",24.78%
"June 30, 1998",18.69%
"March 31, 1998",15.91%
"Dec. 31, 1997",8.04%
"Sept. 30, 1997",20.98%
"June 30, 1997",22.66%
"March 31, 1997",19.85%
"Dec. 31, 1996",26.27%
"Sept. 30, 1996",22.76%
"June 30, 1996",20.80%
"March 31, 1996",22.94%
"Dec. 31, 1995",41.67%
"Sept. 30, 1995",21.84%
"June 30, 1995",24.15%
"March 31, 1995",24.50%
"Dec. 31, 1994",26.88%
"Sept. 30, 1994",27.25%
"June 30, 1994",28.87%
"March 31, 1994",32.56%
"Dec. 31, 1993",22.87%
"Sept. 30, 1993",29.45%
"June 30, 1993",17.68%
"March 31, 1993",25.55%
"Dec. 31, 1992",24.97%
"Sept. 30, 1992",30.88%
"June 30, 1992",29.96%
"March 31, 1992",26.85%
"Dec. 31, 1991",25.37%
"Sept. 30, 1991",29.37%
"June 30, 1991",27.57%
"March 31, 1991",22.59%
"Dec. 31, 1990",27.10%
"Sept. 30, 1990",41.11%
"June 30, 1990",20.88%
"March 31, 1990",25.16%
