date,ca_score
"Dec. 31, 2019",-0.5715
"Sept. 30, 2019",-0.4997
"June 30, 2019",-0.4087
"March 31, 2019",-0.3923
"Dec. 31, 2018",-0.3871
"Sept. 30, 2018",-0.856
"June 30, 2018",-1.311
"March 31, 2018",-1.324
"Dec. 31, 2017",-1.318
"Sept. 30, 2017",-1.037
"June 30, 2017",-0.6307
"March 31, 2017",-0.5634
"Dec. 31, 2016",-0.5732
"Sept. 30, 2016",-0.5655
"June 30, 2016",-0.5285
"March 31, 2016",-0.5076
"Dec. 31, 2015",-0.4922
"Sept. 30, 2015",-0.1491
"June 30, 2015",-0.0001
"March 31, 2015",0.1993
"Dec. 31, 2014",0.3285
"Sept. 30, 2014",0.3261
"June 30, 2014",0.3229
"March 31, 2014",0.3701
"Dec. 31, 2013",0.4141
"Sept. 30, 2013",0.3488
"June 30, 2013",0.3215
"March 31, 2013",0.1263
"Dec. 31, 2012",-0.0256
"Sept. 30, 2012",-0.1905
"June 30, 2012",-0.1978
"March 31, 2012",-0.1365
"Dec. 31, 2011",0.0312
"Sept. 30, 2011",0.3242
"June 30, 2011",0.4776
"March 31, 2011",0.4157
"Dec. 31, 2010",0.3391
"Sept. 30, 2010",0.4133
"June 30, 2010",0.2793
"March 31, 2010",0.1415
"Dec. 31, 2009",-0.0556
"Sept. 30, 2009",-0.2265
"June 30, 2009",-0.1223
"March 31, 2009",0.1628
"Dec. 31, 2008",0.4114
"Sept. 30, 2008",0.6261
"June 30, 2008",0.4926
"March 31, 2008",0.3969
"Dec. 31, 2007",0.276
"Sept. 30, 2007",0.3489
"June 30, 2007",0.3338
"March 31, 2007",0.3535
"Dec. 31, 2006",0.3209
"Sept. 30, 2006",0.1425
"June 30, 2006",0.061
"March 31, 2006",-0.1011
"Dec. 31, 2005",-0.2056
"Sept. 30, 2005",-0.2968
"June 30, 2005",-0.2785
"March 31, 2005",-0.1995
"Dec. 31, 2004",-0.1006
"Sept. 30, 2004",-0.1598
"June 30, 2004",-0.1648
"March 31, 2004",-0.3366
"Dec. 31, 2003",-0.4462
"Sept. 30, 2003",-0.7876
"June 30, 2003",-0.7977
"March 31, 2003",-0.7827
"Dec. 31, 2002",-0.8498
"Sept. 30, 2002",-0.6483
"June 30, 2002",-0.5792
"March 31, 2002",-0.379
"Dec. 31, 2001",-0.1324
"Sept. 30, 2001",0.377
"June 30, 2001",0.7148
"March 31, 2001",0.6197
"Dec. 31, 2000",0.5021
"Sept. 30, 2000",0.4465
"June 30, 2000",0.2493
"March 31, 2000",0.0235
"Dec. 31, 1999",-0.2991
"Sept. 30, 1999",-0.8033
"June 30, 1999",-0.8829
"March 31, 1999",-0.8348
"Dec. 31, 1998",-0.7885
"Sept. 30, 1998",-0.6086
"June 30, 1998",-0.4686
"March 31, 1998",-0.3342
"Dec. 31, 1997",-0.1949
"Sept. 30, 1997",-0.0117
"June 30, 1997",0.0201
"March 31, 1997",-0.0774
"Dec. 31, 1996",-0.178
"Sept. 30, 1996",-0.3219
"June 30, 1996",-0.4521
"March 31, 1996",-0.5494
"Dec. 31, 1995",-0.5834
"Sept. 30, 1995",-0.5754
"June 30, 1995",-0.5377
"March 31, 1995",-0.5618
"Dec. 31, 1994",-0.5442
"Sept. 30, 1994",-0.6743
"June 30, 1994",-0.6969
"March 31, 1994",-0.7549
"Dec. 31, 1993",-0.8249
"Sept. 30, 1993",-0.7205
"June 30, 1993",-0.645
"March 31, 1993",-0.5723
"Dec. 31, 1992",-0.6465
"Sept. 30, 1992",-0.6898
"June 30, 1992",-0.7024
"March 31, 1992",-0.7232
"Dec. 31, 1991",-0.684
"Sept. 30, 1991",-0.4983
"June 30, 1991",-0.2218
"March 31, 1991",-0.2556
"Dec. 31, 1990",-0.2578
"Sept. 30, 1990",-2.632
"June 30, 1990",-2.190
