date,liabilities
"Dec. 31, 2019",12.08B
"Sept. 30, 2019",11.45B
"June 30, 2019",11.16B
"March 31, 2019",11.16B
"Dec. 31, 2018",10.54B
"Sept. 30, 2018",10.42B
"June 30, 2018",10.13B
"March 31, 2018",10.14B
"Dec. 31, 2017",10.76B
"Sept. 30, 2017",12.17B
"June 30, 2017",12.72B
"March 31, 2017",12.87B
"Dec. 31, 2016",13.03B
"Sept. 30, 2016",13.54B
"June 30, 2016",13.06B
"March 31, 2016",13.17B
"Dec. 31, 2015",13.76B
"Sept. 30, 2015",14.09B
"June 30, 2015",14.46B
"March 31, 2015",14.43B
"Dec. 31, 2014",16.09B
"Sept. 30, 2014",16.61B
"June 30, 2014",16.72B
"March 31, 2014",17.18B
"Dec. 31, 2013",17.97B
"Sept. 30, 2013",18.05B
"June 30, 2013",17.46B
"March 31, 2013",19.85B
"Dec. 31, 2012",22.24B
"Sept. 30, 2012",21.56B
"June 30, 2012",20.66B
"March 31, 2012",21.49B
"Dec. 31, 2011",20.54B
"Sept. 30, 2011",18.42B
"June 30, 2011",18.09B
"March 31, 2011",18.52B
"Dec. 31, 2010",18.59B
"Sept. 30, 2010",17.66B
"June 30, 2010",14.97B
"March 31, 2010",15.92B
"Dec. 31, 2009",15.94B
"Sept. 30, 2009",15.43B
"June 30, 2009",16.54B
"March 31, 2009",16.30B
"Dec. 31, 2008",16.20B
"Sept. 30, 2008",17.35B
"June 30, 2008",19.64B
"March 31, 2008",16.26B
"Dec. 31, 2007",16.36B
"Sept. 30, 2007",14.43B
"June 30, 2007",14.15B
"March 31, 2007",14.11B
"Dec. 31, 2006",14.30B
"Sept. 30, 2006",13.90B
"June 30, 2006",14.09B
"March 31, 2006",13.13B
"Dec. 31, 2005",12.83B
"Sept. 30, 2005",13.33B
"June 30, 2005",12.19B
"March 31, 2005",11.89B
"Dec. 31, 2004",10.72B
"Sept. 30, 2004",10.47B
"June 30, 2004",8.979B
"March 31, 2004",8.627B
"Dec. 31, 2003",8.643B
"Sept. 30, 2003",8.497B
"June 30, 2003",9.027B
"March 31, 2003",9.577B
"Dec. 31, 2002",9.013B
"Sept. 30, 2002",8.944B
"June 30, 2002",8.913B
"March 31, 2002",9.36B
"Dec. 31, 2001",10.46B
"Sept. 30, 2001",10.47B
"June 30, 2001",6.243B
"March 31, 2001",5.96B
"Dec. 31, 2000",6.391B
"Sept. 30, 2000",5.526B
"June 30, 2000",5.472B
"March 31, 2000",4.784B
"Dec. 31, 1999",4.690B
"Sept. 30, 1999",5.012B
"June 30, 1999",5.437B
"March 31, 1999",5.281B
"Dec. 31, 1998",5.24B
"Sept. 30, 1998",5.539B
"June 30, 1998",4.646B
"March 31, 1998",4.477B
"Dec. 31, 1997",4.719B
"Sept. 30, 1997",4.348B
"June 30, 1997",4.042B
"March 31, 1997",4.060B
"Dec. 31, 1996",4.401B
"Sept. 30, 1996",4.102B
"June 30, 1996",3.925B
"March 31, 1996",5.031B
"Dec. 31, 1995",5.096B
"Sept. 30, 1995",5.285B
"June 30, 1995",5.06B
"March 31, 1995",5.050B
"Dec. 31, 1994",5.238B
"Sept. 30, 1994",5.309B
"June 30, 1994",5.358B
"March 31, 1994",5.293B
"Dec. 31, 1993",5.613B
"Sept. 30, 1993",5.689B
"June 30, 1993",5.386B
"March 31, 1993",5.180B
"Dec. 31, 1992",5.334B
"Sept. 30, 1992",5.386B
"June 30, 1992",5.176B
"March 31, 1992",5.237B
"Dec. 31, 1991",5.709B
"Sept. 30, 1991",5.241B
"June 30, 1991",4.727B
"March 31, 1991",4.726B
"Dec. 31, 1990",5.951B
"Sept. 30, 1990",5.027B
"June 30, 1990",3.963B
"March 31, 1990",3.981B
"Dec. 31, 1989",4.307B
"Dec. 31, 1988",3.157B
"Dec. 31, 1987",3.146B
"Dec. 31, 1986",2.864B
"Dec. 31, 1985",3.959B
"Dec. 31, 1984",3.780B
