date,sales_est_0q
"March 18, 2020",1.585B
"March 17, 2020",1.559B
"March 16, 2020",1.597B
"March 14, 2020",1.624B
"March 10, 2020",1.625B
"March 9, 2020",1.628B
"Feb. 24, 2020",1.657B
"Feb. 3, 2020",1.659B
"Jan. 31, 2020",1.668B
"Jan. 29, 2020",1.694B
"Jan. 28, 2020",1.700B
"Jan. 27, 2020",1.707B
"Jan. 24, 2020",1.709B
"Jan. 21, 2020",1.671B
"Jan. 14, 2020",1.667B
"Jan. 13, 2020",1.648B
"Dec. 31, 2019",1.533B
"Nov. 18, 2019",1.531B
"Nov. 15, 2019",1.538B
"Nov. 9, 2019",1.537B
"Nov. 4, 2019",1.544B
"Nov. 1, 2019",1.554B
"Oct. 31, 2019",1.552B
"Oct. 30, 2019",1.565B
"Oct. 27, 2019",1.558B
"Oct. 21, 2019",1.558B
"Oct. 17, 2019",1.558B
"Oct. 16, 2019",1.603B
"Oct. 11, 2019",1.613B
"Oct. 10, 2019",1.612B
"Oct. 7, 2019",1.619B
"Sept. 30, 2019",1.518B
"Sept. 6, 2019",1.551B
"Aug. 16, 2019",1.554B
"Aug. 15, 2019",1.560B
"Aug. 9, 2019",1.560B
"Aug. 6, 2019",1.572B
"Aug. 5, 2019",1.601B
"Aug. 2, 2019",1.634B
"Aug. 1, 2019",1.685B
"July 31, 2019",1.760B
"July 29, 2019",1.570B
"July 23, 2019",1.586B
"July 22, 2019",1.586B
"July 17, 2019",1.609B
"July 11, 2019",1.615B
"July 10, 2019",1.616B
"July 8, 2019",1.616B
"July 3, 2019",1.621B
"June 30, 2019",1.519B
"June 27, 2019",1.584B
"June 20, 2019",1.584B
"June 14, 2019",1.587B
"May 28, 2019",1.587B
"May 16, 2019",1.587B
"May 15, 2019",1.590B
"May 13, 2019",1.594B
"May 6, 2019",1.594B
"April 30, 2019",1.594B
"April 29, 2019",1.540B
"April 26, 2019",1.566B
"April 25, 2019",1.568B
"April 24, 2019",1.560B
"April 18, 2019",1.551B
"April 16, 2019",1.529B
"April 15, 2019",1.517B
"April 11, 2019",1.516B
"March 31, 2019",1.442B
"March 22, 2019",1.455B
"March 19, 2019",1.433B
"March 18, 2019",1.426B
"March 5, 2019",1.423B
"March 4, 2019",1.443B
"March 2, 2019",1.443B
"Feb. 7, 2019",1.453B
"Feb. 4, 2019",1.460B
"Jan. 31, 2019",1.475B
"Jan. 30, 2019",1.466B
"Jan. 29, 2019",1.460B
"Jan. 28, 2019",1.481B
"Jan. 23, 2019",1.468B
"Jan. 16, 2019",1.461B
"Jan. 12, 2019",1.480B
"Jan. 9, 2019",1.472B
"Jan. 7, 2019",1.487B
"Dec. 31, 2018",1.487B
"Dec. 21, 2018",1.549B
"Dec. 17, 2018",1.586B
"Dec. 15, 2018",1.584B
"Dec. 13, 2018",1.584B
"Dec. 7, 2018",1.580B
"Dec. 5, 2018",1.585B
"Dec. 4, 2018",1.599B
"Nov. 19, 2018",1.578B
"Nov. 16, 2018",1.610B
"Nov. 15, 2018",1.680B
"Nov. 13, 2018",1.680B
"Nov. 8, 2018",1.676B
"Nov. 5, 2018",1.664B
"Nov. 1, 2018",1.766B
"Oct. 31, 2018",1.766B
"Oct. 23, 2018",1.667B
"Oct. 15, 2018",1.648B
"Oct. 11, 2018",1.645B
"Oct. 9, 2018",1.626B
"Oct. 8, 2018",1.612B
"Sept. 30, 2018",1.538B
"Sept. 27, 2018",1.532B
"Aug. 22, 2018",1.538B
"Aug. 13, 2018",1.519B
"Aug. 10, 2018",1.518B
"Aug. 3, 2018",1.537B
"July 30, 2018",1.564B
"July 27, 2018",1.546B
"July 25, 2018",1.600B
"July 24, 2018",1.443B
"July 20, 2018",1.461B
"July 19, 2018",1.474B
"July 17, 2018",1.430B
"July 16, 2018",1.445B
"July 11, 2018",1.444B
"July 9, 2018",1.455B
"July 7, 2018",1.454B
"July 5, 2018",1.452B
"June 30, 2018",1.350B
"June 29, 2018",1.319B
"June 28, 2018",1.316B
"June 8, 2018",1.302B
"May 25, 2018",1.351B
"May 19, 2018",1.357B
"May 17, 2018",1.343B
"May 1, 2018",1.323B
"April 30, 2018",1.352B
"April 26, 2018",1.367B
"April 25, 2018",1.354B
"April 24, 2018",1.396B
"April 19, 2018",1.340B
"April 18, 2018",1.327B
"April 17, 2018",1.336B
"April 11, 2018",1.336B
"April 9, 2018",1.356B
"March 31, 2018",1.292B
"March 16, 2018",1.218B
"March 14, 2018",1.185B
"March 12, 2018",1.185B
"March 9, 2018",1.164B
"March 8, 2018",1.164B
"March 7, 2018",1.180B
"Feb. 26, 2018",1.208B
"Feb. 21, 2018",1.185B
"Feb. 12, 2018",1.165B
"Feb. 8, 2018",1.180B
"Feb. 6, 2018",1.153B
"Feb. 5, 2018",1.157B
"Feb. 1, 2018",1.169B
"Jan. 30, 2018",1.169B
"Jan. 23, 2018",1.239B
"Jan. 18, 2018",1.228B
"Jan. 16, 2018",1.275B
"Jan. 11, 2018",1.331B
