date,eps_est_0y
"March 16, 2020",5.609
"March 12, 2020",5.609
"March 2, 2020",5.609
"Feb. 26, 2020",5.609
"Feb. 23, 2020",5.607
"Feb. 21, 2020",5.609
"Feb. 19, 2020",5.610
"Feb. 6, 2020",5.643
"Jan. 25, 2020",5.644
"Jan. 22, 2020",5.644
"Jan. 17, 2020",5.644
"Jan. 16, 2020",5.635
"Jan. 15, 2020",5.606
"Jan. 7, 2020",5.600
"Dec. 31, 2019",5.358
"Dec. 23, 2019",5.335
"Dec. 3, 2019",5.333
"Nov. 26, 2019",5.331
"Nov. 6, 2019",5.322
"Nov. 3, 2019",5.320
"Nov. 1, 2019",5.312
"Oct. 31, 2019",5.310
"Oct. 30, 2019",5.307
"Oct. 21, 2019",5.315
"Oct. 1, 2019",5.309
"Sept. 26, 2019",5.322
"Sept. 18, 2019",5.279
"Sept. 13, 2019",5.321
"Sept. 9, 2019",5.32
"Sept. 6, 2019",5.321
"Aug. 30, 2019",5.321
"Aug. 27, 2019",5.319
"Aug. 19, 2019",5.276
"Aug. 3, 2019",5.278
"Aug. 1, 2019",5.277
"July 31, 2019",5.276
"July 27, 2019",5.278
"July 18, 2019",5.286
"July 12, 2019",5.292
"May 30, 2019",5.293
"May 2, 2019",5.303
"May 1, 2019",5.304
"April 24, 2019",5.305
"April 22, 2019",5.356
"April 18, 2019",5.402
"April 15, 2019",5.426
"April 11, 2019",5.417
"April 8, 2019",5.423
"March 27, 2019",5.473
"March 22, 2019",5.508
"March 14, 2019",5.522
"March 13, 2019",5.572
"March 11, 2019",5.567
"March 7, 2019",5.648
"Feb. 25, 2019",5.675
"Feb. 21, 2019",5.719
"Feb. 20, 2019",5.550
"Feb. 17, 2019",5.704
"Feb. 13, 2019",5.775
"Feb. 12, 2019",5.775
"Feb. 7, 2019",5.775
"Jan. 30, 2019",5.888
"Jan. 29, 2019",5.928
"Jan. 23, 2019",5.928
"Jan. 22, 2019",5.872
"Jan. 18, 2019",5.874
"Jan. 14, 2019",5.875
"Jan. 11, 2019",5.818
"Jan. 10, 2019",5.838
"Jan. 7, 2019",5.831
"Jan. 4, 2019",5.831
"Dec. 31, 2018",7.032
"Dec. 14, 2018",7.032
"Dec. 4, 2018",7.033
"Nov. 6, 2018",7.011
"Nov. 5, 2018",7.012
"Nov. 1, 2018",7.022
"Oct. 31, 2018",7.014
"Oct. 19, 2018",6.546
"Oct. 18, 2018",6.533
"Oct. 17, 2018",6.521
"Oct. 15, 2018",6.519
"Oct. 11, 2018",6.519
"Oct. 9, 2018",6.454
"Oct. 1, 2018",6.454
"Sept. 21, 2018",6.432
"Sept. 17, 2018",6.397
"Sept. 11, 2018",6.397
"Sept. 4, 2018",6.396
"Aug. 29, 2018",6.396
"Aug. 28, 2018",6.396
"Aug. 7, 2018",6.388
"Aug. 6, 2018",6.352
"Aug. 2, 2018",6.338
"Aug. 1, 2018",6.276
"July 24, 2018",6.114
"July 23, 2018",6.087
"July 19, 2018",6.085
"July 11, 2018",6.134
"June 30, 2018",6.059
"June 26, 2018",5.963
"June 25, 2018",6.064
"June 23, 2018",6.062
"June 22, 2018",6.165
"June 21, 2018",6.155
"June 18, 2018",6.161
"June 13, 2018",6.160
"June 11, 2018",6.168
"June 7, 2018",6.144
"June 6, 2018",6.142
"May 18, 2018",6.166
"May 1, 2018",6.101
"April 30, 2018",6.002
"April 28, 2018",6.027
"April 26, 2018",5.949
"April 25, 2018",5.971
"April 21, 2018",5.984
"April 19, 2018",5.915
"April 17, 2018",5.852
"April 13, 2018",5.764
"April 10, 2018",5.718
"April 9, 2018",5.718
"March 14, 2018",5.629
"March 12, 2018",5.534
"March 9, 2018",5.431
"March 8, 2018",5.380
"March 3, 2018",5.384
"March 2, 2018",5.558
"March 1, 2018",5.690
"Feb. 28, 2018",5.690
"Feb. 27, 2018",5.580
"Feb. 26, 2018",5.528
"Feb. 24, 2018",5.493
"Feb. 23, 2018",5.77
"Feb. 15, 2018",5.073
"Feb. 8, 2018",5.072
"Feb. 2, 2018",5.067
"Feb. 1, 2018",5.102
"Jan. 24, 2018",5.114
"Jan. 19, 2018",5.114
"Jan. 18, 2018",5.111
"Jan. 17, 2018",5.111
"Jan. 11, 2018",5.061
"Jan. 10, 2018",5.061
"Jan. 8, 2018",5.072
"Jan. 2, 2018",5.064
