Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
02/12/2020,02/13/2020,03/02/2020,01/31/2020,Normal,0.93
11/06/2019,11/07/2019,12/02/2019,10/25/2019,Normal,0.93
08/07/2019,08/08/2019,09/03/2019,07/26/2019,Normal,0.91
05/08/2019,05/09/2019,06/03/2019,04/03/2019,Normal,0.91
02/13/2019,02/14/2019,03/01/2019,02/04/2019,Normal,0.91
11/07/2018,11/08/2018,12/03/2018,10/26/2018,Normal,0.91
08/08/2018,08/09/2018,09/04/2018,07/27/2018,Normal,0.89
05/09/2018,05/10/2018,06/01/2018,04/12/2018,Normal,0.89
02/07/2018,02/08/2018,03/01/2018,01/29/2018,Normal,0.89
11/08/2017,11/09/2017,12/01/2017,10/28/2017,Normal,0.89
08/08/2017,08/10/2017,09/01/2017,07/28/2017,Normal,0.87
05/09/2017,05/11/2017,06/01/2017,04/05/2017,Normal,0.87
02/07/2017,02/09/2017,03/01/2017,01/27/2017,Normal,0.87
11/08/2016,11/10/2016,12/01/2016,10/28/2016,Normal,0.87
08/09/2016,08/11/2016,09/01/2016,07/29/2016,Normal,0.85
05/10/2016,05/12/2016,06/01/2016,04/06/2016,Normal,0.85
02/09/2016,02/11/2016,03/01/2016,01/29/2016,Normal,0.85
11/09/2015,11/12/2015,12/01/2015,10/30/2015,Normal,0.85
08/11/2015,08/13/2015,09/01/2015,07/31/2015,Normal,0.83
05/12/2015,05/14/2015,06/01/2015,04/01/2015,Normal,0.83
02/10/2015,02/12/2015,03/02/2015,01/30/2015,Normal,0.83
11/10/2014,11/13/2014,12/01/2014,10/31/2014,Normal,0.83
08/12/2014,08/14/2014,09/02/2014,07/25/2014,Normal,0.83
05/13/2014,05/15/2014,06/02/2014,04/17/2014,Normal,0.83
02/11/2014,02/13/2014,03/03/2014,01/31/2014,Normal,0.83
11/05/2013,11/07/2013,12/02/2013,10/25/2013,Normal,0.83
08/06/2013,08/08/2013,09/03/2013,07/26/2013,Normal,0.83
05/07/2013,05/09/2013,06/03/2013,04/17/2013,Normal,0.83
02/12/2013,02/14/2013,03/01/2013,02/01/2013,Normal,0.83
11/06/2012,11/08/2012,12/03/2012,10/26/2012,Normal,0.83
08/07/2012,08/09/2012,09/04/2012,07/28/2012,Normal,0.83
05/08/2012,05/10/2012,06/01/2012,04/05/2012,Normal,0.83
02/07/2012,02/09/2012,03/01/2012,01/30/2012,Normal,0.83
11/08/2011,11/10/2011,12/01/2011,10/29/2011,Normal,0.83
08/09/2011,08/11/2011,09/01/2011,07/30/2011,Normal,0.83
05/10/2011,05/12/2011,06/01/2011,04/07/2011,Normal,0.83
02/08/2011,02/10/2011,03/01/2011,01/31/2011,Normal,0.83
11/09/2010,11/12/2010,12/01/2010,10/30/2010,Normal,0.83
08/10/2010,08/12/2010,09/01/2010,07/31/2010,Normal,0.83
05/10/2010,05/12/2010,06/01/2010,04/06/2010,Normal,0.83
02/09/2010,02/11/2010,03/01/2010,02/01/2010,Normal,0.75
11/09/2009,11/12/2009,12/01/2009,11/02/2009,Normal,0.75
08/10/2009,08/12/2009,09/01/2009,08/03/2009,Normal,0.75
05/11/2009,05/13/2009,06/01/2009,04/08/2009,Normal,0.75
02/09/2009,02/11/2009,03/02/2009,02/02/2009,Normal,0.75
11/07/2008,11/12/2008,12/01/2008,11/03/2008,Normal,0.75
08/06/2008,08/08/2008,09/02/2008,07/28/2008,Normal,0.75
05/07/2008,05/09/2008,06/02/2008,04/08/2008,Normal,0.75
02/06/2008,02/08/2008,03/03/2008,01/25/2008,Normal,0.75
11/07/2007,11/09/2007,12/01/2007,10/26/2007,Normal,0.75
08/08/2007,08/10/2007,09/01/2007,07/30/2007,Normal,0.75
05/08/2007,05/10/2007,06/01/2007,04/04/2007,Normal,0.54
02/07/2007,02/09/2007,03/01/2007,01/26/2007,Normal,0.54
11/08/2006,11/10/2006,12/01/2006,10/27/2006,Normal,0.54
08/11/2006,08/15/2006,09/01/2006,08/04/2006,Normal,0.54
05/09/2006,05/11/2006,06/01/2006,04/11/2006,Normal,0.54
02/08/2006,02/10/2006,03/01/2006,01/27/2006,Normal,0.54
11/08/2005,11/10/2005,12/01/2005,10/28/2005,Normal,0.54
08/10/2005,08/12/2005,09/01/2005,07/29/2005,Normal,0.54
05/10/2005,05/12/2005,06/01/2005,04/20/2005,Normal,0.54
02/09/2005,02/11/2005,03/01/2005,01/28/2005,Normal,0.54
11/15/2004,11/17/2004,12/01/2004,10/21/2004,Normal,0.54
08/10/2004,08/12/2004,09/01/2004,08/02/2004,Normal,0.45
05/10/2004,05/12/2004,06/01/2004,04/07/2004,Normal,0.45
02/09/2004,02/11/2004,03/01/2004,01/20/2004,Normal,0.45
11/07/2003,11/12/2003,12/01/2003,10/31/2003,Normal,0.45
08/08/2003,08/12/2003,09/01/2003,07/28/2003,Normal,0.45
05/09/2003,05/13/2003,06/01/2003,04/16/2003,Normal,0.35
02/07/2003,02/11/2003,03/01/2003,01/31/2003,Normal,0.35
11/07/2002,11/12/2002,12/01/2002,10/25/2002,Normal,0.35
08/09/2002,08/13/2002,09/01/2002,07/26/2002,Normal,0.33
05/10/2002,05/14/2002,06/01/2002,04/10/2002,Normal,0.33
02/07/2002,02/11/2002,03/01/2002,01/18/2002,Normal,0.33
11/08/2001,11/13/2001,12/01/2001,10/26/2001,Normal,0.33
08/10/2001,08/14/2001,09/01/2001,07/27/2001,Normal,0.315
05/11/2001,05/15/2001,06/01/2001,04/04/2001,Normal,0.315
02/09/2001,02/13/2001,03/01/2001,01/26/2001,Normal,0.315
11/08/2000,11/10/2000,12/01/2000,10/27/2000,Normal,0.315
08/10/2000,08/14/2000,09/01/2000,07/28/2000,Normal,0.30
05/12/2000,05/16/2000,06/01/2000,04/05/2000,Normal,0.30
02/11/2000,02/15/2000,03/01/2000,01/28/2000,Normal,0.30
11/08/1999,11/10/1999,12/01/1999,10/29/1999,Normal,0.30
08/09/1999,08/11/1999,09/01/1999,07/30/1999,Normal,0.30
05/10/1999,05/12/1999,06/01/1999,04/14/1999,Normal,0.30
02/08/1999,02/10/1999,03/01/1999,01/29/1999,Normal,0.30
11/09/1998,11/12/1998,12/01/1998,10/20/1998,Normal,0.30
08/10/1998,08/12/1998,09/01/1998,08/03/1998,Normal,0.30
05/11/1998,05/13/1998,06/01/1998,03/25/1998,Normal,0.45
02/09/1998,02/11/1998,03/01/1998,01/23/1998,Normal,0.45
11/07/1997,11/12/1997,12/01/1997,09/26/1997,Normal,0.45
08/11/1997,08/13/1997,09/01/1997,07/25/1997,Normal,0.45
05/12/1997,05/14/1997,06/01/1997,04/09/1997,Normal,0.45
02/10/1997,02/12/1997,03/01/1997,01/31/1997,Normal,0.45
11/04/1996,11/06/1996,12/01/1996,10/15/1996,Normal,0.45
08/05/1996,08/07/1996,09/01/1996,07/26/1996,Normal,0.45
05/08/1996,05/10/1996,06/01/1996,03/25/1996,Normal,0.45
02/07/1996,02/09/1996,03/01/1996,01/26/1996,Normal,0.45
11/08/1995,11/10/1995,12/01/1995,10/27/1995,Normal,0.45
08/09/1995,08/11/1995,09/01/1995,07/20/1995,Normal,0.45
05/08/1995,05/12/1995,06/01/1995,03/25/1995,Normal,0.45
02/06/1995,02/10/1995,03/01/1995,01/27/1995,Normal,0.45
11/04/1994,11/10/1994,12/01/1994,10/28/1994,Normal,0.45
08/08/1994,08/12/1994,09/01/1994,07/29/1994,Normal,0.45
05/02/1994,05/06/1994,06/01/1994,03/25/1994,Normal,0.45
02/04/1994,02/10/1994,03/01/1994,01/28/1994,Normal,0.45
11/03/1993,11/09/1993,12/01/1993,10/29/1993,Normal,0.45
08/09/1993,08/13/1993,09/01/1993,07/30/1993,Normal,0.40
05/03/1993,05/07/1993,06/01/1993,03/12/1993,Normal,0.40
02/05/1993,02/11/1993,03/01/1993,01/29/1993,Normal,0.40
11/02/1992,11/06/1992,12/01/1992,10/22/1992,Normal,0.40
08/10/1992,08/14/1992,09/01/1992,07/31/1992,Normal,0.35
05/04/1992,05/08/1992,06/01/1992,03/25/1992,Normal,0.35
02/10/1992,02/14/1992,03/02/1992,01/31/1992,Normal,0.35
11/04/1991,11/08/1991,12/02/1991,10/25/1991,Normal,0.35
08/05/1991,08/09/1991,09/03/1991,07/26/1991,Normal,0.30
05/06/1991,05/10/1991,06/03/1991,03/22/1991,Normal,0.30
02/04/1991,02/08/1991,03/01/1991,01/25/1991,Normal,0.30
11/09/1990,11/16/1990,12/03/1990,10/31/1990,Normal,0.30
08/06/1990,08/10/1990,09/03/1990,07/27/1990,Normal,0.25
05/07/1990,05/11/1990,06/01/1990,03/20/1990,Normal,0.25
02/05/1990,02/09/1990,03/01/1990,01/31/1990,Normal,0.25
11/06/1989,11/10/1989,12/01/1989,10/27/1989,Normal,0.25
08/07/1989,08/11/1989,09/01/1989,07/28/1989,Normal,0.25
05/08/1989,05/12/1989,06/01/1989,04/28/1989,Normal,0.20
02/06/1989,02/10/1989,03/01/1989,01/27/1989,Normal,0.20
11/03/1988,11/09/1988,12/01/1988,09/30/1988,Normal,0.20
06/04/1985,06/10/1985,07/01/1985,05/17/1985,Normal,0.445
03/05/1985,03/11/1985,04/01/1985,03/01/1985,Normal,0.445
12/05/1984,12/11/1984,01/02/1985,12/03/1984,Normal,0.445
09/10/1984,09/14/1984,10/01/1984,09/05/1984,Normal,0.435
06/12/1984,06/18/1984,07/02/1984,05/22/1984,Normal,0.435
03/07/1984,03/13/1984,04/02/1984,02/28/1984,Normal,0.435
12/12/1983,12/16/1983,01/03/1984,11/21/1983,Normal,0.435
09/06/1983,09/12/1983,10/03/1983,08/29/1983,Normal,0.425
06/06/1983,06/10/1983,07/01/1983,05/23/1983,Normal,0.425
