Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
03/08/1983,03/14/1983,04/01/1983,02/28/1983,Normal,0.425
12/13/1982,12/17/1982,01/03/1983,12/06/1982,Normal,0.425
09/07/1982,09/13/1982,10/01/1982,08/30/1982,Normal,0.415
06/07/1982,06/11/1982,07/01/1982,05/24/1982,Normal,0.415
03/09/1982,03/15/1982,04/01/1982,03/02/1982,Normal,0.415
12/09/1981,12/15/1981,01/04/1982,12/04/1981,Normal,0.415
09/08/1981,09/14/1981,10/01/1981,08/31/1981,Normal,0.405
06/03/1981,06/09/1981,07/01/1981,05/18/1981,Normal,0.405
03/03/1981,03/09/1981,04/01/1981,03/02/1981,Normal,0.405
12/09/1980,12/15/1980,01/02/1981,12/08/1980,Normal,0.405
09/03/1980,09/09/1980,10/01/1980,08/25/1980,Normal,0.395
06/03/1980,06/09/1980,07/01/1980,05/19/1980,Normal,0.395
03/04/1980,03/10/1980,04/01/1980,02/25/1980,Normal,0.395
12/04/1979,12/10/1979,01/02/1980,11/30/1979,Normal,0.395
08/31/1979,09/07/1979,10/01/1979,08/24/1979,Normal,0.38
06/04/1979,06/08/1979,07/02/1979,05/18/1979,Normal,0.38
03/05/1979,03/09/1979,04/02/1979,02/23/1979,Normal,0.38
12/05/1978,12/11/1978,01/02/1979,11/30/1978,Normal,0.38
09/01/1978,09/08/1978,10/02/1978,08/25/1978,Normal,0.36
06/05/1978,06/09/1978,07/03/1978,05/19/1978,Normal,0.36
03/06/1978,03/10/1978,04/03/1978,02/24/1978,Normal,0.36
12/06/1977,12/12/1977,01/03/1978,12/01/1977,Normal,0.36
09/02/1977,09/09/1977,10/03/1977,05/26/1977,Normal,0.345
06/06/1977,06/10/1977,07/01/1977,05/20/1977,Normal,0.345
03/07/1977,03/11/1977,04/01/1977,02/24/1977,Normal,0.345
12/07/1976,12/13/1976,01/03/1977,12/03/1976,Normal,0.345
09/03/1976,09/10/1976,10/01/1976,08/27/1976,Normal,0.33
06/07/1976,06/11/1976,07/01/1976,05/21/1976,Normal,0.33
03/08/1976,03/12/1976,04/01/1976,02/12/1976,Normal,0.33
12/09/1975,12/15/1975,01/02/1976,12/05/1975,Normal,0.33
09/08/1975,09/12/1975,10/01/1975,08/22/1975,Normal,0.315
06/06/1975,06/12/1975,07/01/1975,05/16/1975,Normal,0.315
03/06/1975,03/12/1975,04/01/1975,02/13/1975,Normal,0.315
12/10/1974,12/16/1974,01/03/1975,11/29/1974,Normal,0.315
09/09/1974,09/13/1974,10/01/1974,08/26/1974,Normal,0.315
06/06/1974,06/12/1974,07/01/1974,05/20/1974,Normal,0.30
03/07/1974,03/13/1974,04/01/1974,02/22/1974,Normal,0.30
09/10/1973,09/14/1973,10/01/1973,08/24/1973,Normal,0.30
06/06/1973,06/12/1973,07/02/1973,05/18/1973,Normal,0.275
03/06/1973,03/12/1973,04/02/1973,02/23/1973,Normal,0.275
12/08/1972,12/14/1972,01/02/1973,12/01/1972,Normal,0.275
09/08/1972,09/14/1972,10/02/1972,08/25/1972,Normal,0.265
06/06/1972,06/12/1972,07/01/1972,05/18/1972,Normal,0.265
03/09/1972,03/15/1972,04/01/1972,03/02/1972,Normal,0.265
