date,zmijewski_score
"Dec. 31, 2019",0.1056
"Sept. 30, 2019",0.14
"June 30, 2019",0.1554
"March 31, 2019",0.2267
"Dec. 31, 2018",0.2231
"Sept. 30, 2018",0.3171
"June 30, 2018",0.3586
"March 31, 2018",0.3416
"Dec. 31, 2017",0.3322
"Sept. 30, 2017",0.3668
"June 30, 2017",0.3984
"March 31, 2017",0.4066
"Dec. 31, 2016",0.4031
"Sept. 30, 2016",0.0217
"June 30, 2016",0.1197
"March 31, 2016",0.212
"Dec. 31, 2015",0.1863
"Sept. 30, 2015",0.2067
"June 30, 2015",0.0077
"March 31, 2015",0.0091
"Dec. 31, 2014",0.0141
"Sept. 30, 2014",-0.0607
"June 30, 2014",-0.0624
"March 31, 2014",-0.0535
"Dec. 31, 2013",-0.002
"Sept. 30, 2013",0.0088
"June 30, 2013",0.0126
"March 31, 2013",-0.0158
"Dec. 31, 2012",0.031
"Sept. 30, 2012",0.0117
"June 30, 2012",-0.0334
"March 31, 2012",-0.012
"Dec. 31, 2011",-0.0747
"Sept. 30, 2011",-0.1341
"June 30, 2011",-0.0643
"March 31, 2011",-0.0736
"Dec. 31, 2010",-0.0621
"Sept. 30, 2010",-0.1088
"June 30, 2010",-0.1441
"March 31, 2010",-0.1352
"Dec. 31, 2009",-0.1217
"Sept. 30, 2009",-0.138
"June 30, 2009",-0.1724
"March 31, 2009",-0.1534
"Dec. 31, 2008",-0.0621
"Sept. 30, 2008",-0.1044
"June 30, 2008",-0.0664
"March 31, 2008",-0.1626
"Dec. 31, 2007",-0.189
"Sept. 30, 2007",-0.2202
"June 30, 2007",-0.1974
"March 31, 2007",-0.3094
"Dec. 31, 2006",-0.3777
"Sept. 30, 2006",-0.4463
"June 30, 2006",-0.3771
"March 31, 2006",-0.3842
"Dec. 31, 2005",-0.2985
"Sept. 30, 2005",-0.3578
"June 30, 2005",-0.451
"March 31, 2005",-0.4633
"Dec. 31, 2004",-0.5324
"Sept. 30, 2004",-0.5684
"June 30, 2004",-0.5664
"March 31, 2004",-0.5933
"Dec. 31, 2003",-0.6017
"Sept. 30, 2003",-0.6348
"June 30, 2003",-0.6124
"March 31, 2003",-0.6653
"Dec. 31, 2002",-0.4522
"Sept. 30, 2002",-0.5318
"June 30, 2002",-0.4956
"March 31, 2002",-0.5273
"Dec. 31, 2001",-0.546
"Sept. 30, 2001",-0.4987
"June 30, 2001",-0.5114
"March 31, 2001",-0.5249
"Dec. 31, 2000",-0.486
"Sept. 30, 2000",-0.5993
"June 30, 2000",-0.5432
"March 31, 2000",-0.61
"Dec. 31, 1999",-0.6658
"Sept. 30, 1999",-0.7737
"June 30, 1999",-0.7681
"March 31, 1999",-0.7533
"Dec. 31, 1998",-0.7685
"Sept. 30, 1998",-0.4173
"June 30, 1998",-0.3639
"March 31, 1998",-0.3239
"Dec. 31, 1997",-0.369
"Sept. 30, 1997",-0.3318
"June 30, 1997",-0.3997
"March 31, 1997",-0.3834
"Dec. 31, 1996",-0.621
"Sept. 30, 1996",-0.6267
"June 30, 1996",-0.56
"March 31, 1996",-0.4916
"Dec. 31, 1995",-0.6738
"Sept. 30, 1995",-0.6357
"June 30, 1995",-0.5814
"March 31, 1995",-0.5484
"Dec. 31, 1994",-0.5661
"Sept. 30, 1994",-0.5918
"June 30, 1994",-0.6194
"March 31, 1994",-0.6098
"Dec. 31, 1993",-0.6442
"Sept. 30, 1993",-0.6478
