date,free_cash_flow
"Dec. 31, 2019",-797.92M
"Sept. 30, 2019",80.00M
"June 30, 2019",-608.07M
"March 31, 2019",-488.88M
"Dec. 31, 2018",-691.61M
"Sept. 30, 2018",-298.54M
"June 30, 2018",-472.08M
"March 31, 2018",-423.73M
"Dec. 31, 2017",-242.71M
"Sept. 30, 2017",-25.62M
"June 30, 2017",-707.12M
"March 31, 2017",-402.67M
"Dec. 31, 2016",-184.85M
"Sept. 30, 2016",253.72M
"June 30, 2016",22.36M
"March 31, 2016",-1.137B
"Dec. 31, 2015",-10.90M
"Sept. 30, 2015",230.89M
"June 30, 2015",95.12M
"March 31, 2015",-18.39M
"Dec. 31, 2014",201.42M
"Sept. 30, 2014",698.76M
"June 30, 2014",191.51M
"March 31, 2014",141.14M
"Dec. 31, 2013",346.71M
"Sept. 30, 2013",358.26M
"June 30, 2013",-105.43M
"March 31, 2013",-233.04M
"Dec. 31, 2012",-686.22M
"Sept. 30, 2012",243.35M
"June 30, 2012",-141.71M
"March 31, 2012",-164.10M
"Dec. 31, 2011",-92.92M
"Sept. 30, 2011",610.88M
"June 30, 2011",-252.37M
"March 31, 2011",-464.44M
"Dec. 31, 2010",105.48M
"Sept. 30, 2010",1.108B
"June 30, 2010",168.97M
"March 31, 2010",161.45M
"Dec. 31, 2009",101.67M
"Sept. 30, 2009",440.04M
"June 30, 2009",134.73M
"March 31, 2009",-200.01M
"Dec. 31, 2008",-549.04M
"Sept. 30, 2008",330.66M
"June 30, 2008",621.23M
"March 31, 2008",18.44M
"Dec. 31, 2007",301.48M
"Sept. 30, 2007",243.84M
"June 30, 2007",-499.27M
"March 31, 2007",190.75M
"Dec. 31, 2006",483.30M
"Sept. 30, 2006",619.99M
"June 30, 2006",55.52M
"March 31, 2006",260.14M
"Dec. 31, 2005",-220.06M
"Sept. 30, 2005",257.08M
"June 30, 2005",-412.83M
"March 31, 2005",223.46M
"Dec. 31, 2004",749.86M
"Sept. 30, 2004",544.07M
"June 30, 2004",79.08M
"March 31, 2004",145.70M
"Dec. 31, 2003",312.45M
"Sept. 30, 2003",403.78M
"June 30, 2003",56.71M
"March 31, 2003",-336.06M
"Dec. 31, 2002",34.12M
"Sept. 30, 2002",712.05M
"June 30, 2002",-96.43M
"March 31, 2002",1.65M
"Dec. 31, 2001",546.04M
"Sept. 30, 2001",369.30M
"June 30, 2001",36.94M
"March 31, 2001",-117.14M
"Dec. 31, 2000",411.77M
"Sept. 30, 2000",220.64M
"June 30, 2000",-39.22M
"March 31, 2000",-119.06M
"Dec. 31, 1999",-23.18M
"Sept. 30, 1999",263.13M
"June 30, 1999",43.15M
"March 31, 1999",-89.90M
"Dec. 31, 1998",-67.80M
"Sept. 30, 1998",342.70M
"June 30, 1998",107.10M
"March 31, 1998",50.80M
"Dec. 31, 1997",-179.60M
"Sept. 30, 1997",476.70M
"June 30, 1997",165.80M
"March 31, 1997",325.30M
"Dec. 31, 1996",108.10M
"Sept. 30, 1996",457.00M
"June 30, 1996",195.60M
"March 31, 1996",71.50M
"Dec. 31, 1995",119.30M
"Sept. 30, 1995",451.60M
"June 30, 1995",-128.60M
"March 31, 1995",157.50M
"Dec. 31, 1994",152.10M
"Sept. 30, 1994",393.60M
"June 30, 1994",-2.00M
"March 31, 1994",138.00M
"Dec. 31, 1993",9.40M
"Sept. 30, 1993",357.80M
"June 30, 1993",25.00M
"March 31, 1993",51.80M
