date,graham_number
"Dec. 31, 2019",85.17
"Sept. 30, 2019",67.35
"June 30, 2019",75.22
"March 31, 2019",74.48
"Dec. 31, 2018",69.81
"Sept. 30, 2018",49.34
"June 30, 2018",40.21
"March 31, 2018",50.31
"Dec. 31, 2017",47.66
"Sept. 30, 2017",
"June 30, 2017",
"March 31, 2017",
"Dec. 31, 2016",
"Sept. 30, 2016",95.16
"June 30, 2016",34.32
"March 31, 2016",
"Dec. 31, 2015",
"Sept. 30, 2015",
"June 30, 2015",74.93
"March 31, 2015",76.69
"Dec. 31, 2014",80.98
"Sept. 30, 2014",82.70
"June 30, 2014",82.90
"March 31, 2014",81.53
"Dec. 31, 2013",69.54
"Sept. 30, 2013",75.65
"June 30, 2013",79.29
"March 31, 2013",87.05
"Dec. 31, 2012",74.35
"Sept. 30, 2012",68.24
"June 30, 2012",80.55
"March 31, 2012",77.87
"Dec. 31, 2011",92.85
"Sept. 30, 2011",95.93
"June 30, 2011",88.24
"March 31, 2011",86.88
"Dec. 31, 2010",84.93
"Sept. 30, 2010",87.70
"June 30, 2010",84.61
"March 31, 2010",81.37
"Dec. 31, 2009",80.79
"Sept. 30, 2009",73.80
"June 30, 2009",75.58
"March 31, 2009",77.44
"Dec. 31, 2008",77.13
"Sept. 30, 2008",77.23
"June 30, 2008",73.22
"March 31, 2008",74.38
"Dec. 31, 2007",71.75
"Sept. 30, 2007",73.96
"June 30, 2007",69.92
"March 31, 2007",69.93
"Dec. 31, 2006",69.84
"Sept. 30, 2006",64.60
"June 30, 2006",62.07
"March 31, 2006",61.44
"Dec. 31, 2005",59.47
"Sept. 30, 2005",61.66
"June 30, 2005",58.60
"March 31, 2005",57.00
"Dec. 31, 2004",58.17
"Sept. 30, 2004",51.98
"June 30, 2004",54.51
"March 31, 2004",52.31
"Dec. 31, 2003",58.57
"Sept. 30, 2003",62.55
"June 30, 2003",62.06
"March 31, 2003",62.29
"Dec. 31, 2002",45.67
"Sept. 30, 2002",43.41
"June 30, 2002",40.88
"March 31, 2002",40.42
"Dec. 31, 2001",49.55
"Sept. 30, 2001",50.52
"June 30, 2001",49.32
"March 31, 2001",48.57
"Dec. 31, 2000",46.38
"Sept. 30, 2000",45.22
"June 30, 2000",42.99
"March 31, 2000",40.49
"Dec. 31, 1999",38.83
"Sept. 30, 1999",47.41
"June 30, 1999",45.76
"March 31, 1999",45.53
"Dec. 31, 1998",45.20
"Sept. 30, 1998",36.02
"June 30, 1998",28.71
"March 31, 1998",25.79
"Dec. 31, 1997",29.22
"Sept. 30, 1997",32.15
"June 30, 1997",40.75
"March 31, 1997",42.50
"Dec. 31, 1996",35.35
"Sept. 30, 1996",36.91
"June 30, 1996",35.90
"March 31, 1996",34.30
"Dec. 31, 1995",41.57
"Sept. 30, 1995",37.68
"June 30, 1995",32.42
"March 31, 1995",31.24
"Dec. 31, 1994",30.70
"Sept. 30, 1994",33.76
"June 30, 1994",39.79
"March 31, 1994",40.29
"Dec. 31, 1993",44.83
"Sept. 30, 1993",52.49
"June 30, 1993",51.03
"March 31, 1993",48.51
