date,ebitda_ttm
"Dec. 31, 2019",4.013B
"Sept. 30, 2019",3.255B
"June 30, 2019",3.031B
"March 31, 2019",2.714B
"Dec. 31, 2018",2.574B
"Sept. 30, 2018",3.292B
"June 30, 2018",3.694B
"March 31, 2018",3.796B
"Dec. 31, 2017",3.709B
"Sept. 30, 2017",874.16M
"June 30, 2017",899.36M
"March 31, 2017",1.156B
"Dec. 31, 2016",1.408B
"Sept. 30, 2016",3.644B
"June 30, 2016",1.910B
"March 31, 2016",1.861B
"Dec. 31, 2015",1.961B
"Sept. 30, 2015",2.628B
"June 30, 2015",4.103B
"March 31, 2015",4.150B
"Dec. 31, 2014",4.305B
"Sept. 30, 2014",4.254B
"June 30, 2014",4.101B
"March 31, 2014",3.963B
"Dec. 31, 2013",3.573B
"Sept. 30, 2013",3.560B
"June 30, 2013",3.800B
"March 31, 2013",3.704B
"Dec. 31, 2012",3.240B
"Sept. 30, 2012",3.206B
"June 30, 2012",3.127B
"March 31, 2012",3.385B
"Dec. 31, 2011",3.921B
"Sept. 30, 2011",4.044B
"June 30, 2011",4.176B
"March 31, 2011",4.218B
"Dec. 31, 2010",4.203B
"Sept. 30, 2010",4.256B
"June 30, 2010",4.268B
"March 31, 2010",4.022B
"Dec. 31, 2009",3.960B
"Sept. 30, 2009",3.993B
"June 30, 2009",3.807B
"March 31, 2009",3.880B
"Dec. 31, 2008",3.878B
"Sept. 30, 2008",3.485B
"June 30, 2008",3.514B
"March 31, 2008",3.376B
"Dec. 31, 2007",3.188B
"Sept. 30, 2007",3.111B
"June 30, 2007",2.910B
"March 31, 2007",2.834B
"Dec. 31, 2006",2.718B
"Sept. 30, 2006",2.683B
"June 30, 2006",2.699B
"March 31, 2006",2.740B
"Dec. 31, 2005",2.694B
"Sept. 30, 2005",2.563B
"June 30, 2005",2.501B
"March 31, 2005",2.523B
"Dec. 31, 2004",2.589B
"Sept. 30, 2004",2.497B
"June 30, 2004",2.527B
"March 31, 2004",2.515B
"Dec. 31, 2003",2.724B
"Sept. 30, 2003",2.583B
"June 30, 2003",2.593B
"March 31, 2003",2.568B
"Dec. 31, 2002",1.915B
"Sept. 30, 2002",2.129B
"June 30, 2002",1.983B
"March 31, 2002",1.950B
"Dec. 31, 2001",2.385B
"Sept. 30, 2001",2.431B
"June 30, 2001",2.495B
"March 31, 2001",2.444B
"Dec. 31, 2000",2.325B
"Sept. 30, 2000",2.188B
"June 30, 2000",2.169B
"March 31, 2000",2.183B
"Dec. 31, 1999",2.109B
"Sept. 30, 1999",2.255B
"June 30, 1999",2.495B
"March 31, 1999",2.640B
"Dec. 31, 1998",2.849B
"Sept. 30, 1998",-2.730B
"June 30, 1998",-958.40M
"March 31, 1998",-1.069B
"Dec. 31, 1997",-975.70M
"Sept. 30, 1997",4.628B
"June 30, 1997",2.637B
"March 31, 1997",2.658B
"Dec. 31, 1996",2.289B
"Sept. 30, 1996",2.226B
"June 30, 1996",2.203B
"March 31, 1996",2.112B
"Dec. 31, 1995",2.199B
"Sept. 30, 1995",2.004B
"June 30, 1995",1.855B
"March 31, 1995",1.821B
"Dec. 31, 1994",1.830B
"Sept. 30, 1994",1.926B
"June 30, 1994",1.900B
"March 31, 1994",1.758B
"Dec. 31, 1993",1.644B
"Sept. 30, 1993",2.366B
"June 30, 1993",2.996B
"March 31, 1993",3.524B
"Dec. 31, 1992",4.116B
"Sept. 30, 1992",4.034B
"June 30, 1992",4.052B
"March 31, 1992",4.075B
"Dec. 31, 1991",4.051B
"Sept. 30, 1991",4.056B
"June 30, 1991",4.028B
"March 31, 1991",3.986B
"Dec. 31, 1990",3.982B
"Sept. 30, 1990",3.940B
"June 30, 1990",3.815B
"March 31, 1990",3.806B
"Dec. 31, 1989",3.848B
"Sept. 30, 1989",3.808B
"June 30, 1989",3.801B
"March 31, 1989",3.690B
"Dec. 31, 1988",3.565B
"Sept. 30, 1988",3.500B
"June 30, 1988",3.480B
"March 31, 1988",3.492B
"Dec. 31, 1987",3.455B
"Sept. 30, 1987",3.473B
"June 30, 1987",3.472B
"March 31, 1987",3.451B
"Dec. 31, 1986",3.486B
"Sept. 30, 1986",3.499B
"June 30, 1986",3.235B
"March 31, 1986",3.174B
"Dec. 31, 1985",3.123B
"Sept. 30, 1985",3.037B
"June 30, 1985",3.181B
"March 31, 1985",3.16B
"Dec. 31, 1984",3.146B
