date,shareholders_equity
"Dec. 31, 2019",10.22B
"Sept. 30, 2019",10.04B
"June 30, 2019",9.798B
"March 31, 2019",8.970B
"Dec. 31, 2018",8.844B
"Sept. 30, 2018",8.413B
"June 30, 2018",8.022B
"March 31, 2018",7.975B
"Dec. 31, 2017",7.993B
"Sept. 30, 2017",8.690B
"June 30, 2017",8.371B
"March 31, 2017",8.057B
"Dec. 31, 2016",8.082B
"Sept. 30, 2016",10.07B
"June 30, 2016",9.758B
"March 31, 2016",9.361B
"Dec. 31, 2015",9.257B
"Sept. 30, 2015",9.157B
"June 30, 2015",10.16B
"March 31, 2015",10.13B
"Dec. 31, 2014",10.01B
"Sept. 30, 2014",10.15B
"June 30, 2014",10.06B
"March 31, 2014",9.948B
"Dec. 31, 2013",9.632B
"Sept. 30, 2013",9.408B
"June 30, 2013",9.275B
"March 31, 2013",9.213B
"Dec. 31, 2012",9.197B
"Sept. 30, 2012",9.285B
"June 30, 2012",9.124B
"March 31, 2012",9.008B
"Dec. 31, 2011",8.961B
"Sept. 30, 2011",9.059B
"June 30, 2011",8.692B
"March 31, 2011",8.629B
"Dec. 31, 2010",8.590B
"Sept. 30, 2010",8.826B
"June 30, 2010",8.865B
"March 31, 2010",8.954B
"Dec. 31, 2009",8.707B
"Sept. 30, 2009",8.268B
"June 30, 2009",8.860B
"March 31, 2009",8.724B
"Dec. 31, 2008",8.061B
"Sept. 30, 2008",8.288B
"June 30, 2008",7.634B
"March 31, 2008",7.984B
"Dec. 31, 2007",8.174B
"Sept. 30, 2007",8.334B
"June 30, 2007",8.152B
"March 31, 2007",8.184B
"Dec. 31, 2006",8.543B
"Sept. 30, 2006",8.903B
"June 30, 2006",8.554B
"March 31, 2006",8.559B
"Dec. 31, 2005",8.194B
"Sept. 30, 2005",8.205B
"June 30, 2005",8.346B
"March 31, 2005",8.380B
"Dec. 31, 2004",8.662B
"Sept. 30, 2004",9.175B
"June 30, 2004",9.078B
"March 31, 2004",9.223B
"Dec. 31, 2003",9.038B
"Sept. 30, 2003",9.105B
"June 30, 2003",8.851B
"March 31, 2003",8.599B
"Dec. 31, 2002",8.197B
"Sept. 30, 2002",8.179B
"June 30, 2002",8.015B
"March 31, 2002",7.792B
"Dec. 31, 2001",7.817B
"Sept. 30, 2001",7.868B
"June 30, 2001",7.680B
"March 31, 2001",7.463B
"Dec. 31, 2000",7.404B
"Sept. 30, 2000",7.477B
"June 30, 2000",7.553B
"March 31, 2000",7.552B
"Dec. 31, 1999",7.678B
"Sept. 30, 1999",8.106B
"June 30, 1999",8.018B
"March 31, 1999",7.894B
"Dec. 31, 1998",7.978B
"Sept. 30, 1998",8.080B
"June 30, 1998",7.923B
"March 31, 1998",7.738B
"Dec. 31, 1997",7.882B
"Sept. 30, 1997",7.675B
"June 30, 1997",7.748B
"March 31, 1997",7.655B
"Dec. 31, 1996",7.569B
"Sept. 30, 1996",7.602B
"June 30, 1996",7.323B
"March 31, 1996",7.138B
"Dec. 31, 1995",7.426B
"Sept. 30, 1995",7.495B
"June 30, 1995",7.346B
"March 31, 1995",7.188B
"Dec. 31, 1994",7.352B
"Sept. 30, 1994",7.478B
"June 30, 1994",7.48B
"March 31, 1994",7.389B
"Dec. 31, 1993",7.586B
"Sept. 30, 1993",7.586B
"June 30, 1993",7.586B
"March 31, 1993",7.586B
