date,ncavps
"Dec. 31, 2019",-192.92
"Sept. 30, 2019",-184.72
"June 30, 2019",-188.66
"March 31, 2019",-196.02
"Dec. 31, 2018",-192.92
"Sept. 30, 2018",-200.76
"June 30, 2018",-199.43
"March 31, 2018",-197.18
"Dec. 31, 2017",-196.26
"Sept. 30, 2017",-190.60
"June 30, 2017",-189.60
"March 31, 2017",-188.73
"Dec. 31, 2016",-190.58
"Sept. 30, 2016",-186.06
"June 30, 2016",-180.37
"March 31, 2016",-182.25
"Dec. 31, 2015",-175.59
"Sept. 30, 2015",-178.08
"June 30, 2015",-177.85
"March 31, 2015",-178.31
"Dec. 31, 2014",-178.10
"Sept. 30, 2014",-167.18
"June 30, 2014",-165.68
"March 31, 2014",-165.46
"Dec. 31, 2013",-166.79
"Sept. 30, 2013",-170.11
"June 30, 2013",-170.01
"March 31, 2013",-169.36
"Dec. 31, 2012",-170.01
"Sept. 30, 2012",-162.84
"June 30, 2012",-161.35
"March 31, 2012",-160.57
"Dec. 31, 2011",-158.90
"Sept. 30, 2011",-147.37
"June 30, 2011",-150.28
"March 31, 2011",-146.92
"Dec. 31, 2010",-144.09
"Sept. 30, 2010",-136.59
"June 30, 2010",-130.80
"March 31, 2010",-129.04
"Dec. 31, 2009",-128.60
"Sept. 30, 2009",-125.07
"June 30, 2009",-118.27
"March 31, 2009",-121.52
"Dec. 31, 2008",-123.57
"Sept. 30, 2008",-117.37
"June 30, 2008",-117.15
"March 31, 2008",-113.78
"Dec. 31, 2007",-111.39
"Sept. 30, 2007",-109.00
"June 30, 2007",-108.47
"March 31, 2007",-99.70
"Dec. 31, 2006",-94.81
"Sept. 30, 2006",-88.55
"June 30, 2006",-89.91
"March 31, 2006",-89.81
"Dec. 31, 2005",-89.63
"Sept. 30, 2005",-85.27
"June 30, 2005",-81.24
"March 31, 2005",-79.24
"Dec. 31, 2004",-76.43
"Sept. 30, 2004",-74.02
"June 30, 2004",-74.30
"March 31, 2004",-71.45
"Dec. 31, 2003",-72.51
"Sept. 30, 2003",-71.87
"June 30, 2003",-71.84
"March 31, 2003",-71.31
"Dec. 31, 2002",-72.39
"Sept. 30, 2002",-69.44
"June 30, 2002",-68.04
"March 31, 2002",-67.40
"Dec. 31, 2001",-68.51
"Sept. 30, 2001",-67.68
"June 30, 2001",-65.95
"March 31, 2001",-64.21
"Dec. 31, 2000",-63.18
"Sept. 30, 2000",-57.17
"June 30, 2000",-57.68
"March 31, 2000",-53.73
"Dec. 31, 1999",-50.57
"Sept. 30, 1999",-46.61
"June 30, 1999",-44.49
"March 31, 1999",-46.00
"Dec. 31, 1998",-45.47
"Sept. 30, 1998",-64.09
"June 30, 1998",-65.20
"March 31, 1998",-65.94
"Dec. 31, 1997",-64.87
"Sept. 30, 1997",-66.39
"June 30, 1997",-67.48
"March 31, 1997",-69.69
"Dec. 31, 1996",-55.91
"Sept. 30, 1996",-56.20
"June 30, 1996",-58.62
"March 31, 1996",-60.01
"Dec. 31, 1995",-54.99
"Sept. 30, 1995",-54.83
"June 30, 1995",-56.59
"March 31, 1995",-57.57
"Dec. 31, 1994",-57.33
"Sept. 30, 1994",-57.02
"June 30, 1994",-57.43
"March 31, 1994",-57.13
"Dec. 31, 1993",-56.72
"Sept. 30, 1993",-75.14
"June 30, 1993",-75.15
"March 31, 1993",-74.97
