date,price_target_upside
"March 19, 2020",58.03%
"March 18, 2020",53.71%
"March 17, 2020",33.33%
"March 16, 2020",53.13%
"March 13, 2020",29.04%
"March 12, 2020",30.68%
"March 11, 2020",19.58%
"March 10, 2020",11.89%
"March 9, 2020",15.66%
"March 6, 2020",6.97%
"March 5, 2020",4.30%
"March 4, 2020",3.20%
"March 3, 2020",8.68%
"March 2, 2020",6.73%
"Feb. 28, 2020",13.91%
"Feb. 27, 2020",10.93%
"Feb. 26, 2020",6.65%
"Feb. 25, 2020",5.30%
"Feb. 24, 2020",2.51%
"Feb. 21, 2020",2.02%
"Feb. 20, 2020",0.51%
"Feb. 19, 2020",-0.95%
"Feb. 18, 2020",-4.84%
"Feb. 14, 2020",-4.76%
"Feb. 13, 2020",-4.31%
"Feb. 12, 2020",-3.09%
"Feb. 11, 2020",-4.06%
"Feb. 10, 2020",-4.06%
"Feb. 7, 2020",-3.37%
"Feb. 6, 2020",-2.98%
"Feb. 5, 2020",-3.11%
"Feb. 4, 2020",-3.11%
"Feb. 3, 2020",-4.30%
"Jan. 31, 2020",-3.82%
"Jan. 30, 2020",-3.96%
"Jan. 29, 2020",-3.10%
"Jan. 28, 2020",-2.93%
"Jan. 27, 2020",-2.60%
"Jan. 24, 2020",-4.72%
"Jan. 23, 2020",-4.15%
"Jan. 22, 2020",-2.60%
"Jan. 21, 2020",-2.39%
"Jan. 17, 2020",-2.08%
"Jan. 16, 2020",-1.06%
"Jan. 15, 2020",-0.70%
"Jan. 14, 2020",1.12%
"Jan. 13, 2020",1.17%
"Jan. 10, 2020",1.93%
"Jan. 9, 2020",2.23%
"Jan. 8, 2020",3.34%
"Jan. 7, 2020",3.20%
"Jan. 6, 2020",2.97%
"Jan. 3, 2020",3.33%
"Jan. 2, 2020",3.93%
"Dec. 31, 2019",2.31%
"Dec. 30, 2019",2.75%
"Dec. 27, 2019",2.25%
"Dec. 26, 2019",2.55%
"Dec. 24, 2019",2.61%
"Dec. 23, 2019",3.37%
"Dec. 20, 2019",1.89%
"Dec. 19, 2019",2.14%
"Dec. 18, 2019",2.01%
"Dec. 17, 2019",2.73%
"Dec. 16, 2019",2.47%
"Dec. 13, 2019",3.23%
"Dec. 12, 2019",4.45%
"Dec. 11, 2019",3.34%
"Dec. 10, 2019",3.79%
"Dec. 9, 2019",3.34%
"Dec. 6, 2019",3.42%
"Dec. 5, 2019",3.13%
"Dec. 4, 2019",3.40%
"Dec. 3, 2019",4.45%
"Dec. 2, 2019",5.14%
"Nov. 29, 2019",5.09%
"Nov. 27, 2019",4.61%
"Nov. 26, 2019",5.02%
"Nov. 25, 2019",6.01%
"Nov. 22, 2019",5.70%
"Nov. 21, 2019",5.53%
"Nov. 20, 2019",4.49%
"Nov. 19, 2019",5.27%
"Nov. 18, 2019",4.64%
"Nov. 15, 2019",4.80%
"Nov. 14, 2019",4.64%
"Nov. 13, 2019",4.08%
"Nov. 12, 2019",6.49%
"Nov. 11, 2019",7.21%
"Nov. 8, 2019",6.45%
"Nov. 7, 2019",6.61%
"Nov. 6, 2019",5.12%
"Nov. 5, 2019",5.05%
"Nov. 4, 2019",3.27%
"Nov. 1, 2019",2.15%
"Oct. 31, 2019",0.57%
"Oct. 30, 2019",-0.56%
"Oct. 29, 2019",0.86%
"Oct. 28, 2019",1.64%
"Oct. 25, 2019",-1.06%
"Oct. 24, 2019",-1.86%
"Oct. 23, 2019",-2.15%
"Oct. 22, 2019",-1.13%
