date,enterprise_value
"March 19, 2020",36.22B
"March 18, 2020",36.69B
"March 17, 2020",39.33B
"March 16, 2020",36.75B
"March 13, 2020",39.99B
"March 12, 2020",39.73B
"March 11, 2020",41.72B
"March 10, 2020",43.26B
"March 9, 2020",42.48B
"March 6, 2020",44.25B
"March 5, 2020",44.89B
"March 4, 2020",45.07B
"March 3, 2020",43.77B
"March 2, 2020",44.22B
"Feb. 28, 2020",42.78B
"Feb. 27, 2020",43.56B
"Feb. 26, 2020",44.53B
"Feb. 25, 2020",44.66B
"Feb. 24, 2020",45.34B
"Feb. 21, 2020",45.39B
"Feb. 20, 2020",45.68B
"Feb. 19, 2020",46.01B
"Feb. 18, 2020",46.35B
"Feb. 14, 2020",46.22B
"Feb. 13, 2020",46.04B
"Feb. 12, 2020",45.71B
"Feb. 11, 2020",45.97B
"Feb. 10, 2020",45.97B
"Feb. 7, 2020",45.78B
"Feb. 6, 2020",45.68B
"Feb. 5, 2020",45.51B
"Feb. 4, 2020",45.51B
"Feb. 3, 2020",45.83B
"Jan. 31, 2020",45.70B
"Jan. 30, 2020",45.66B
"Jan. 29, 2020",45.43B
"Jan. 28, 2020",45.32B
"Jan. 27, 2020",45.23B
"Jan. 24, 2020",45.46B
"Jan. 23, 2020",45.31B
"Jan. 22, 2020",44.90B
"Jan. 21, 2020",44.79B
"Jan. 17, 2020",44.58B
"Jan. 16, 2020",44.31B
"Jan. 15, 2020",44.07B
"Jan. 14, 2020",43.64B
"Jan. 13, 2020",43.63B
"Jan. 10, 2020",43.45B
"Jan. 9, 2020",43.38B
"Jan. 8, 2020",43.12B
"Jan. 7, 2020",43.15B
"Jan. 6, 2020",43.16B
"Jan. 3, 2020",43.07B
"Jan. 2, 2020",42.92B
"Dec. 31, 2019",43.29B
"Dec. 30, 2019",42.20B
"Dec. 27, 2019",42.32B
"Dec. 26, 2019",42.25B
"Dec. 24, 2019",42.24B
"Dec. 23, 2019",42.06B
"Dec. 20, 2019",42.38B
"Dec. 19, 2019",42.25B
"Dec. 18, 2019",42.28B
"Dec. 17, 2019",42.11B
"Dec. 16, 2019",42.17B
"Dec. 13, 2019",42.01B
"Dec. 12, 2019",41.73B
"Dec. 11, 2019",41.98B
"Dec. 10, 2019",41.88B
"Dec. 9, 2019",41.98B
"Dec. 6, 2019",41.97B
"Dec. 5, 2019",42.03B
"Dec. 4, 2019",41.97B
"Dec. 3, 2019",41.73B
"Dec. 2, 2019",41.55B
"Nov. 29, 2019",41.63B
"Nov. 27, 2019",41.73B
"Nov. 26, 2019",41.64B
"Nov. 25, 2019",41.43B
"Nov. 22, 2019",41.50B
"Nov. 21, 2019",41.53B
"Nov. 20, 2019",41.76B
"Nov. 19, 2019",41.59B
"Nov. 18, 2019",41.73B
"Nov. 15, 2019",41.69B
"Nov. 14, 2019",41.73B
"Nov. 13, 2019",41.85B
"Nov. 12, 2019",41.32B
"Nov. 11, 2019",41.17B
"Nov. 8, 2019",41.33B
"Nov. 7, 2019",41.30B
"Nov. 6, 2019",41.62B
"Nov. 5, 2019",41.67B
"Nov. 4, 2019",42.07B
"Nov. 1, 2019",42.28B
"Oct. 31, 2019",42.64B
"Oct. 30, 2019",42.66B
"Oct. 29, 2019",42.15B
"Oct. 28, 2019",41.97B
"Oct. 25, 2019",42.40B
"Oct. 24, 2019",42.59B
"Oct. 23, 2019",42.47B
"Oct. 22, 2019",42.23B
"Oct. 21, 2019",42.15B
"Oct. 18, 2019",41.98B
"Oct. 17, 2019",41.80B
"Oct. 16, 2019",41.56B
"Oct. 15, 2019",41.46B
"Oct. 14, 2019",41.67B
"Oct. 11, 2019",41.79B
"Oct. 10, 2019",41.91B
"Oct. 9, 2019",41.96B
"Oct. 8, 2019",41.87B
"Oct. 7, 2019",41.91B
"Oct. 4, 2019",42.10B
"Oct. 3, 2019",41.65B
"Oct. 2, 2019",41.64B
"Oct. 1, 2019",41.81B
"Sept. 30, 2019",41.82B
"Sept. 27, 2019",41.72B
"Sept. 26, 2019",41.73B
"Sept. 25, 2019",41.59B
"Sept. 24, 2019",41.63B
"Sept. 23, 2019",41.34B
"Sept. 20, 2019",41.26B
"Sept. 19, 2019",41.24B
"Sept. 18, 2019",41.15B
"Sept. 17, 2019",41.11B
"Sept. 16, 2019",40.93B
"Sept. 13, 2019",40.93B
"Sept. 12, 2019",41.00B
"Sept. 11, 2019",40.80B
"Sept. 10, 2019",40.67B
"Sept. 9, 2019",40.74B
"Sept. 6, 2019",40.93B
"Sept. 5, 2019",41.12B
"Sept. 4, 2019",41.33B
"Sept. 3, 2019",41.26B
"Aug. 30, 2019",40.79B
"Aug. 29, 2019",40.83B
"Aug. 28, 2019",40.69B
"Aug. 27, 2019",40.64B
"Aug. 26, 2019",40.53B
"Aug. 23, 2019",40.19B
"Aug. 22, 2019",40.49B
"Aug. 21, 2019",40.56B
