date,eps_est_0q
"March 16, 2020",1.076
"March 12, 2020",1.076
"Feb. 21, 2020",1.076
"Feb. 19, 2020",1.100
"Feb. 6, 2020",1.330
"Jan. 22, 2020",1.333
"Jan. 16, 2020",1.324
"Jan. 7, 2020",1.323
"Dec. 31, 2019",0.6555
"Dec. 3, 2019",0.7217
"Nov. 26, 2019",0.76
"Nov. 6, 2019",0.805
"Nov. 3, 2019",0.8122
"Oct. 30, 2019",0.8256
"Oct. 21, 2019",0.8456
"Oct. 17, 2019",0.8676
"Oct. 11, 2019",0.8696
"Oct. 1, 2019",0.8748
"Sept. 30, 2019",2.284
"Sept. 18, 2019",2.212
"Sept. 6, 2019",2.237
"Aug. 30, 2019",2.243
"Aug. 27, 2019",2.239
"Aug. 1, 2019",2.215
"July 31, 2019",2.214
"July 27, 2019",2.208
"July 23, 2019",2.211
"July 18, 2019",2.211
"July 16, 2019",2.213
"July 12, 2019",2.210
"June 30, 2019",1.368
"May 30, 2019",1.354
"May 2, 2019",1.326
"May 1, 2019",1.338
"April 23, 2019",1.339
"April 18, 2019",1.261
"April 15, 2019",1.288
"April 8, 2019",1.26
"March 31, 2019",0.8824
"March 29, 2019",1.170
"March 27, 2019",1.163
"March 22, 2019",1.196
"March 13, 2019",1.156
"March 11, 2019",1.152
"March 7, 2019",1.170
"Feb. 21, 2019",1.244
"Feb. 20, 2019",1.13
"Feb. 17, 2019",1.139
"Feb. 12, 2019",1.208
"Feb. 7, 2019",1.208
"Jan. 29, 2019",1.267
"Jan. 22, 2019",1.267
"Jan. 14, 2019",1.268
"Jan. 11, 2019",1.259
"Jan. 10, 2019",1.279
"Jan. 7, 2019",1.276
"Jan. 4, 2019",1.282
"Dec. 31, 2018",0.406
"Dec. 14, 2018",0.4877
"Dec. 4, 2018",0.4887
"Nov. 21, 2018",0.5083
"Nov. 5, 2018",0.5024
"Nov. 1, 2018",0.5406
"Oct. 31, 2018",0.5688
"Oct. 18, 2018",0.7606
"Oct. 17, 2018",0.7589
"Oct. 15, 2018",0.7963
"Oct. 11, 2018",0.7886
"Oct. 1, 2018",0.7569
"Sept. 30, 2018",2.829
"Sept. 21, 2018",2.682
"Sept. 11, 2018",2.690
"Sept. 4, 2018",2.688
"Aug. 29, 2018",2.708
"Aug. 28, 2018",2.709
"Aug. 7, 2018",2.824
"Aug. 3, 2018",2.808
"Aug. 2, 2018",2.889
"Aug. 1, 2018",2.831
"July 24, 2018",2.843
"July 23, 2018",2.841
"July 19, 2018",2.809
"July 11, 2018",2.798
"June 30, 2018",1.308
"June 25, 2018",1.325
"June 23, 2018",1.326
"June 22, 2018",1.325
"June 21, 2018",1.332
"June 13, 2018",1.304
"May 15, 2018",1.312
"May 1, 2018",1.314
"April 30, 2018",1.342
"April 26, 2018",1.340
"April 25, 2018",1.312
"April 10, 2018",1.312
"April 9, 2018",1.393
"March 31, 2018",1.316
"March 9, 2018",1.250
"March 8, 2018",1.250
"March 3, 2018",1.265
"March 1, 2018",1.38
"Feb. 26, 2018",1.145
"Feb. 23, 2018",1.38
"Feb. 15, 2018",1.108
"Feb. 1, 2018",1.110
"Jan. 19, 2018",1.110
"Jan. 11, 2018",1.192
"Jan. 10, 2018",1.252
"Jan. 2, 2018",1.232
