date,altman_z_score
"Dec. 31, 2019",0.8632
"Sept. 30, 2019",0.8516
"June 30, 2019",0.7946
"March 31, 2019",0.7458
"Dec. 31, 2018",0.7032
"Sept. 30, 2018",0.7428
"June 30, 2018",0.755
"March 31, 2018",0.7863
"Dec. 31, 2017",0.7741
"Sept. 30, 2017",0.6022
"June 30, 2017",0.6066
"March 31, 2017",0.6238
"Dec. 31, 2016",0.6562
"Sept. 30, 2016",0.8723
"June 30, 2016",0.767
"March 31, 2016",0.7527
"Dec. 31, 2015",0.7739
"Sept. 30, 2015",0.8029
"June 30, 2015",0.9219
"March 31, 2015",0.9584
"Dec. 31, 2014",1.004
"Sept. 30, 2014",0.9936
"June 30, 2014",1.011
"March 31, 2014",0.9582
"Dec. 31, 2013",0.8954
"Sept. 30, 2013",0.8984
"June 30, 2013",0.9182
"March 31, 2013",0.8969
"Dec. 31, 2012",0.8539
"Sept. 30, 2012",0.9035
"June 30, 2012",0.9289
"March 31, 2012",0.9537
"Dec. 31, 2011",0.9823
"Sept. 30, 2011",1.050
"June 30, 2011",1.101
"March 31, 2011",1.111
"Dec. 31, 2010",1.125
"Sept. 30, 2010",1.176
"June 30, 2010",1.162
"March 31, 2010",1.164
"Dec. 31, 2009",1.170
"Sept. 30, 2009",1.184
"June 30, 2009",1.196
"March 31, 2009",1.193
"Dec. 31, 2008",1.240
"Sept. 30, 2008",1.292
"June 30, 2008",1.418
"March 31, 2008",1.369
"Dec. 31, 2007",1.400
"Sept. 30, 2007",1.366
"June 30, 2007",1.345
"March 31, 2007",1.418
"Dec. 31, 2006",1.346
"Sept. 30, 2006",1.318
"June 30, 2006",1.247
"March 31, 2006",1.234
"Dec. 31, 2005",1.181
"Sept. 30, 2005",1.209
"June 30, 2005",1.278
"March 31, 2005",1.254
"Dec. 31, 2004",1.259
"Sept. 30, 2004",1.199
"June 30, 2004",1.163
"March 31, 2004",1.197
"Dec. 31, 2003",1.181
"Sept. 30, 2003",1.149
"June 30, 2003",1.122
"March 31, 2003",1.095
"Dec. 31, 2002",0.9556
"Sept. 30, 2002",0.9757
"June 30, 2002",0.9487
"March 31, 2002",1.009
"Dec. 31, 2001",1.061
"Sept. 30, 2001",1.039
"June 30, 2001",1.127
"March 31, 2001",1.114
"Dec. 31, 2000",1.116
"Sept. 30, 2000",1.115
"June 30, 2000",1.015
"March 31, 2000",0.992
"Dec. 31, 1999",1.049
"Sept. 30, 1999",1.128
"June 30, 1999",1.214
"March 31, 1999",1.206
"Dec. 31, 1998",1.293
"Sept. 30, 1998",0.364
"June 30, 1998",0.5476
"March 31, 1998",0.521
"Dec. 31, 1997",0.5491
"Sept. 30, 1997",1.127
"June 30, 1997",0.8625
"March 31, 1997",0.8185
"Dec. 31, 1996",0.9656
"Sept. 30, 1996",0.9656
"June 30, 1996",0.9363
"March 31, 1996",0.8641
"Dec. 31, 1995",0.9709
"Sept. 30, 1995",0.9024
"June 30, 1995",0.8461
"March 31, 1995",0.7904
"Dec. 31, 1994",0.818
"Sept. 30, 1994",0.8672
"June 30, 1994",0.8703
"March 31, 1994",0.8872
"Dec. 31, 1993",0.9054
"Sept. 30, 1993",0.9621
"June 30, 1993",1.042
"March 31, 1993",1.122
