date,ohlson_score
"Dec. 31, 2019",2.340
"Sept. 30, 2019",1.828
"June 30, 2019",2.058
"March 31, 2019",1.501
"Dec. 31, 2018",-2.540
"Sept. 30, 2018",2.065
"June 30, 2018",2.335
"March 31, 2018",-0.0553
"Dec. 31, 2017",1.402
"Sept. 30, 2017",2.105
"June 30, 2017",1.624
"March 31, 2017",-9.178
"Dec. 31, 2016",1.162
"Sept. 30, 2016",1.688
"June 30, 2016",1.402
"March 31, 2016",1.418
"Dec. 31, 2015",-2.573
"Sept. 30, 2015",0.98
"June 30, 2015",2.096
"March 31, 2015",1.229
"Dec. 31, 2014",1.977
"Sept. 30, 2014",1.521
"June 30, 2014",2.118
"March 31, 2014",1.201
"Dec. 31, 2013",1.977
"Sept. 30, 2013",1.478
"June 30, 2013",1.762
"March 31, 2013",2.231
"Dec. 31, 2012",1.853
"Sept. 30, 2012",1.735
"June 30, 2012",0.8816
"March 31, 2012",0.4436
"Dec. 31, 2011",3.516
"Sept. 30, 2011",1.358
"June 30, 2011",1.193
"March 31, 2011",1.288
"Dec. 31, 2010",1.95
"Sept. 30, 2010",1.066
"June 30, 2010",1.130
"March 31, 2010",1.53
"Dec. 31, 2009",1.603
"Sept. 30, 2009",1.243
"June 30, 2009",1.422
"March 31, 2009",1.199
"Dec. 31, 2008",2.231
"Sept. 30, 2008",1.036
"June 30, 2008",1.554
"March 31, 2008",1.296
"Dec. 31, 2007",2.184
"Sept. 30, 2007",1.049
"June 30, 2007",1.164
"March 31, 2007",1.296
"Dec. 31, 2006",1.562
"Sept. 30, 2006",0.9499
"June 30, 2006",1.028
"March 31, 2006",0.8496
"Dec. 31, 2005",3.430
"Sept. 30, 2005",1.224
"June 30, 2005",0.964
"March 31, 2005",1.049
"Dec. 31, 2004",1.713
"Sept. 30, 2004",1.065
"June 30, 2004",0.9473
"March 31, 2004",0.4002
"Dec. 31, 2003",-5.173
"Sept. 30, 2003",0.8546
"June 30, 2003",1.503
"March 31, 2003",0.8202
"Dec. 31, 2002",3.259
"Sept. 30, 2002",1.276
"June 30, 2002",1.147
"March 31, 2002",0.8942
"Dec. 31, 2001",7.214
"Sept. 30, 2001",1.547
"June 30, 2001",1.427
"March 31, 2001",1.154
"Dec. 31, 2000",4.026
"Sept. 30, 2000",1.070
"June 30, 2000",0.8769
"March 31, 2000",0.6454
"Dec. 31, 1999",10.02
"Sept. 30, 1999",0.7014
"June 30, 1999",0.5117
"March 31, 1999",2.059
"Dec. 31, 1998",0.8128
"Sept. 30, 1998",
"June 30, 1998",
"March 31, 1998",
"Dec. 31, 1997",
"Sept. 30, 1997",
"June 30, 1997",1.304
"March 31, 1997",1.190
"Dec. 31, 1996",3.567
"Sept. 30, 1996",1.002
"June 30, 1996",0.645
"March 31, 1996",0.1718
"Dec. 31, 1995",1.919
"Sept. 30, 1995",1.020
"June 30, 1995",1.035
"March 31, 1995",0.8146
"Dec. 31, 1994",-3.699
"Sept. 30, 1994",1.226
"June 30, 1994",0.9599
"March 31, 1994",1.072
"Dec. 31, 1993",4.018
