date,forward_pe_ratio_1y
"March 19, 2020",14.05
"March 18, 2020",14.44
"March 17, 2020",16.65
"March 16, 2020",14.50
"March 13, 2020",17.20
"March 12, 2020",16.99
"March 11, 2020",18.66
"March 10, 2020",19.94
"March 9, 2020",19.27
"March 6, 2020",20.76
"March 5, 2020",21.28
"March 4, 2020",21.43
"March 3, 2020",20.35
"March 2, 2020",20.73
"Feb. 28, 2020",19.52
"Feb. 27, 2020",20.17
"Feb. 26, 2020",20.98
"Feb. 25, 2020",21.09
"Feb. 24, 2020",21.66
"Feb. 21, 2020",21.70
"Feb. 20, 2020",21.95
"Feb. 19, 2020",22.22
"Feb. 18, 2020",22.51
"Feb. 14, 2020",22.40
"Feb. 13, 2020",22.25
"Feb. 12, 2020",21.97
"Feb. 11, 2020",22.19
"Feb. 10, 2020",22.19
"Feb. 7, 2020",22.03
"Feb. 6, 2020",21.94
"Feb. 5, 2020",21.80
"Feb. 4, 2020",21.80
"Feb. 3, 2020",22.07
"Jan. 31, 2020",21.96
"Jan. 30, 2020",21.99
"Jan. 29, 2020",21.80
"Jan. 28, 2020",21.71
"Jan. 27, 2020",21.63
"Jan. 24, 2020",21.83
"Jan. 23, 2020",21.70
"Jan. 22, 2020",21.36
"Jan. 21, 2020",21.27
"Jan. 17, 2020",21.09
"Jan. 16, 2020",20.86
"Jan. 15, 2020",20.66
"Jan. 14, 2020",20.30
"Jan. 13, 2020",20.29
"Jan. 10, 2020",20.14
"Jan. 9, 2020",20.08
"Jan. 8, 2020",19.86
"Jan. 7, 2020",19.89
"Jan. 6, 2020",19.90
"Jan. 3, 2020",19.83
"Jan. 2, 2020",19.69
"Dec. 31, 2019",20.00
"Dec. 30, 2019",21.27
"Dec. 27, 2019",21.37
"Dec. 26, 2019",21.31
"Dec. 24, 2019",21.30
"Dec. 23, 2019",21.14
"Dec. 20, 2019",21.43
"Dec. 19, 2019",21.31
"Dec. 18, 2019",21.33
"Dec. 17, 2019",21.18
