date,revenue_per_employee_annual
"Dec. 31, 2019",796301.5
"Dec. 31, 2018",809756.7
"Dec. 31, 2017",819815.7
"Dec. 31, 2016",818137.9
"Dec. 31, 2015",885634.7
"Dec. 31, 2014",932178.5
"Dec. 31, 2013",801248.3
"Dec. 31, 2012",703045.6
"Dec. 31, 2011",757697.2
"Dec. 31, 2010",766912.1
"Dec. 31, 2009",724368.9
"Dec. 31, 2008",903298.0
"Dec. 31, 2007",816755.4
"Dec. 31, 2006",782657.4
"Dec. 31, 2005",707695.6
"Dec. 31, 2004",663437.3
"Dec. 31, 2003",605446.8
"Dec. 31, 2002",538623.5
"Dec. 31, 2001",655888.4
"Dec. 31, 2000",757101.3
"Dec. 31, 1999",695933.9
"Dec. 31, 1998",768266.3
"Dec. 31, 1997",628883.2
"Dec. 31, 1996",537160.2
"Dec. 31, 1995",425583.4
"Dec. 31, 1994",367403.7
"Dec. 31, 1993",308826.2
"Dec. 31, 1992",326447.3
"Dec. 31, 1991",310024.5
"Dec. 31, 1990",299823.1
