date,sales_est_0y
"March 16, 2020",11.13B
"March 12, 2020",11.38B
"Feb. 23, 2020",11.39B
"Feb. 21, 2020",11.70B
"Feb. 20, 2020",11.71B
"Feb. 19, 2020",11.80B
"Feb. 14, 2020",11.60B
"Feb. 4, 2020",11.60B
"Jan. 25, 2020",11.60B
"Jan. 22, 2020",11.60B
"Jan. 17, 2020",11.63B
"Jan. 16, 2020",11.66B
"Jan. 7, 2020",11.67B
"Dec. 31, 2019",11.05B
"Dec. 16, 2019",11.25B
"Dec. 3, 2019",11.25B
"Nov. 26, 2019",11.28B
"Nov. 8, 2019",11.30B
"Nov. 6, 2019",11.30B
"Nov. 1, 2019",11.35B
"Oct. 31, 2019",11.52B
"Oct. 30, 2019",11.44B
"Oct. 24, 2019",11.41B
"Oct. 21, 2019",11.41B
"Oct. 17, 2019",11.41B
"Sept. 13, 2019",11.41B
"Sept. 9, 2019",11.41B
"Sept. 6, 2019",11.44B
"Aug. 30, 2019",11.47B
"Aug. 27, 2019",11.51B
"Aug. 19, 2019",11.54B
"Aug. 16, 2019",11.71B
"Aug. 3, 2019",11.70B
"Aug. 1, 2019",11.88B
"July 31, 2019",12.62B
"July 22, 2019",11.89B
"July 18, 2019",11.89B
"July 16, 2019",11.88B
"July 12, 2019",11.89B
"June 14, 2019",11.83B
"June 4, 2019",11.83B
"May 30, 2019",11.84B
"May 16, 2019",11.85B
"May 13, 2019",11.86B
"May 2, 2019",11.85B
"May 1, 2019",11.88B
"April 24, 2019",11.60B
"April 22, 2019",11.69B
"April 18, 2019",11.69B
"April 11, 2019",11.67B
"April 8, 2019",11.67B
"March 29, 2019",11.67B
"March 27, 2019",11.62B
"March 14, 2019",11.63B
"March 13, 2019",11.84B
"March 11, 2019",11.84B
"March 7, 2019",11.85B
"March 4, 2019",11.85B
"Feb. 27, 2019",11.76B
"Feb. 21, 2019",11.76B
"Feb. 20, 2019",11.70B
"Feb. 7, 2019",11.75B
"Jan. 30, 2019",11.85B
"Jan. 29, 2019",11.85B
"Jan. 22, 2019",11.85B
"Jan. 18, 2019",11.86B
"Jan. 11, 2019",11.86B
"Jan. 10, 2019",11.84B
"Jan. 7, 2019",11.84B
"Jan. 4, 2019",11.82B
"Dec. 31, 2018",11.62B
"Dec. 24, 2018",11.43B
"Dec. 14, 2018",11.33B
"Dec. 4, 2018",11.33B
"Nov. 30, 2018",11.32B
"Nov. 6, 2018",11.32B
"Nov. 5, 2018",11.33B
"Nov. 1, 2018",11.34B
"Oct. 31, 2018",11.30B
"Oct. 19, 2018",11.49B
"Oct. 18, 2018",11.49B
"Oct. 11, 2018",11.51B
"Oct. 9, 2018",11.49B
"Sept. 21, 2018",11.33B
"Sept. 11, 2018",11.33B
"Aug. 29, 2018",11.33B
"Aug. 28, 2018",11.27B
"Aug. 7, 2018",11.43B
"Aug. 2, 2018",11.50B
"Aug. 1, 2018",10.71B
"July 23, 2018",11.50B
"July 19, 2018",11.49B
"July 13, 2018",11.50B
"July 11, 2018",11.49B
"June 30, 2018",11.55B
"June 26, 2018",11.39B
"June 25, 2018",11.39B
"June 23, 2018",11.38B
"June 22, 2018",11.55B
"June 21, 2018",11.57B
"June 13, 2018",11.57B
"June 11, 2018",11.57B
"June 6, 2018",11.48B
"May 29, 2018",11.57B
"May 15, 2018",11.54B
"April 30, 2018",11.54B
"April 26, 2018",11.49B
"April 25, 2018",11.46B
"April 19, 2018",11.45B
"April 18, 2018",11.42B
"April 17, 2018",11.43B
"April 13, 2018",11.41B
"April 10, 2018",11.41B
"April 9, 2018",11.41B
"March 14, 2018",11.44B
"March 9, 2018",11.44B
"March 8, 2018",11.45B
"March 1, 2018",11.45B
"Feb. 27, 2018",11.43B
"Feb. 26, 2018",11.79B
"Feb. 23, 2018",11.54B
"Feb. 15, 2018",11.74B
"Feb. 1, 2018",11.74B
"Jan. 19, 2018",11.75B
"Jan. 18, 2018",11.75B
"Jan. 17, 2018",11.85B
"Jan. 11, 2018",11.80B
"Jan. 10, 2018",11.76B
"Jan. 8, 2018",11.75B
"Jan. 2, 2018",11.75B
