date,beneish_m_score
"Dec. 31, 2010",-2.722
"Dec. 31, 2009",-3.242
"Dec. 31, 2008",
"Dec. 31, 2007",
"Dec. 31, 2006",-3.007
"Dec. 31, 2005",-2.302
