date,cash_financing_ttm
"Dec. 31, 2019",1.638B
"Sept. 30, 2019",1.455B
"June 30, 2019",1.666B
"March 31, 2019",1.531B
"Dec. 31, 2018",1.420B
"Sept. 30, 2018",1.685B
"June 30, 2018",995.09M
"March 31, 2018",1.475B
"Dec. 31, 2017",810.98M
"Sept. 30, 2017",475.08M
"June 30, 2017",726.11M
"March 31, 2017",-220.04M
"Dec. 31, 2016",688.23M
"Sept. 30, 2016",477.80M
"June 30, 2016",385.76M
"March 31, 2016",484.99M
"Dec. 31, 2015",-753.47M
"Sept. 30, 2015",-403.21M
"June 30, 2015",-505.14M
"March 31, 2015",-462.53M
"Dec. 31, 2014",-252.17M
"Sept. 30, 2014",-465.52M
"June 30, 2014",-575.11M
"March 31, 2014",-170.39M
"Dec. 31, 2013",-380.82M
"Sept. 30, 2013",70.05M
"June 30, 2013",604.13M
"March 31, 2013",245.86M
"Dec. 31, 2012",538.15M
"Sept. 30, 2012",-81.34M
"June 30, 2012",-467.11M
"March 31, 2012",-148.42M
"Dec. 31, 2011",-282.28M
"Sept. 30, 2011",-859.86M
"June 30, 2011",-1.011B
"March 31, 2011",-1.550B
"Dec. 31, 2010",-1.767B
"Sept. 30, 2010",-646.45M
"June 30, 2010",-1.182B
"March 31, 2010",-1.414B
"Dec. 31, 2009",-1.048B
"Sept. 30, 2009",-1.973B
"June 30, 2009",-533.90M
"March 31, 2009",281.64M
"Dec. 31, 2008",-70.76M
"Sept. 30, 2008",71.40M
"June 30, 2008",-633.78M
"March 31, 2008",-260.71M
"Dec. 31, 2007",-221.59M
"Sept. 30, 2007",-126.80M
"June 30, 2007",-464.90M
"March 31, 2007",-1.259B
"Dec. 31, 2006",-1.084B
"Sept. 30, 2006",-286.79M
"June 30, 2006",320.93M
"March 31, 2006",585.70M
"Dec. 31, 2005",496.39M
"Sept. 30, 2005",-852.47M
"June 30, 2005",-1.384B
"March 31, 2005",-1.786B
"Dec. 31, 2004",-1.672B
"Sept. 30, 2004",-1.221B
"June 30, 2004",-1.612B
"March 31, 2004",-430.24M
"Dec. 31, 2003",-869.13M
"Sept. 30, 2003",51.22M
"June 30, 2003",463.54M
"March 31, 2003",-314.82M
"Dec. 31, 2002",-212.61M
"Sept. 30, 2002",-1.308B
"June 30, 2002",-916.35M
"March 31, 2002",-1.130B
"Dec. 31, 2001",-622.00M
"Sept. 30, 2001",260.27M
"June 30, 2001",-454.80M
"March 31, 2001",-29.46M
"Dec. 31, 2000",20.82M
"Sept. 30, 2000",-319.17M
"June 30, 2000",-13.91M
"March 31, 2000",-409.22M
"Dec. 31, 1999",-911.00M
"Sept. 30, 1999",-1.742B
"June 30, 1999",-1.711B
"March 31, 1999",-1.823B
"Dec. 31, 1998",-1.464B
"Sept. 30, 1998",-394.20M
"June 30, 1998",-337.90M
"March 31, 1998",-211.40M
"Dec. 31, 1997",1.512B
"Sept. 30, 1997",1.122B
"June 30, 1997",1.078B
"March 31, 1997",828.80M
"Dec. 31, 1996",101.40M
"Sept. 30, 1996",217.40M
"June 30, 1996",320.90M
"March 31, 1996",615.60M
"Dec. 31, 1995",-714.50M
"Sept. 30, 1995",-805.60M
"June 30, 1995",-807.80M
"March 31, 1995",-751.50M
"Dec. 31, 1994",-748.20M
"Sept. 30, 1994",-568.30M
"June 30, 1994",-522.10M
"March 31, 1994",-577.30M
"Dec. 31, 1993",-341.00M
