date,revenues_ttm
"Dec. 31, 2019",10.88B
"Sept. 30, 2019",10.93B
"June 30, 2019",10.89B
"March 31, 2019",10.90B
"Dec. 31, 2018",11.01B
"Sept. 30, 2018",11.12B
"June 30, 2018",11.26B
"March 31, 2018",11.21B
"Dec. 31, 2017",11.07B
"Sept. 30, 2017",11.10B
"June 30, 2017",10.98B
"March 31, 2017",10.82B
"Dec. 31, 2016",10.85B
"Sept. 30, 2016",10.71B
"June 30, 2016",10.95B
"March 31, 2016",11.20B
"Dec. 31, 2015",11.51B
"Sept. 30, 2015",11.84B
"June 30, 2015",11.92B
"March 31, 2015",12.21B
"Dec. 31, 2014",12.49B
"Sept. 30, 2014",12.36B
"June 30, 2014",12.25B
"March 31, 2014",11.99B
"Dec. 31, 2013",11.39B
"Sept. 30, 2013",11.14B
"June 30, 2013",10.75B
"March 31, 2013",10.53B
"Dec. 31, 2012",10.30B
"Sept. 30, 2012",10.35B
"June 30, 2012",10.79B
"March 31, 2012",11.07B
"Dec. 31, 2011",11.23B
"Sept. 30, 2011",11.27B
"June 30, 2011",11.21B
"March 31, 2011",11.27B
"Dec. 31, 2010",11.49B
"Sept. 30, 2010",11.45B
"June 30, 2010",11.06B
"March 31, 2010",10.72B
"Dec. 31, 2009",10.75B
"Sept. 30, 2009",11.25B
"June 30, 2009",12.27B
"March 31, 2009",13.02B
"Dec. 31, 2008",13.09B
"Sept. 30, 2008",12.82B
"June 30, 2008",12.15B
"March 31, 2008",11.66B
"Dec. 31, 2007",11.48B
"Sept. 30, 2007",11.23B
"June 30, 2007",11.20B
"March 31, 2007",11.06B
"Dec. 31, 2006",10.93B
"Sept. 30, 2006",11.10B
"June 30, 2006",10.75B
"March 31, 2006",10.56B
"Dec. 31, 2005",10.11B
"Sept. 30, 2005",9.439B
"June 30, 2005",9.504B
"March 31, 2005",9.544B
"Dec. 31, 2004",9.686B
"Sept. 30, 2004",9.803B
"June 30, 2004",9.540B
"March 31, 2004",9.409B
"Dec. 31, 2003",9.195B
"Sept. 30, 2003",8.971B
"June 30, 2003",8.739B
"March 31, 2003",8.482B
"Dec. 31, 2002",8.305B
"Sept. 30, 2002",8.324B
"June 30, 2002",8.431B
"March 31, 2002",8.840B
"Dec. 31, 2001",9.632B
"Sept. 30, 2001",10.38B
"June 30, 2001",11.23B
"March 31, 2001",10.86B
"Dec. 31, 2000",10.02B
"Sept. 30, 2000",9.126B
"June 30, 2000",8.759B
"March 31, 2000",8.937B
"Dec. 31, 1999",8.766B
"Sept. 30, 1999",9.106B
"June 30, 1999",10.63B
"March 31, 1999",10.82B
"Dec. 31, 1998",11.49B
"Sept. 30, 1998",11.93B
"June 30, 1998",10.14B
"March 31, 1998",9.806B
"Dec. 31, 1997",9.539B
"Sept. 30, 1997",8.584B
"June 30, 1997",7.934B
"March 31, 1997",7.610B
"Dec. 31, 1996",7.163B
"Sept. 30, 1996",7.017B
"June 30, 1996",6.824B
"March 31, 1996",6.535B
"Dec. 31, 1995",6.273B
"Sept. 30, 1995",6.041B
"June 30, 1995",5.892B
"March 31, 1995",5.913B
"Dec. 31, 1994",5.982B
"Sept. 30, 1994",5.866B
"June 30, 1994",5.471B
"March 31, 1994",4.955B
"Dec. 31, 1993",4.475B
"Sept. 30, 1993",4.411B
"June 30, 1993",4.238B
"March 31, 1993",4.126B
"Dec. 31, 1992",4.116B
"Sept. 30, 1992",4.034B
"June 30, 1992",4.052B
"March 31, 1992",4.075B
"Dec. 31, 1991",4.051B
"Sept. 30, 1991",4.056B
"June 30, 1991",4.028B
"March 31, 1991",3.986B
"Dec. 31, 1990",3.982B
"Sept. 30, 1990",3.940B
"June 30, 1990",3.815B
"March 31, 1990",3.806B
"Dec. 31, 1989",3.848B
"Sept. 30, 1989",3.808B
"June 30, 1989",3.801B
"March 31, 1989",3.690B
"Dec. 31, 1988",3.565B
"Sept. 30, 1988",3.500B
"June 30, 1988",3.480B
"March 31, 1988",3.492B
"Dec. 31, 1987",3.455B
"Sept. 30, 1987",3.473B
"June 30, 1987",3.472B
"March 31, 1987",3.451B
"Dec. 31, 1986",3.486B
"Sept. 30, 1986",3.499B
"June 30, 1986",3.235B
"March 31, 1986",3.174B
"Dec. 31, 1985",3.123B
"Sept. 30, 1985",3.037B
"June 30, 1985",3.181B
"March 31, 1985",3.16B
"Dec. 31, 1984",3.146B
