date,market_cap
"March 19, 2020",16.79B
"March 18, 2020",17.26B
"March 17, 2020",19.90B
"March 16, 2020",17.32B
"March 13, 2020",20.56B
"March 12, 2020",20.30B
"March 11, 2020",22.29B
"March 10, 2020",23.83B
"March 9, 2020",23.05B
"March 6, 2020",24.82B
"March 5, 2020",25.46B
"March 4, 2020",25.64B
"March 3, 2020",24.34B
"March 2, 2020",24.79B
"Feb. 28, 2020",23.35B
"Feb. 27, 2020",24.13B
"Feb. 26, 2020",25.10B
"Feb. 25, 2020",25.23B
"Feb. 24, 2020",25.91B
"Feb. 21, 2020",25.96B
"Feb. 20, 2020",26.25B
"Feb. 19, 2020",26.58B
"Feb. 18, 2020",26.92B
"Feb. 14, 2020",26.79B
"Feb. 13, 2020",26.61B
"Feb. 12, 2020",26.28B
"Feb. 11, 2020",26.54B
"Feb. 10, 2020",26.54B
"Feb. 7, 2020",26.35B
"Feb. 6, 2020",26.25B
"Feb. 5, 2020",26.08B
"Feb. 4, 2020",26.08B
"Feb. 3, 2020",26.40B
"Jan. 31, 2020",26.27B
"Jan. 30, 2020",26.23B
"Jan. 29, 2020",26.00B
"Jan. 28, 2020",25.89B
"Jan. 27, 2020",25.80B
"Jan. 24, 2020",26.03B
"Jan. 23, 2020",25.88B
"Jan. 22, 2020",25.47B
"Jan. 21, 2020",25.36B
"Jan. 17, 2020",25.15B
"Jan. 16, 2020",24.88B
"Jan. 15, 2020",24.64B
"Jan. 14, 2020",24.21B
"Jan. 13, 2020",24.20B
"Jan. 10, 2020",24.02B
"Jan. 9, 2020",23.95B
"Jan. 8, 2020",23.69B
"Jan. 7, 2020",23.72B
"Jan. 6, 2020",23.73B
"Jan. 3, 2020",23.64B
"Jan. 2, 2020",23.49B
"Dec. 31, 2019",23.86B
"Dec. 30, 2019",23.75B
"Dec. 27, 2019",23.86B
"Dec. 26, 2019",23.80B
"Dec. 24, 2019",23.78B
"Dec. 23, 2019",23.61B
"Dec. 20, 2019",23.93B
"Dec. 19, 2019",23.79B
"Dec. 18, 2019",23.82B
"Dec. 17, 2019",23.66B
"Dec. 16, 2019",23.72B
"Dec. 13, 2019",23.55B
"Dec. 12, 2019",23.28B
"Dec. 11, 2019",23.53B
"Dec. 10, 2019",23.43B
"Dec. 9, 2019",23.53B
"Dec. 6, 2019",23.51B
"Dec. 5, 2019",23.58B
"Dec. 4, 2019",23.52B
"Dec. 3, 2019",23.28B
"Dec. 2, 2019",23.09B
"Nov. 29, 2019",23.17B
"Nov. 27, 2019",23.28B
"Nov. 26, 2019",23.19B
"Nov. 25, 2019",22.97B
"Nov. 22, 2019",23.04B
"Nov. 21, 2019",23.08B
"Nov. 20, 2019",23.31B
"Nov. 19, 2019",23.13B
"Nov. 18, 2019",23.27B
"Nov. 15, 2019",23.24B
"Nov. 14, 2019",23.27B
"Nov. 13, 2019",23.40B
"Nov. 12, 2019",22.87B
"Nov. 11, 2019",22.72B
"Nov. 8, 2019",22.88B
"Nov. 7, 2019",22.84B
"Nov. 6, 2019",23.17B
"Nov. 5, 2019",23.21B
"Nov. 4, 2019",23.61B
"Nov. 1, 2019",23.82B
"Oct. 31, 2019",24.19B
"Oct. 30, 2019",24.20B
"Oct. 29, 2019",23.70B
"Oct. 28, 2019",23.52B
"Oct. 25, 2019",23.94B
"Oct. 24, 2019",24.14B
"Oct. 23, 2019",24.02B
"Oct. 22, 2019",23.77B
"Oct. 21, 2019",23.70B
"Oct. 18, 2019",23.52B
"Oct. 17, 2019",23.35B
"Oct. 16, 2019",23.10B
"Oct. 15, 2019",23.00B
"Oct. 14, 2019",23.22B
"Oct. 11, 2019",23.34B
"Oct. 10, 2019",23.45B
"Oct. 9, 2019",23.50B
"Oct. 8, 2019",23.42B
"Oct. 7, 2019",23.45B
"Oct. 4, 2019",23.65B
"Oct. 3, 2019",23.19B
"Oct. 2, 2019",23.18B
"Oct. 1, 2019",23.36B
"Sept. 30, 2019",23.36B
"Sept. 27, 2019",23.36B
"Sept. 26, 2019",23.37B
"Sept. 25, 2019",23.24B
"Sept. 24, 2019",23.28B
"Sept. 23, 2019",22.99B
"Sept. 20, 2019",22.91B
"Sept. 19, 2019",22.88B
"Sept. 18, 2019",22.80B
"Sept. 17, 2019",22.76B
"Sept. 16, 2019",22.57B
"Sept. 13, 2019",22.57B
"Sept. 12, 2019",22.64B
"Sept. 11, 2019",22.45B
"Sept. 10, 2019",22.32B
"Sept. 9, 2019",22.39B
"Sept. 6, 2019",22.58B
"Sept. 5, 2019",22.77B
"Sept. 4, 2019",22.98B
"Sept. 3, 2019",22.90B
"Aug. 30, 2019",22.44B
"Aug. 29, 2019",22.47B
"Aug. 28, 2019",22.33B
"Aug. 27, 2019",22.29B
"Aug. 26, 2019",22.18B
"Aug. 23, 2019",21.84B
"Aug. 22, 2019",22.13B
"Aug. 21, 2019",22.20B
"Aug. 20, 2019",21.91B
"Aug. 19, 2019",21.83B
"Aug. 16, 2019",21.71B
"Aug. 15, 2019",21.67B
"Aug. 14, 2019",21.27B
"Aug. 13, 2019",21.44B
"Aug. 12, 2019",21.43B
"Aug. 9, 2019",21.36B
"Aug. 8, 2019",21.28B
"Aug. 7, 2019",21.06B
"Aug. 6, 2019",21.19B
"Aug. 5, 2019",20.86B
"Aug. 2, 2019",21.22B
"Aug. 1, 2019",21.27B
"July 31, 2019",21.00B
"July 30, 2019",20.64B
"July 29, 2019",20.85B
"July 26, 2019",20.60B
"July 25, 2019",20.67B
"July 24, 2019",20.79B
"July 23, 2019",20.83B
"July 22, 2019",20.94B
"July 19, 2019",20.98B
"July 18, 2019",21.21B
"July 17, 2019",20.97B
"July 16, 2019",20.84B
"July 15, 2019",20.83B
"July 12, 2019",20.64B
"July 11, 2019",20.75B
"July 10, 2019",20.80B
"July 9, 2019",20.71B
"July 8, 2019",20.74B
"July 5, 2019",20.73B
"July 3, 2019",20.77B
"July 2, 2019",20.60B
"July 1, 2019",20.27B
"June 28, 2019",20.42B
"June 27, 2019",20.17B
"June 26, 2019",20.08B
"June 25, 2019",20.48B
"June 24, 2019",20.57B
"June 21, 2019",20.68B
"June 20, 2019",20.52B
"June 19, 2019",20.33B
"June 18, 2019",20.10B
"June 17, 2019",20.19B
"June 14, 2019",20.24B
"June 13, 2019",20.04B
"June 12, 2019",20.10B
"June 11, 2019",19.74B
"June 10, 2019",19.81B
"June 7, 2019",19.96B
"June 6, 2019",20.03B
"June 5, 2019",19.89B
"June 4, 2019",19.33B
"June 3, 2019",19.44B
"May 31, 2019",19.26B
"May 30, 2019",19.08B
"May 29, 2019",18.17B
"May 28, 2019",18.41B
"May 24, 2019",18.80B
"May 23, 2019",18.87B
"May 22, 2019",18.71B
"May 21, 2019",18.55B
"May 20, 2019",18.60B
"May 17, 2019",18.59B
"May 16, 2019",18.41B
"May 15, 2019",18.29B
"May 14, 2019",18.33B
"May 13, 2019",18.51B
"May 10, 2019",18.30B
"May 9, 2019",17.91B
"May 8, 2019",17.90B
"May 7, 2019",18.33B
"May 6, 2019",18.27B
"May 3, 2019",18.35B
"May 2, 2019",18.27B
"May 1, 2019",18.21B
"April 30, 2019",18.40B
"April 29, 2019",18.04B
"April 26, 2019",18.07B
"April 25, 2019",18.08B
"April 24, 2019",17.97B
"April 23, 2019",17.91B
"April 22, 2019",17.78B
"April 18, 2019",17.75B
"April 17, 2019",17.64B
"April 16, 2019",17.74B
"April 15, 2019",18.05B
"April 12, 2019",18.09B
"April 11, 2019",18.05B
"April 10, 2019",17.96B
"April 9, 2019",17.99B
"April 8, 2019",17.92B
"April 5, 2019",17.94B
"April 4, 2019",17.78B
"April 3, 2019",17.86B
"April 2, 2019",17.88B
"April 1, 2019",17.92B
"March 29, 2019",18.21B
"March 28, 2019",18.11B
"March 27, 2019",18.28B
"March 26, 2019",18.38B
"March 25, 2019",18.25B
"March 22, 2019",18.31B
"March 21, 2019",18.09B
"March 20, 2019",17.82B
"March 19, 2019",17.75B
"March 18, 2019",18.00B
"March 15, 2019",18.03B
"March 14, 2019",18.08B
"March 13, 2019",18.10B
"March 12, 2019",18.07B
"March 11, 2019",17.90B
"March 8, 2019",17.62B
"March 7, 2019",17.55B
"March 6, 2019",17.54B
"March 5, 2019",17.56B
"March 4, 2019",17.65B
"March 1, 2019",17.68B
"Feb. 28, 2019",17.69B
"Feb. 27, 2019",17.53B
"Feb. 26, 2019",17.57B
"Feb. 25, 2019",17.53B
"Feb. 22, 2019",17.59B
"Feb. 21, 2019",17.29B
"Feb. 20, 2019",17.30B
"Feb. 19, 2019",17.07B
"Feb. 15, 2019",17.04B
"Feb. 14, 2019",17.00B
"Feb. 13, 2019",16.94B
"Feb. 12, 2019",17.23B
"Feb. 11, 2019",17.18B
"Feb. 8, 2019",17.22B
"Feb. 7, 2019",17.11B
"Feb. 6, 2019",16.98B
"Feb. 5, 2019",16.91B
"Feb. 4, 2019",16.91B
"Feb. 1, 2019",16.84B
"Jan. 31, 2019",16.91B
"Jan. 30, 2019",16.47B
"Jan. 29, 2019",16.37B
"Jan. 28, 2019",16.36B
"Jan. 25, 2019",16.47B
"Jan. 24, 2019",16.76B
"Jan. 23, 2019",16.61B
"Jan. 22, 2019",16.38B
"Jan. 18, 2019",16.31B
"Jan. 17, 2019",16.26B
"Jan. 16, 2019",16.33B
"Jan. 15, 2019",16.38B
"Jan. 14, 2019",16.01B
"Jan. 11, 2019",16.22B
"Jan. 10, 2019",16.38B
"Jan. 9, 2019",16.15B
"Jan. 8, 2019",16.24B
"Jan. 7, 2019",15.96B
"Jan. 4, 2019",16.03B
"Jan. 3, 2019",15.91B
"Jan. 2, 2019",15.88B
"Dec. 31, 2018",16.27B
"Dec. 28, 2018",16.07B
"Dec. 27, 2018",16.04B
"Dec. 26, 2018",15.87B
"Dec. 24, 2018",15.65B
"Dec. 21, 2018",16.31B
"Dec. 20, 2018",16.42B
"Dec. 19, 2018",16.32B
"Dec. 18, 2018",16.37B
"Dec. 17, 2018",16.31B
"Dec. 14, 2018",16.88B
"Dec. 13, 2018",17.00B
"Dec. 12, 2018",16.71B
"Dec. 11, 2018",16.23B
"Dec. 10, 2018",16.15B
"Dec. 7, 2018",16.02B
"Dec. 6, 2018",15.99B
"Dec. 4, 2018",16.12B
"Dec. 3, 2018",15.91B
"Nov. 30, 2018",15.77B
"Nov. 29, 2018",15.55B
"Nov. 28, 2018",15.59B
"Nov. 27, 2018",15.63B
"Nov. 26, 2018",15.55B
"Nov. 23, 2018",15.46B
"Nov. 21, 2018",15.46B
"Nov. 20, 2018",15.64B
"Nov. 19, 2018",15.72B
"Nov. 16, 2018",15.64B
"Nov. 15, 2018",15.57B
"Nov. 14, 2018",15.49B
"Nov. 13, 2018",15.56B
"Nov. 12, 2018",15.56B
"Nov. 9, 2018",15.50B
"Nov. 8, 2018",15.42B
"Nov. 7, 2018",15.45B
"Nov. 6, 2018",15.47B
"Nov. 5, 2018",15.28B
"Nov. 2, 2018",15.08B
"Nov. 1, 2018",15.04B
"Oct. 31, 2018",15.21B
"Oct. 30, 2018",15.02B
"Oct. 29, 2018",15.22B
"Oct. 26, 2018",14.93B
"Oct. 25, 2018",15.12B
"Oct. 24, 2018",15.47B
"Oct. 23, 2018",15.06B
"Oct. 22, 2018",15.10B
"Oct. 19, 2018",15.24B
"Oct. 18, 2018",14.96B
"Oct. 17, 2018",14.97B
"Oct. 16, 2018",14.98B
"Oct. 15, 2018",14.83B
"Oct. 12, 2018",14.74B
"Oct. 11, 2018",14.71B
"Oct. 10, 2018",15.02B
"Oct. 9, 2018",15.11B
"Oct. 8, 2018",15.15B
"Oct. 5, 2018",14.99B
"Oct. 4, 2018",14.71B
"Oct. 3, 2018",14.55B
"Oct. 2, 2018",14.82B
"Oct. 1, 2018",14.61B
"Sept. 28, 2018",14.67B
"Sept. 27, 2018",14.46B
"Sept. 26, 2018",14.30B
"Sept. 25, 2018",14.50B
"Sept. 24, 2018",14.77B
"Sept. 21, 2018",14.93B
"Sept. 20, 2018",14.92B
"Sept. 19, 2018",14.81B
"Sept. 18, 2018",15.18B
"Sept. 17, 2018",15.27B
"Sept. 14, 2018",15.15B
"Sept. 13, 2018",15.23B
"Sept. 12, 2018",15.20B
"Sept. 11, 2018",15.28B
"Sept. 10, 2018",15.41B
"Sept. 7, 2018",15.32B
"Sept. 6, 2018",15.47B
"Sept. 5, 2018",15.37B
"Sept. 4, 2018",15.25B
"Aug. 31, 2018",15.12B
"Aug. 30, 2018",15.25B
"Aug. 29, 2018",15.09B
"Aug. 28, 2018",15.12B
"Aug. 27, 2018",15.17B
"Aug. 24, 2018",15.39B
"Aug. 23, 2018",15.31B
"Aug. 22, 2018",15.24B
"Aug. 21, 2018",15.35B
"Aug. 20, 2018",15.41B
"Aug. 17, 2018",15.43B
"Aug. 16, 2018",15.40B
"Aug. 15, 2018",15.22B
"Aug. 14, 2018",15.19B
"Aug. 13, 2018",15.13B
"Aug. 10, 2018",15.08B
"Aug. 9, 2018",15.07B
"Aug. 8, 2018",14.94B
"Aug. 7, 2018",15.06B
"Aug. 6, 2018",15.09B
"Aug. 3, 2018",15.15B
"Aug. 2, 2018",14.97B
"Aug. 1, 2018",14.80B
"July 31, 2018",14.70B
"July 30, 2018",14.52B
"July 27, 2018",14.57B
"July 26, 2018",14.55B
"July 25, 2018",14.33B
"July 24, 2018",14.28B
"July 23, 2018",14.36B
"July 20, 2018",14.56B
"July 19, 2018",14.65B
"July 18, 2018",14.56B
"July 17, 2018",14.77B
"July 16, 2018",14.79B
"July 13, 2018",14.81B
"July 12, 2018",14.86B
"July 11, 2018",14.87B
"July 10, 2018",14.64B
"July 9, 2018",14.49B
"July 6, 2018",14.93B
"July 5, 2018",14.82B
"July 3, 2018",14.72B
"July 2, 2018",14.73B
"June 29, 2018",14.61B
"June 28, 2018",14.69B
"June 27, 2018",14.78B
"June 26, 2018",14.63B
"June 25, 2018",14.65B
"June 22, 2018",14.50B
"June 21, 2018",14.44B
"June 20, 2018",14.51B
"June 19, 2018",14.46B
"June 18, 2018",14.18B
"June 15, 2018",14.14B
"June 14, 2018",13.87B
"June 13, 2018",13.80B
"June 12, 2018",13.92B
"June 11, 2018",13.75B
"June 8, 2018",13.90B
"June 7, 2018",13.86B
"June 6, 2018",13.82B
"June 5, 2018",14.05B
"June 4, 2018",14.16B
"June 1, 2018",14.49B
"May 31, 2018",14.63B
"May 30, 2018",14.52B
"May 29, 2018",14.40B
"May 25, 2018",14.42B
"May 24, 2018",14.37B
"May 23, 2018",14.24B
"May 22, 2018",13.87B
"May 21, 2018",13.79B
"May 18, 2018",13.77B
"May 17, 2018",13.79B
"May 16, 2018",13.92B
"May 15, 2018",14.02B
"May 14, 2018",14.20B
"May 11, 2018",14.26B
"May 10, 2018",14.28B
"May 9, 2018",14.11B
"May 8, 2018",14.36B
"May 7, 2018",14.75B
"May 4, 2018",14.86B
"May 3, 2018",14.89B
"May 2, 2018",14.76B
"May 1, 2018",14.69B
"April 30, 2018",14.75B
"April 27, 2018",14.85B
"April 26, 2018",14.70B
"April 25, 2018",14.36B
"April 24, 2018",14.48B
"April 23, 2018",14.33B
"April 20, 2018",14.28B
"April 19, 2018",14.47B
"April 18, 2018",14.38B
"April 17, 2018",14.49B
"April 16, 2018",14.40B
"April 13, 2018",14.22B
"April 12, 2018",13.98B
"April 11, 2018",14.18B
"April 10, 2018",14.19B
"April 9, 2018",14.28B
"April 6, 2018",14.28B
"April 5, 2018",14.42B
"April 4, 2018",14.33B
"April 3, 2018",14.32B
"April 2, 2018",14.26B
"March 29, 2018",14.30B
"March 28, 2018",14.34B
"March 27, 2018",14.39B
"March 26, 2018",14.18B
"March 23, 2018",14.04B
"March 22, 2018",14.22B
"March 21, 2018",14.20B
"March 20, 2018",14.29B
"March 19, 2018",14.25B
"March 16, 2018",14.32B
"March 15, 2018",14.07B
"March 14, 2018",14.07B
"March 13, 2018",13.99B
"March 12, 2018",14.02B
"March 9, 2018",13.93B
"March 8, 2018",13.91B
"March 7, 2018",13.93B
"March 6, 2018",14.11B
"March 5, 2018",14.26B
"March 2, 2018",13.84B
"March 1, 2018",13.72B
"Feb. 28, 2018",13.71B
"Feb. 27, 2018",13.75B
"Feb. 26, 2018",13.91B
"Feb. 23, 2018",14.05B
"Feb. 22, 2018",13.56B
"Feb. 21, 2018",13.46B
"Feb. 20, 2018",13.64B
"Feb. 16, 2018",13.87B
"Feb. 15, 2018",13.79B
"Feb. 14, 2018",13.37B
"Feb. 13, 2018",13.57B
"Feb. 12, 2018",13.49B
"Feb. 9, 2018",13.40B
"Feb. 8, 2018",13.02B
"Feb. 7, 2018",13.15B
"Feb. 6, 2018",13.33B
"Feb. 5, 2018",13.45B
"Feb. 2, 2018",13.73B
"Feb. 1, 2018",13.94B
"Jan. 31, 2018",14.22B
"Jan. 30, 2018",14.06B
"Jan. 29, 2018",13.87B
"Jan. 26, 2018",14.13B
"Jan. 25, 2018",14.09B
"Jan. 24, 2018",13.85B
"Jan. 23, 2018",14.02B
"Jan. 22, 2018",13.87B
"Jan. 19, 2018",13.90B
"Jan. 18, 2018",14.04B
"Jan. 17, 2018",14.17B
"Jan. 16, 2018",14.02B
"Jan. 12, 2018",14.12B
"Jan. 11, 2018",14.29B
"Jan. 10, 2018",14.35B
"Jan. 9, 2018",14.46B
"Jan. 8, 2018",14.59B
"Jan. 5, 2018",14.43B
"Jan. 4, 2018",14.54B
"Jan. 3, 2018",14.75B
"Jan. 2, 2018",14.91B
"Dec. 29, 2017",14.67B
"Dec. 28, 2017",14.63B
"Dec. 27, 2017",14.51B
"Dec. 26, 2017",14.40B
"Dec. 22, 2017",14.48B
"Dec. 21, 2017",14.44B
"Dec. 20, 2017",14.46B
"Dec. 19, 2017",14.61B
"Dec. 18, 2017",14.90B
"Dec. 15, 2017",15.11B
"Dec. 14, 2017",14.90B
"Dec. 13, 2017",15.02B
"Dec. 12, 2017",15.01B
"Dec. 11, 2017",15.25B
"Dec. 8, 2017",15.15B
"Dec. 7, 2017",15.09B
"Dec. 6, 2017",15.07B
"Dec. 5, 2017",14.98B
"Dec. 4, 2017",15.21B
"Dec. 1, 2017",15.42B
"Nov. 30, 2017",15.59B
"Nov. 29, 2017",15.53B
"Nov. 28, 2017",15.56B
"Nov. 27, 2017",15.52B
"Nov. 24, 2017",15.39B
"Nov. 22, 2017",15.41B
"Nov. 21, 2017",15.43B
"Nov. 20, 2017",15.44B
"Nov. 17, 2017",15.59B
"Nov. 16, 2017",15.48B
"Nov. 15, 2017",15.58B
"Nov. 14, 2017",15.76B
"Nov. 13, 2017",15.62B
"Nov. 10, 2017",15.34B
"Nov. 9, 2017",15.58B
"Nov. 8, 2017",15.54B
"Nov. 7, 2017",15.65B
"Nov. 6, 2017",15.57B
"Nov. 3, 2017",15.68B
"Nov. 2, 2017",15.62B
"Nov. 1, 2017",15.44B
"Oct. 31, 2017",15.55B
"Oct. 30, 2017",15.52B
"Oct. 27, 2017",15.59B
"Oct. 26, 2017",15.48B
"Oct. 25, 2017",15.51B
"Oct. 24, 2017",15.44B
"Oct. 23, 2017",15.31B
"Oct. 20, 2017",15.39B
"Oct. 19, 2017",15.33B
"Oct. 18, 2017",15.21B
"Oct. 17, 2017",15.20B
"Oct. 16, 2017",14.98B
"Oct. 13, 2017",14.78B
"Oct. 12, 2017",14.69B
"Oct. 11, 2017",14.43B
"Oct. 10, 2017",14.31B
"Oct. 9, 2017",14.17B
"Oct. 6, 2017",14.13B
"Oct. 5, 2017",14.21B
"Oct. 4, 2017",14.08B
"Oct. 3, 2017",13.59B
"Oct. 2, 2017",13.73B
"Sept. 29, 2017",13.71B
"Sept. 28, 2017",13.70B
"Sept. 27, 2017",13.73B
"Sept. 26, 2017",13.90B
"Sept. 25, 2017",13.96B
"Sept. 22, 2017",13.78B
"Sept. 21, 2017",14.00B
"Sept. 20, 2017",13.97B
"Sept. 19, 2017",14.01B
"Sept. 18, 2017",14.07B
"Sept. 15, 2017",14.16B
"Sept. 14, 2017",14.21B
"Sept. 13, 2017",14.04B
"Sept. 12, 2017",14.19B
"Sept. 11, 2017",14.42B
"Sept. 8, 2017",14.33B
"Sept. 7, 2017",14.22B
"Sept. 6, 2017",14.13B
"Sept. 5, 2017",14.32B
"Sept. 1, 2017",14.23B
"Aug. 31, 2017",14.21B
"Aug. 30, 2017",14.25B
"Aug. 29, 2017",14.33B
"Aug. 28, 2017",14.33B
"Aug. 25, 2017",14.33B
"Aug. 24, 2017",14.18B
"Aug. 23, 2017",14.21B
"Aug. 22, 2017",14.11B
"Aug. 21, 2017",14.05B
"Aug. 18, 2017",13.97B
"Aug. 17, 2017",13.92B
"Aug. 16, 2017",14.02B
"Aug. 15, 2017",13.93B
"Aug. 14, 2017",13.83B
"Aug. 11, 2017",13.68B
"Aug. 10, 2017",13.79B
"Aug. 9, 2017",13.79B
"Aug. 8, 2017",13.91B
"Aug. 7, 2017",13.75B
"Aug. 4, 2017",13.80B
"Aug. 3, 2017",13.80B
"Aug. 2, 2017",13.74B
"Aug. 1, 2017",13.85B
"July 31, 2017",13.77B
"July 28, 2017",13.69B
"July 27, 2017",13.67B
"July 26, 2017",13.58B
"July 25, 2017",13.54B
"July 24, 2017",13.70B
"July 21, 2017",13.86B
"July 20, 2017",13.73B
"July 19, 2017",13.63B
"July 18, 2017",13.58B
"July 17, 2017",13.57B
"July 14, 2017",13.55B
"July 13, 2017",13.47B
"July 12, 2017",13.59B
"July 11, 2017",13.50B
"July 10, 2017",13.52B
"July 7, 2017",13.61B
"July 6, 2017",13.56B
"July 5, 2017",13.64B
"July 3, 2017",13.73B
"June 30, 2017",13.78B
"June 29, 2017",13.80B
"June 28, 2017",13.97B
"June 27, 2017",14.02B
"June 26, 2017",14.32B
"June 23, 2017",14.18B
"June 22, 2017",14.21B
"June 21, 2017",14.24B
"June 20, 2017",14.31B
"June 19, 2017",14.27B
"June 16, 2017",14.36B
"June 15, 2017",14.36B
"June 14, 2017",14.25B
"June 13, 2017",14.25B
"June 12, 2017",14.20B
"June 9, 2017",14.23B
"June 8, 2017",14.23B
"June 7, 2017",14.44B
"June 6, 2017",14.36B
"June 5, 2017",14.38B
"June 2, 2017",14.40B
"June 1, 2017",14.33B
"May 31, 2017",14.19B
"May 30, 2017",14.04B
"May 26, 2017",13.94B
"May 25, 2017",13.97B
"May 24, 2017",13.82B
"May 23, 2017",13.74B
"May 22, 2017",13.70B
"May 19, 2017",13.58B
"May 18, 2017",13.60B
"May 17, 2017",13.53B
"May 16, 2017",13.49B
"May 15, 2017",13.60B
"May 12, 2017",13.59B
"May 11, 2017",13.53B
"May 10, 2017",13.58B
"May 9, 2017",13.50B
"May 8, 2017",13.84B
"May 5, 2017",13.88B
"May 4, 2017",13.74B
"May 3, 2017",13.72B
"May 2, 2017",13.69B
"May 1, 2017",13.60B
"April 28, 2017",13.69B
"April 27, 2017",13.76B
"April 26, 2017",13.64B
"April 25, 2017",13.76B
"April 24, 2017",13.72B
"April 21, 2017",13.71B
"April 20, 2017",13.60B
"April 19, 2017",13.70B
"April 18, 2017",13.80B
"April 17, 2017",13.84B
"April 13, 2017",13.81B
"April 12, 2017",13.83B
"April 11, 2017",13.74B
