date,ca_score
"Dec. 31, 2019",-1.635
"Sept. 30, 2019",-1.72
"June 30, 2019",-1.760
"March 31, 2019",-1.807
"Dec. 31, 2018",-1.826
"Sept. 30, 2018",-1.751
"June 30, 2018",-1.704
"March 31, 2018",-1.685
"Dec. 31, 2017",-1.686
"Sept. 30, 2017",-1.932
"June 30, 2017",-1.909
"March 31, 2017",-1.865
"Dec. 31, 2016",-1.811
"Sept. 30, 2016",-1.560
"June 30, 2016",-1.720
"March 31, 2016",-1.721
"Dec. 31, 2015",-1.700
"Sept. 30, 2015",-1.617
"June 30, 2015",-1.448
"March 31, 2015",-1.429
"Dec. 31, 2014",-1.402
"Sept. 30, 2014",-1.402
"June 30, 2014",-1.427
"March 31, 2014",-1.448
"Dec. 31, 2013",-1.502
"Sept. 30, 2013",-1.498
"June 30, 2013",-1.462
"March 31, 2013",-1.455
"Dec. 31, 2012",-1.498
"Sept. 30, 2012",-1.474
"June 30, 2012",-1.474
"March 31, 2012",-1.443
"Dec. 31, 2011",-1.372
"Sept. 30, 2011",-1.347
"June 30, 2011",-1.323
"March 31, 2011",-1.301
"Dec. 31, 2010",-1.290
"Sept. 30, 2010",-1.265
"June 30, 2010",-1.244
"March 31, 2010",-1.264
"Dec. 31, 2009",-1.272
"Sept. 30, 2009",-1.278
"June 30, 2009",-1.286
"March 31, 2009",-1.262
"Dec. 31, 2008",-1.242
"Sept. 30, 2008",-1.239
"June 30, 2008",-1.215
"March 31, 2008",-1.190
"Dec. 31, 2007",-1.173
"Sept. 30, 2007",-1.132
"June 30, 2007",-1.119
"March 31, 2007",-1.085
"Dec. 31, 2006",-1.096
"Sept. 30, 2006",-1.095
"June 30, 2006",-1.090
"March 31, 2006",-1.066
"Dec. 31, 2005",-1.052
"Sept. 30, 2005",-1.030
"June 30, 2005",-1.001
"March 31, 2005",-0.9725
"Dec. 31, 2004",-0.9401
"Sept. 30, 2004",-0.9392
"June 30, 2004",-0.9444
"March 31, 2004",-0.9427
"Dec. 31, 2003",-0.9295
"Sept. 30, 2003",-0.9553
"June 30, 2003",-0.9539
"March 31, 2003",-0.9491
"Dec. 31, 2002",-1.064
"Sept. 30, 2002",-1.021
"June 30, 2002",-1.028
"March 31, 2002",-1.033
"Dec. 31, 2001",-0.958
"Sept. 30, 2001",-0.9236
"June 30, 2001",-0.8965
"March 31, 2001",-0.8853
"Dec. 31, 2000",-0.8749
"Sept. 30, 2000",-0.8519
"June 30, 2000",-0.8199
"March 31, 2000",-0.7921
"Dec. 31, 1999",-0.7854
"Sept. 30, 1999",-0.811
"June 30, 1999",-0.8678
"March 31, 1999",-0.9146
"Dec. 31, 1998",-0.9492
"Sept. 30, 1998",-1.903
"June 30, 1998",-1.559
"March 31, 1998",-1.579
"Dec. 31, 1997",-1.538
"Sept. 30, 1997",-0.5697
"June 30, 1997",-0.9209
"March 31, 1997",-0.8794
"Dec. 31, 1996",-0.8602
"Sept. 30, 1996",-0.8667
"June 30, 1996",-0.8706
"March 31, 1996",-0.8834
"Dec. 31, 1995",-0.8466
"Sept. 30, 1995",-0.8983
"June 30, 1995",-0.9309
"March 31, 1995",-0.9327
"Dec. 31, 1994",-0.9175
"Sept. 30, 1994",-0.879
"June 30, 1994",-0.874
"March 31, 1994",-0.8982
"Dec. 31, 1993",-0.9171
"Sept. 30, 1993",-0.7555
