date,market_beta_60_month
"Feb. 29, 2020",0.4358
"Jan. 31, 2020",0.2547
"Dec. 31, 2019",0.2682
"Nov. 30, 2019",0.2579
"Oct. 31, 2019",0.2763
"Sept. 30, 2019",0.2881
"Aug. 31, 2019",0.2864
"July 31, 2019",0.3367
"June 30, 2019",0.3729
"May 31, 2019",0.3602
"April 30, 2019",0.4015
"March 31, 2019",0.4038
"Feb. 28, 2019",0.4018
"Jan. 31, 2019",0.3883
"Dec. 31, 2018",0.3892
"Nov. 30, 2018",0.424
"Oct. 31, 2018",0.3953
"Sept. 30, 2018",0.4952
"Aug. 31, 2018",0.4819
"July 31, 2018",0.5082
"June 30, 2018",0.4663
"May 31, 2018",0.4579
"April 30, 2018",0.4516
"March 31, 2018",0.4765
"Feb. 28, 2018",0.5109
"Jan. 31, 2018",0.5011
"Dec. 31, 2017",0.5525
"Nov. 30, 2017",0.5505
"Oct. 31, 2017",0.5711
"Sept. 30, 2017",0.5028
"Aug. 31, 2017",0.5135
"July 31, 2017",0.506
"June 30, 2017",0.5111
"May 31, 2017",0.5253
"April 30, 2017",0.486
"March 31, 2017",0.4939
"Feb. 28, 2017",0.4876
"Jan. 31, 2017",0.4225
"Dec. 31, 2016",0.3834
"Nov. 30, 2016",0.3732
"Oct. 31, 2016",0.4004
"Sept. 30, 2016",0.3794
"Aug. 31, 2016",0.326
"July 31, 2016",0.3189
"June 30, 2016",0.3334
"May 31, 2016",0.339
"April 30, 2016",0.3407
"March 31, 2016",0.3426
"Feb. 29, 2016",0.2906
"Jan. 31, 2016",0.2902
"Dec. 31, 2015",0.3322
"Nov. 30, 2015",0.3213
"Oct. 31, 2015",0.3256
"Sept. 30, 2015",0.2874
"Aug. 31, 2015",0.2305
"July 31, 2015",0.1379
"June 30, 2015",0.1937
"May 31, 2015",0.1936
"April 30, 2015",0.2533
"March 31, 2015",0.2528
"Feb. 28, 2015",0.2754
"Jan. 31, 2015",0.3284
"Dec. 31, 2014",0.3666
"Nov. 30, 2014",0.3769
"Oct. 31, 2014",0.3835
"Sept. 30, 2014",0.3857
"Aug. 31, 2014",0.3865
"July 31, 2014",0.3625
"June 30, 2014",0.3348
"May 31, 2014",0.3241
"April 30, 2014",0.3856
"March 31, 2014",0.3228
"Feb. 28, 2014",0.3155
"Jan. 31, 2014",0.3893
"Dec. 31, 2013",0.4306
"Nov. 30, 2013",0.4298
"Oct. 31, 2013",0.345
"Sept. 30, 2013",0.4116
"Aug. 31, 2013",0.4686
"July 31, 2013",0.4606
"June 30, 2013",0.4829
"May 31, 2013",0.4622
"April 30, 2013",0.4672
"March 31, 2013",0.4667
"Feb. 28, 2013",0.4618
"Jan. 31, 2013",0.4678
"Dec. 31, 2012",0.4908
"Nov. 30, 2012",0.4901
"Oct. 31, 2012",0.4851
"Sept. 30, 2012",0.4999
"Aug. 31, 2012",0.5045
"July 31, 2012",0.514
"June 30, 2012",0.5189
"May 31, 2012",0.5148
"April 30, 2012",0.5243
"March 31, 2012",0.5374
"Feb. 29, 2012",0.5411
"Jan. 31, 2012",0.5424
"Dec. 31, 2011",0.5605
"Nov. 30, 2011",0.5591
"Oct. 31, 2011",0.5657
"Sept. 30, 2011",0.5933
"Aug. 31, 2011",0.6173
"July 31, 2011",0.6253
"June 30, 2011",0.6252
"May 31, 2011",0.6265
"April 30, 2011",0.6205
"March 31, 2011",0.6179
"Feb. 28, 2011",0.6134
"Jan. 31, 2011",0.6183
"Dec. 31, 2010",0.6171
"Nov. 30, 2010",0.6387
"Oct. 31, 2010",0.6312
"Sept. 30, 2010",0.6491
"Aug. 31, 2010",0.704
"July 31, 2010",0.7239
"June 30, 2010",0.7102
