date,days_payables_outstanding
"Dec. 31, 2019",80.34
"Sept. 30, 2019",69.92
"June 30, 2019",74.33
"March 31, 2019",79.08
"Dec. 31, 2018",72.73
"Sept. 30, 2018",64.58
"June 30, 2018",71.15
"March 31, 2018",72.79
"Dec. 31, 2017",65.85
"Sept. 30, 2017",56.03
"June 30, 2017",63.62
"March 31, 2017",67.70
"Dec. 31, 2016",70.13
"Sept. 30, 2016",53.82
"June 30, 2016",58.70
"March 31, 2016",57.33
"Dec. 31, 2015",54.78
"Sept. 30, 2015",45.65
"June 30, 2015",50.66
"March 31, 2015",52.24
"Dec. 31, 2014",52.15
"Sept. 30, 2014",46.18
"June 30, 2014",52.75
"March 31, 2014",55.42
"Dec. 31, 2013",49.53
"Sept. 30, 2013",45.51
"June 30, 2013",53.50
"March 31, 2013",60.36
"Dec. 31, 2012",73.27
"Sept. 30, 2012",62.08
"June 30, 2012",54.69
"March 31, 2012",55.52
"Dec. 31, 2011",23.43
"Sept. 30, 2011",63.57
"June 30, 2011",86.32
"March 31, 2011",104.48
"Dec. 31, 2010",104.50
"Sept. 30, 2010",69.38
"June 30, 2010",75.96
"March 31, 2010",77.07
"Dec. 31, 2009",102.85
"Sept. 30, 2009",79.71
"June 30, 2009",91.70
"March 31, 2009",85.76
"Dec. 31, 2008",95.09
"Sept. 30, 2008",72.84
"June 30, 2008",71.92
"March 31, 2008",79.06
"Dec. 31, 2007",77.46
"Sept. 30, 2007",67.48
"June 30, 2007",65.69
"March 31, 2007",70.72
"Dec. 31, 2006",76.42
"Sept. 30, 2006",51.66
"June 30, 2006",69.46
"March 31, 2006",93.17
"Dec. 31, 2005",104.44
"Sept. 30, 2005",85.57
"June 30, 2005",68.50
"March 31, 2005",78.72
"Dec. 31, 2004",98.20
"Sept. 30, 2004",50.68
"June 30, 2004",60.95
"March 31, 2004",63.85
"Dec. 31, 2003",63.24
"Sept. 30, 2003",50.78
"June 30, 2003",59.42
"March 31, 2003",85.59
"Dec. 31, 2002",101.10
"Sept. 30, 2002",59.40
"June 30, 2002",69.51
"March 31, 2002",74.71
"Dec. 31, 2001",72.83
"Sept. 30, 2001",44.82
"June 30, 2001",48.96
"March 31, 2001",55.79
"Dec. 31, 2000",60.04
"Sept. 30, 2000",39.10
"June 30, 2000",64.15
"March 31, 2000",63.61
"Dec. 31, 1999",135.42
"Sept. 30, 1999",38.80
"June 30, 1999",49.83
"March 31, 1999",59.80
"Dec. 31, 1998",85.27
"Sept. 30, 1998",31.36
"June 30, 1998",53.62
"March 31, 1998",60.92
"Dec. 31, 1997",
"Sept. 30, 1997",
"June 30, 1997",68.92
"March 31, 1997",59.28
"Dec. 31, 1996",79.88
"Sept. 30, 1996",60.11
"June 30, 1996",58.47
"March 31, 1996",61.65
"Dec. 31, 1995",50.88
"Sept. 30, 1995",32.61
"June 30, 1995",73.12
"March 31, 1995",99.04
"Dec. 31, 1994",94.89
"Sept. 30, 1994",64.36
"June 30, 1994",63.86
"March 31, 1994",76.55
"Dec. 31, 1993",109.17
"Sept. 30, 1993",96.65
"June 30, 1993",136.63
