date,pe_10
"March 19, 2020",22.66
"March 18, 2020",23.30
"March 17, 2020",26.86
"March 16, 2020",23.39
"March 13, 2020",27.75
"March 12, 2020",27.40
"March 11, 2020",30.09
"March 10, 2020",32.16
"March 9, 2020",31.11
"March 6, 2020",33.51
"March 5, 2020",34.37
"March 4, 2020",34.61
"March 3, 2020",32.86
"March 2, 2020",33.46
"Feb. 28, 2020",31.52
"Feb. 27, 2020",32.57
"Feb. 26, 2020",33.88
"Feb. 25, 2020",34.05
"Feb. 24, 2020",34.98
"Feb. 21, 2020",35.04
"Feb. 20, 2020",35.44
"Feb. 19, 2020",35.88
"Feb. 18, 2020",36.34
"Feb. 14, 2020",36.16
"Feb. 13, 2020",35.92
"Feb. 12, 2020",35.47
"Feb. 11, 2020",35.83
"Feb. 10, 2020",35.83
"Feb. 7, 2020",35.57
"Feb. 6, 2020",35.43
"Feb. 5, 2020",35.20
"Feb. 4, 2020",35.20
"Feb. 3, 2020",35.64
"Jan. 31, 2020",35.46
"Jan. 30, 2020",35.51
"Jan. 29, 2020",35.20
"Jan. 28, 2020",35.05
"Jan. 27, 2020",34.93
"Jan. 24, 2020",35.25
"Jan. 23, 2020",35.04
"Jan. 22, 2020",34.48
"Jan. 21, 2020",34.34
"Jan. 17, 2020",34.06
"Jan. 16, 2020",33.69
"Jan. 15, 2020",33.36
"Jan. 14, 2020",32.78
"Jan. 13, 2020",32.76
"Jan. 10, 2020",32.52
"Jan. 9, 2020",32.42
"Jan. 8, 2020",32.07
"Jan. 7, 2020",32.12
"Jan. 6, 2020",32.12
"Jan. 3, 2020",32.01
"Jan. 2, 2020",31.80
"Dec. 31, 2019",32.30
"Dec. 30, 2019",32.16
"Dec. 27, 2019",32.31
"Dec. 26, 2019",32.22
"Dec. 24, 2019",32.20
"Dec. 23, 2019",31.96
"Dec. 20, 2019",32.40
"Dec. 19, 2019",32.22
"Dec. 18, 2019",32.26
"Dec. 17, 2019",32.03
"Dec. 16, 2019",32.11
