date,asset_utilization
"Dec. 31, 2019",0.217
"Sept. 30, 2019",0.2209
"June 30, 2019",0.2227
"March 31, 2019",0.2258
"Dec. 31, 2018",0.2309
"Sept. 30, 2018",0.2351
"June 30, 2018",0.2406
"March 31, 2018",0.2419
"Dec. 31, 2017",0.2404
"Sept. 30, 2017",0.2399
"June 30, 2017",0.2378
"March 31, 2017",0.2345
"Dec. 31, 2016",0.2357
"Sept. 30, 2016",0.2335
"June 30, 2016",0.2404
"March 31, 2016",0.2454
"Dec. 31, 2015",0.2517
"Sept. 30, 2015",0.2588
"June 30, 2015",0.2618
"March 31, 2015",0.2708
"Dec. 31, 2014",0.2809
"Sept. 30, 2014",0.2817
"June 30, 2014",0.2809
"March 31, 2014",0.2767
"Dec. 31, 2013",0.2637
"Sept. 30, 2013",0.2594
"June 30, 2013",0.2532
"March 31, 2013",0.2508
"Dec. 31, 2012",0.2479
"Sept. 30, 2012",0.2541
"June 30, 2012",0.2685
"March 31, 2012",0.2788
"Dec. 31, 2011",0.2861
"Sept. 30, 2011",0.2902
"June 30, 2011",0.2907
"March 31, 2011",0.2938
"Dec. 31, 2010",0.3011
"Sept. 30, 2010",0.3042
"June 30, 2010",0.2971
"March 31, 2010",0.2897
"Dec. 31, 2009",0.2929
"Sept. 30, 2009",0.3084
"June 30, 2009",0.3393
"March 31, 2009",0.3654
"Dec. 31, 2008",0.3737
"Sept. 30, 2008",0.3721
"June 30, 2008",0.3589
"March 31, 2008",0.3516
"Dec. 31, 2007",0.3522
"Sept. 30, 2007",0.3511
"June 30, 2007",0.3572
"March 31, 2007",0.3593
"Dec. 31, 2006",0.3559
"Sept. 30, 2006",0.3641
"June 30, 2006",0.3571
"March 31, 2006",0.3561
"Dec. 31, 2005",0.3458
"Sept. 30, 2005",0.3272
"June 30, 2005",0.332
"March 31, 2005",0.333
"Dec. 31, 2004",0.3376
"Sept. 30, 2004",0.3411
"June 30, 2004",0.3322
"March 31, 2004",0.331
"Dec. 31, 2003",0.3264
"Sept. 30, 2003",0.3225
"June 30, 2003",0.3201
"March 31, 2003",0.3184
"Dec. 31, 2002",0.3153
"Sept. 30, 2002",0.3192
"June 30, 2002",0.3268
"March 31, 2002",0.3449
"Dec. 31, 2001",0.3759
"Sept. 30, 2001",0.411
"June 30, 2001",0.4516
"March 31, 2001",0.4439
"Dec. 31, 2000",0.4171
"Sept. 30, 2000",0.3864
"June 30, 2000",0.3739
"March 31, 2000",0.3863
"Dec. 31, 1999",0.3807
"Sept. 30, 1999",0.3809
"June 30, 1999",0.431
"March 31, 1999",0.4251
"Dec. 31, 1998",0.4373
"Sept. 30, 1998",0.4395
"June 30, 1998",0.3746
"March 31, 1998",0.3624
"Dec. 31, 1997",0.3635
"Sept. 30, 1997",0.337
"June 30, 1997",0.3218
"March 31, 1997",0.3183
"Dec. 31, 1996",0.3124
"Sept. 30, 1996",0.3069
"June 30, 1996",0.3002
"March 31, 1996",0.2891
"Dec. 31, 1995",0.2791
"Sept. 30, 1995",0.2675
"June 30, 1995",0.2606
"March 31, 1995",0.2615
"Dec. 31, 1994",0.2634
"Sept. 30, 1994",0.2578
"June 30, 1994",0.2403
"March 31, 1994",0.2173
"Dec. 31, 1993",0.1956
"Sept. 30, 1993",0.1928
