date,assets
"Dec. 31, 2019",51.72B
"Sept. 30, 2019",50.51B
"June 30, 2019",50.57B
"March 31, 2019",49.61B
"Dec. 31, 2018",48.28B
"Sept. 30, 2018",48.47B
"June 30, 2018",47.62B
"March 31, 2018",47.28B
"Dec. 31, 2017",46.71B
"Sept. 30, 2017",46.40B
"June 30, 2017",46.01B
"March 31, 2017",45.32B
"Dec. 31, 2016",45.90B
"Sept. 30, 2016",47.74B
"June 30, 2016",45.88B
"March 31, 2016",45.93B
"Dec. 31, 2015",44.65B
"Sept. 30, 2015",45.04B
"June 30, 2015",46.27B
"March 31, 2015",46.38B
"Dec. 31, 2014",46.41B
"Sept. 30, 2014",44.54B
"June 30, 2014",44.15B
"March 31, 2014",43.88B
"Dec. 31, 2013",43.41B
"Sept. 30, 2013",43.32B
"June 30, 2013",43.26B
"March 31, 2013",42.79B
"Dec. 31, 2012",43.20B
"Sept. 30, 2012",42.02B
"June 30, 2012",40.92B
"March 31, 2012",40.93B
"Dec. 31, 2011",40.70B
"Sept. 30, 2011",39.16B
"June 30, 2011",39.13B
"March 31, 2011",38.60B
"Dec. 31, 2010",38.69B
"Sept. 30, 2010",38.67B
"June 30, 2010",37.75B
"March 31, 2010",38.11B
"Dec. 31, 2009",37.56B
"Sept. 30, 2009",36.17B
"June 30, 2009",36.49B
"March 31, 2009",36.61B
"Dec. 31, 2008",36.62B
"Sept. 30, 2008",36.46B
"June 30, 2008",34.69B
"March 31, 2008",33.76B
"Dec. 31, 2007",33.64B
"Sept. 30, 2007",33.76B
"June 30, 2007",33.41B
"March 31, 2007",31.15B
"Dec. 31, 2006",31.08B
"Sept. 30, 2006",30.56B
"June 30, 2006",30.56B
"March 31, 2006",30.52B
"Dec. 31, 2005",30.86B
"Sept. 30, 2005",29.97B
"June 30, 2005",28.58B
"March 31, 2005",28.43B
"Dec. 31, 2004",28.31B
"Sept. 30, 2004",28.94B
"June 30, 2004",28.87B
"March 31, 2004",28.76B
"Dec. 31, 2003",28.55B
"Sept. 30, 2003",28.57B
"June 30, 2003",28.83B
"March 31, 2003",27.40B
"Dec. 31, 2002",27.50B
"Sept. 30, 2002",26.78B
"June 30, 2002",26.00B
"March 31, 2002",25.51B
"Dec. 31, 2001",25.91B
"Sept. 30, 2001",26.18B
"June 30, 2001",25.37B
"March 31, 2001",25.19B
"Dec. 31, 2000",25.45B
"Sept. 30, 2000",24.03B
"June 30, 2000",24.32B
"March 31, 2000",23.36B
"Dec. 31, 1999",22.97B
"Sept. 30, 1999",23.40B
"June 30, 1999",23.08B
"March 31, 1999",22.85B
"Dec. 31, 1998",22.84B
"Sept. 30, 1998",27.37B
"June 30, 1998",27.17B
"March 31, 1998",27.04B
"Dec. 31, 1997",27.00B
"Sept. 30, 1997",27.11B
"June 30, 1997",26.98B
"March 31, 1997",27.15B
"Dec. 31, 1996",22.96B
"Sept. 30, 1996",23.14B
"June 30, 1996",23.05B
"March 31, 1996",23.25B
"Dec. 31, 1995",22.27B
"Sept. 30, 1995",22.60B
"June 30, 1995",22.51B
"March 31, 1995",22.39B
"Dec. 31, 1994",22.62B
"Sept. 30, 1994",22.81B
"June 30, 1994",22.70B
"March 31, 1994",22.51B
"Dec. 31, 1993",22.88B
"Sept. 30, 1993",22.88B
"June 30, 1993",22.88B
"March 31, 1993",22.88B
