date,eps_ttm
"Dec. 31, 2019",6.28
"Sept. 30, 2019",4.00
"June 30, 2019",5.10
"March 31, 2019",5.22
"Dec. 31, 2018",4.63
"Sept. 30, 2018",2.33
"June 30, 2018",1.62
"March 31, 2018",2.55
"Dec. 31, 2017",2.28
"Sept. 30, 2017",-4.94
"June 30, 2017",-4.99
"March 31, 2017",-4.10
"Dec. 31, 2016",-3.28
"Sept. 30, 2016",7.16
"June 30, 2016",0.96
"March 31, 2016",-1.37
"Dec. 31, 2015",-1.00
"Sept. 30, 2015",-0.90
"June 30, 2015",4.41
"March 31, 2015",4.63
"Dec. 31, 2014",5.22
"Sept. 30, 2014",5.38
"June 30, 2014",5.45
"March 31, 2014",5.32
"Dec. 31, 2013",3.98
"Sept. 30, 2013",4.82
"June 30, 2013",5.37
"March 31, 2013",6.51
"Dec. 31, 2012",4.75
"Sept. 30, 2012",3.96
"June 30, 2012",5.60
"March 31, 2012",5.30
"Dec. 31, 2011",7.54
"Sept. 30, 2011",7.95
"June 30, 2011",7.04
"March 31, 2011",6.93
"Dec. 31, 2010",6.67
"Sept. 30, 2010",7.03
"June 30, 2010",6.73
"March 31, 2010",6.22
"Dec. 31, 2009",6.30
"Sept. 30, 2009",5.53
"June 30, 2009",5.62
"March 31, 2009",5.85
"Dec. 31, 2008",6.21
"Sept. 30, 2008",6.31
"June 30, 2008",6.20
"March 31, 2008",6.15
"Dec. 31, 2007",5.62
"Sept. 30, 2007",5.93
"June 30, 2007",5.46
"March 31, 2007",5.47
"Dec. 31, 2006",5.36
"Sept. 30, 2006",4.52
"June 30, 2006",4.34
"March 31, 2006",4.34
"Dec. 31, 2005",4.21
"Sept. 30, 2005",4.46
"June 30, 2005",4.03
"March 31, 2005",3.84
"Dec. 31, 2004",3.93
"Sept. 30, 2004",3.06
"June 30, 2004",3.41
"March 31, 2004",3.16
"Dec. 31, 2003",4.01
"Sept. 30, 2003",4.53
"June 30, 2003",4.55
"March 31, 2003",4.72
"Dec. 31, 2002",2.63
"Sept. 30, 2002",2.38
"June 30, 2002",2.18
"March 31, 2002",2.18
"Dec. 31, 2001",3.23
"Sept. 30, 2001",3.34
"June 30, 2001",3.29
"March 31, 2001",3.27
"Dec. 31, 2000",2.998
"Sept. 30, 2000",2.828
"June 30, 2000",2.648
"March 31, 2000",2.418
"Dec. 31, 1999",2.25
"Sept. 30, 1999",3.177
"June 30, 1999",3.037
"March 31, 1999",3.057
"Dec. 31, 1998",3.007
"Sept. 30, 1998",1.967
"June 30, 1998",1.277
"March 31, 1998",1.057
"Dec. 31, 1997",1.327
"Sept. 30, 1997",1.57
"June 30, 1997",2.46
"March 31, 1997",2.68
"Dec. 31, 1996",1.83
"Sept. 30, 1996",2.102
"June 30, 1996",2.042
"March 31, 1996",1.922
"Dec. 31, 1995",2.702
"Sept. 30, 1995",2.20
"June 30, 1995",1.67
"March 31, 1995",1.59
"Dec. 31, 1994",1.50
"Sept. 30, 1994",1.78
"June 30, 1994",2.49
"March 31, 1994",2.61
"Dec. 31, 1993",3.16
"Sept. 30, 1993",3.27
"June 30, 1993",3.09
"March 31, 1993",2.80
"Dec. 31, 1992",2.48
"Sept. 30, 1992",2.78
"June 30, 1992",2.74
"March 31, 1992",2.73
"Dec. 31, 1991",2.65
"Sept. 30, 1991",2.41
"June 30, 1991",2.36
"March 31, 1991",2.46
"Dec. 31, 1990",2.44
"Sept. 30, 1990",2.13
"June 30, 1990",-2.26
"March 31, 1990",-3.39
"Dec. 31, 1989",-4.40
