date,debt_equity_ratio
"Dec. 31, 2019",1.939
"Sept. 30, 2019",1.931
"June 30, 2019",1.938
"March 31, 2019",2.147
"Dec. 31, 2018",2.048
"Sept. 30, 2018",2.195
"June 30, 2018",2.226
"March 31, 2018",2.214
"Dec. 31, 2017",2.084
"Sept. 30, 2017",1.864
"June 30, 2017",1.942
"March 31, 2017",1.934
"Dec. 31, 2016",1.887
"Sept. 30, 2016",1.494
"June 30, 2016",1.518
"March 31, 2016",1.609
"Dec. 31, 2015",1.493
"Sept. 30, 2015",1.541
"June 30, 2015",1.361
"March 31, 2015",1.383
"Dec. 31, 2014",1.387
"Sept. 30, 2014",1.344
"June 30, 2014",1.357
"March 31, 2014",1.390
"Dec. 31, 2013",1.416
"Sept. 30, 2013",1.444
"June 30, 2013",1.478
"March 31, 2013",1.458
"Dec. 31, 2012",1.461
"Sept. 30, 2012",1.389
"June 30, 2012",1.369
"March 31, 2012",1.396
"Dec. 31, 2011",1.378
"Sept. 30, 2011",1.370
"June 30, 2011",1.417
"March 31, 2011",1.388
"Dec. 31, 2010",1.370
"Sept. 30, 2010",1.382
"June 30, 2010",1.333
"March 31, 2010",1.353
"Dec. 31, 2009",1.315
"Sept. 30, 2009",1.329
"June 30, 2009",1.247
"March 31, 2009",1.327
"Dec. 31, 2008",1.461
"Sept. 30, 2008",1.490
"June 30, 2008",1.484
"March 31, 2008",1.361
"Dec. 31, 2007",1.334
"Sept. 30, 2007",1.321
"June 30, 2007",1.318
"March 31, 2007",1.179
"Dec. 31, 2006",1.072
"Sept. 30, 2006",0.9951
"June 30, 2006",1.078
"March 31, 2006",1.071
"Dec. 31, 2005",1.110
"Sept. 30, 2005",1.055
"June 30, 2005",1.001
"March 31, 2005",0.9629
"Dec. 31, 2004",0.8824
"Sept. 30, 2004",0.8457
"June 30, 2004",0.8656
"March 31, 2004",0.86
"Dec. 31, 2003",0.8683
"Sept. 30, 2003",0.8969
"June 30, 2003",0.9936
"March 31, 2003",0.9338
"Dec. 31, 2002",1.056
"Sept. 30, 2002",1.024
"June 30, 2002",1.059
"March 31, 2002",1.050
"Dec. 31, 2001",1.088
"Sept. 30, 2001",1.150
"June 30, 2001",1.143
"March 31, 2001",1.200
"Dec. 31, 2000",1.181
"Sept. 30, 2000",1.029
"June 30, 2000",1.060
"March 31, 2000",1.033
"Dec. 31, 1999",0.9536
"Sept. 30, 1999",0.8633
"June 30, 1999",0.8863
"March 31, 1999",0.9166
"Dec. 31, 1998",0.9181
"Sept. 30, 1998",1.215
"June 30, 1998",1.271
"March 31, 1998",1.332
"Dec. 31, 1997",1.276
"Sept. 30, 1997",1.332
"June 30, 1997",1.351
"March 31, 1997",1.379
"Dec. 31, 1996",1.071
"Sept. 30, 1996",1.088
"June 30, 1996",1.165
"March 31, 1996",1.236
"Dec. 31, 1995",1.014
"Sept. 30, 1995",1.010
"June 30, 1995",1.041
"March 31, 1995",1.069
"Dec. 31, 1994",1.056
"Sept. 30, 1994",1.062
"June 30, 1994",1.067
"March 31, 1994",1.070
"Dec. 31, 1993",1.043
"Sept. 30, 1993",1.043
"June 30, 1993",1.043
"March 31, 1993",1.043
