date,three_year_return
"Sept. 5, 2018",38.08%
"Sept. 4, 2018",37.01%
"Aug. 31, 2018",27.95%
"Aug. 30, 2018",27.97%
"Aug. 29, 2018",26.62%
"Aug. 28, 2018",26.89%
"Aug. 27, 2018",27.49%
"Aug. 24, 2018",29.12%
"Aug. 23, 2018",21.96%
"Aug. 22, 2018",21.47%
"Aug. 21, 2018",22.34%
"Aug. 20, 2018",20.79%
"Aug. 17, 2018",20.75%
"Aug. 16, 2018",21.46%
"Aug. 15, 2018",20.03%
"Aug. 14, 2018",19.80%
"Aug. 13, 2018",19.86%
"Aug. 10, 2018",21.01%
"Aug. 9, 2018",18.60%
"Aug. 8, 2018",17.59%
"Aug. 7, 2018",18.50%
"Aug. 6, 2018",20.18%
"Aug. 3, 2018",17.65%
"Aug. 2, 2018",16.53%
"Aug. 1, 2018",15.21%
"July 31, 2018",14.45%
"July 30, 2018",14.08%
"July 27, 2018",14.42%
"July 26, 2018",16.21%
"July 25, 2018",14.51%
"July 24, 2018",14.12%
"July 23, 2018",13.93%
"July 20, 2018",11.39%
"July 19, 2018",11.92%
"July 18, 2018",11.29%
"July 17, 2018",12.89%
"July 16, 2018",12.11%
"July 13, 2018",13.34%
"July 12, 2018",13.37%
"July 11, 2018",13.41%
"July 10, 2018",11.64%
"July 9, 2018",10.52%
"July 6, 2018",13.92%
"July 5, 2018",14.02%
"July 3, 2018",13.22%
"July 2, 2018",13.29%
"June 29, 2018",15.50%
"June 28, 2018",15.25%
"June 27, 2018",15.93%
"June 26, 2018",14.74%
"June 25, 2018",16.63%
"June 22, 2018",12.18%
"June 21, 2018",11.56%
"June 20, 2018",12.13%
"June 19, 2018",11.75%
"June 18, 2018",8.83%
"June 15, 2018",10.23%
"June 14, 2018",8.49%
"June 13, 2018",7.92%
"June 12, 2018",8.87%
"June 11, 2018",6.48%
"June 8, 2018",6.82%
"June 7, 2018",6.25%
"June 6, 2018",5.93%
"June 5, 2018",7.75%
"June 4, 2018",6.16%
"June 1, 2018",4.61%
"May 31, 2018",5.81%
"May 30, 2018",5.03%
"May 29, 2018",4.12%
"May 25, 2018",4.85%
"May 24, 2018",4.52%
"May 23, 2018",3.55%
"May 22, 2018",0.84%
"May 21, 2018",0.17%
"May 18, 2018",1.14%
"May 17, 2018",1.71%
"May 16, 2018",2.65%
"May 15, 2018",3.43%
"May 14, 2018",5.82%
"May 11, 2018",3.63%
"May 10, 2018",3.35%
"May 9, 2018",2.12%
"May 8, 2018",3.93%
"May 7, 2018",6.64%
"May 4, 2018",5.63%
"May 3, 2018",6.68%
"May 2, 2018",5.73%
"May 1, 2018",5.23%
"April 30, 2018",5.71%
"April 27, 2018",5.08%
"April 26, 2018",2.72%
"April 25, 2018",0.35%
"April 24, 2018",1.21%
"April 23, 2018",0.87%
"April 20, 2018",0.79%
"April 19, 2018",3.53%
"April 18, 2018",2.94%
"April 17, 2018",3.70%
"April 16, 2018",2.93%
"April 13, 2018",1.77%
"April 12, 2018",-0.95%
"April 11, 2018",0.46%
"April 10, 2018",0.54%
"April 9, 2018",2.53%
"April 6, 2018",-0.54%
"April 5, 2018",2.69%
"April 4, 2018",2.02%
"April 3, 2018",1.96%
"April 2, 2018",1.57%
"March 29, 2018",2.74%
"March 28, 2018",3.03%
"March 27, 2018",3.40%
"March 26, 2018",2.12%
"March 23, 2018",-1.45%
"March 22, 2018",-0.89%
"March 21, 2018",-1.01%
"March 20, 2018",-0.37%
"March 19, 2018",0.77%
"March 16, 2018",3.79%
"March 15, 2018",3.86%
"March 14, 2018",3.82%
"March 13, 2018",3.27%
"March 12, 2018",1.27%
"March 9, 2018",2.78%
"March 8, 2018",2.67%
"March 7, 2018",2.80%
"March 6, 2018",4.08%
"March 5, 2018",2.01%
"March 2, 2018",-1.45%
"March 1, 2018",-4.57%
"Feb. 28, 2018",-4.64%
"Feb. 27, 2018",-4.36%
"Feb. 26, 2018",-2.84%
"Feb. 23, 2018",-3.16%
"Feb. 22, 2018",-5.41%
"Feb. 21, 2018",-6.15%
"Feb. 20, 2018",-4.90%
"Feb. 16, 2018",-3.03%
"Feb. 15, 2018",-3.55%
"Feb. 14, 2018",-6.50%
"Feb. 13, 2018",-5.14%
"Feb. 12, 2018",-7.46%
"Feb. 9, 2018",-8.82%
"Feb. 8, 2018",-12.61%
"Feb. 7, 2018",-11.70%
"Feb. 6, 2018",-10.50%
"Feb. 5, 2018",-14.00%
"Feb. 2, 2018",-13.81%
"Feb. 1, 2018",-11.87%
"Jan. 31, 2018",-10.08%
"Jan. 30, 2018",-10.98%
"Jan. 29, 2018",-14.54%
"Jan. 26, 2018",-11.87%
"Jan. 25, 2018",-12.86%
"Jan. 24, 2018",-14.40%
"Jan. 23, 2018",-13.33%
"Jan. 22, 2018",-14.08%
"Jan. 19, 2018",-13.17%
"Jan. 18, 2018",-12.27%
"Jan. 17, 2018",-11.46%
"Jan. 16, 2018",-12.41%
"Jan. 12, 2018",-10.13%
"Jan. 11, 2018",-9.82%
"Jan. 10, 2018",-9.47%
"Jan. 9, 2018",-8.74%
"Jan. 8, 2018",-8.44%
"Jan. 5, 2018",-8.19%
"Jan. 4, 2018",-8.17%
"Jan. 3, 2018",-6.86%
"Jan. 2, 2018",-5.83%
"Dec. 29, 2017",-10.72%
"Dec. 28, 2017",-10.24%
"Dec. 27, 2017",-10.97%
"Dec. 26, 2017",-11.63%
"Dec. 22, 2017",-9.06%
"Dec. 21, 2017",-10.01%
"Dec. 20, 2017",-9.92%
"Dec. 19, 2017",-8.99%
"Dec. 18, 2017",-6.78%
"Dec. 15, 2017",-2.98%
"Dec. 14, 2017",-4.34%
"Dec. 13, 2017",-3.58%
"Dec. 12, 2017",-3.65%
"Dec. 11, 2017",-0.38%
"Dec. 8, 2017",0.00%
"Dec. 7, 2017",1.18%
"Dec. 6, 2017",1.05%
"Dec. 5, 2017",0.50%
"Dec. 4, 2017",0.97%
"Dec. 1, 2017",2.02%
"Nov. 30, 2017",3.08%
"Nov. 29, 2017",2.68%
"Nov. 28, 2017",2.91%
"Nov. 27, 2017",4.76%
"Nov. 24, 2017",4.79%
"Nov. 22, 2017",3.77%
"Nov. 21, 2017",3.90%
"Nov. 20, 2017",4.16%
"Nov. 17, 2017",3.89%
"Nov. 16, 2017",5.46%
"Nov. 15, 2017",6.11%
"Nov. 14, 2017",7.33%
"Nov. 13, 2017",6.07%
"Nov. 10, 2017",2.21%
"Nov. 9, 2017",4.52%
"Nov. 8, 2017",4.31%
"Nov. 7, 2017",5.04%
"Nov. 6, 2017",5.37%
"Nov. 3, 2017",3.76%
"Nov. 2, 2017",3.12%
"Nov. 1, 2017",1.96%
"Oct. 31, 2017",2.67%
"Oct. 30, 2017",2.55%
"Oct. 27, 2017",5.68%
"Oct. 26, 2017",4.92%
"Oct. 25, 2017",5.11%
"Oct. 24, 2017",4.67%
"Oct. 23, 2017",4.85%
"Oct. 20, 2017",7.29%
"Oct. 19, 2017",7.60%
"Oct. 18, 2017",6.72%
"Oct. 17, 2017",6.64%
"Oct. 16, 2017",5.05%
"Oct. 13, 2017",4.59%
"Oct. 12, 2017",5.10%
"Oct. 11, 2017",3.24%
"Oct. 10, 2017",2.33%
"Oct. 9, 2017",1.74%
"Oct. 6, 2017",1.21%
"Oct. 5, 2017",1.63%
"Oct. 4, 2017",0.76%
"Oct. 3, 2017",-2.75%
"Oct. 2, 2017",-1.36%
"Sept. 29, 2017",-0.50%
"Sept. 28, 2017",0.26%
"Sept. 27, 2017",0.42%
"Sept. 26, 2017",1.72%
"Sept. 25, 2017",2.32%
"Sept. 22, 2017",-0.31%
"Sept. 21, 2017",1.48%
"Sept. 20, 2017",1.28%
"Sept. 19, 2017",1.60%
"Sept. 18, 2017",3.34%
"Sept. 15, 2017",3.84%
"Sept. 14, 2017",4.85%
"Sept. 13, 2017",3.64%
"Sept. 12, 2017",4.72%
"Sept. 11, 2017",4.26%
"Sept. 8, 2017",4.53%
"Sept. 7, 2017",2.34%
"Sept. 6, 2017",1.71%
"Sept. 5, 2017",3.07%
"Sept. 1, 2017",2.39%
"Aug. 31, 2017",2.27%
"Aug. 30, 2017",2.54%
"Aug. 29, 2017",3.15%
"Aug. 28, 2017",4.60%
"Aug. 25, 2017",5.65%
"Aug. 24, 2017",5.93%
"Aug. 23, 2017",6.17%
"Aug. 22, 2017",5.40%
"Aug. 21, 2017",4.58%
"Aug. 18, 2017",7.00%
"Aug. 17, 2017",6.50%
"Aug. 16, 2017",7.28%
"Aug. 15, 2017",6.52%
"Aug. 14, 2017",5.53%
"Aug. 11, 2017",5.03%
"Aug. 10, 2017",5.72%
"Aug. 9, 2017",5.68%
"Aug. 8, 2017",6.63%
"Aug. 7, 2017",7.01%
"Aug. 4, 2017",6.14%
"Aug. 3, 2017",5.30%
"Aug. 2, 2017",4.85%
"Aug. 1, 2017",5.70%
"July 31, 2017",5.34%
"July 28, 2017",-0.13%
"July 27, 2017",0.89%
"July 26, 2017",0.21%
"July 25, 2017",-0.08%
"July 24, 2017",-0.05%
"July 21, 2017",-0.22%
"July 20, 2017",-0.97%
"July 19, 2017",-1.71%
"July 18, 2017",-2.05%
"July 17, 2017",-0.87%
"July 14, 2017",-2.22%
"July 13, 2017",-3.79%
"July 12, 2017",-2.99%
"July 11, 2017",-3.64%
"July 10, 2017",-4.31%
"July 7, 2017",-3.33%
"July 6, 2017",-1.88%
"July 5, 2017",-1.31%
"July 3, 2017",-0.65%
"June 30, 2017",-6.48%
"June 29, 2017",-5.30%
"June 28, 2017",-4.13%
"June 27, 2017",-3.76%
"June 26, 2017",-1.35%
"June 23, 2017",-1.92%
"June 22, 2017",-2.03%
"June 21, 2017",-1.81%
"June 20, 2017",-1.35%
"June 19, 2017",-1.60%
"June 16, 2017",1.27%
"June 15, 2017",2.34%
"June 14, 2017",1.56%
"June 13, 2017",1.51%
"June 12, 2017",1.67%
"June 9, 2017",0.75%
"June 8, 2017",1.15%
"June 7, 2017",2.60%
"June 6, 2017",2.07%
"June 5, 2017",1.93%
"June 2, 2017",5.90%
"June 1, 2017",5.90%
"May 31, 2017",4.83%
"May 30, 2017",3.74%
"May 26, 2017",4.85%
"May 25, 2017",5.13%
"May 24, 2017",4.00%
"May 23, 2017",3.38%
"May 22, 2017",3.13%
"May 19, 2017",3.47%
"May 18, 2017",1.68%
"May 17, 2017",1.15%
"May 16, 2017",0.83%
"May 15, 2017",2.03%
"May 12, 2017",1.77%
"May 11, 2017",1.03%
"May 10, 2017",1.43%
"May 9, 2017",0.83%
"May 8, 2017",3.14%
"May 5, 2017",5.78%
"May 4, 2017",5.98%
"May 3, 2017",5.81%
"May 2, 2017",5.56%
"May 1, 2017",3.89%
"April 28, 2017",4.72%
"April 27, 2017",6.74%
"April 26, 2017",5.78%
"April 25, 2017",6.78%
"April 24, 2017",7.06%
"April 21, 2017",7.50%
"April 20, 2017",6.37%
"April 19, 2017",7.16%
"April 18, 2017",7.90%
"April 17, 2017",8.24%
"April 13, 2017",9.44%
"April 12, 2017",9.57%
"April 11, 2017",8.88%
"April 10, 2017",8.20%
"April 7, 2017",9.85%
"April 6, 2017",9.86%
"April 5, 2017",10.22%
"April 4, 2017",9.76%
"April 3, 2017",11.15%
"March 31, 2017",13.63%
"March 30, 2017",13.80%
"March 29, 2017",14.31%
"March 28, 2017",14.79%
"March 27, 2017",14.83%
"March 24, 2017",16.26%
"March 23, 2017",16.05%
"March 22, 2017",15.89%
"March 21, 2017",14.74%
"March 20, 2017",16.14%
"March 17, 2017",15.66%
"March 16, 2017",16.06%
"March 15, 2017",16.41%
"March 14, 2017",14.37%
"March 13, 2017",15.00%
"March 10, 2017",18.25%
"March 9, 2017",16.93%
"March 8, 2017",17.15%
"March 7, 2017",19.88%
"March 6, 2017",20.18%
"March 3, 2017",19.12%
"March 2, 2017",18.36%
"March 1, 2017",18.43%
"Feb. 28, 2017",20.12%
"Feb. 27, 2017",18.38%
"Feb. 24, 2017",18.22%
"Feb. 23, 2017",16.59%
"Feb. 22, 2017",14.37%
"Feb. 21, 2017",14.68%
"Feb. 17, 2017",14.05%
"Feb. 16, 2017",12.84%
"Feb. 15, 2017",9.74%
"Feb. 14, 2017",9.77%
"Feb. 13, 2017",11.69%
"Feb. 10, 2017",12.63%
"Feb. 9, 2017",11.71%
"Feb. 8, 2017",12.33%
"Feb. 7, 2017",11.20%
"Feb. 6, 2017",12.42%
"Feb. 3, 2017",14.51%
"Feb. 2, 2017",13.34%
"Feb. 1, 2017",12.20%
"Jan. 31, 2017",13.66%
"Jan. 30, 2017",11.78%
"Jan. 27, 2017",15.11%
"Jan. 26, 2017",15.09%
"Jan. 25, 2017",15.18%
"Jan. 24, 2017",14.95%
"Jan. 23, 2017",14.54%
"Jan. 20, 2017",15.52%
"Jan. 19, 2017",15.37%
"Jan. 18, 2017",16.69%
"Jan. 17, 2017",17.09%
"Jan. 13, 2017",18.08%
"Jan. 12, 2017",17.64%
"Jan. 11, 2017",17.43%
"Jan. 10, 2017",16.67%
"Jan. 9, 2017",17.47%
"Jan. 6, 2017",20.72%
"Jan. 5, 2017",19.61%
"Jan. 4, 2017",20.04%
"Jan. 3, 2017",19.52%
"Dec. 30, 2016",16.03%
"Dec. 29, 2016",16.98%
"Dec. 28, 2016",14.58%
"Dec. 27, 2016",16.20%
"Dec. 23, 2016",16.55%
"Dec. 22, 2016",17.11%
"Dec. 21, 2016",16.66%
"Dec. 20, 2016",17.19%
"Dec. 19, 2016",18.88%
"Dec. 16, 2016",18.23%
"Dec. 15, 2016",18.28%
"Dec. 14, 2016",17.11%
"Dec. 13, 2016",18.84%
"Dec. 12, 2016",16.89%
"Dec. 9, 2016",13.40%
"Dec. 8, 2016",11.74%
"Dec. 7, 2016",11.79%
"Dec. 6, 2016",9.92%
"Dec. 5, 2016",11.47%
"Dec. 2, 2016",11.24%
"Dec. 1, 2016",11.29%
"Nov. 30, 2016",11.05%
"Nov. 29, 2016",15.37%
"Nov. 28, 2016",14.30%
"Nov. 25, 2016",11.21%
"Nov. 23, 2016",8.94%
"Nov. 22, 2016",9.40%
"Nov. 21, 2016",8.81%
"Nov. 18, 2016",6.73%
"Nov. 17, 2016",7.08%
"Nov. 16, 2016",6.99%
"Nov. 15, 2016",7.79%
"Nov. 14, 2016",7.25%
"Nov. 11, 2016",6.63%
"Nov. 10, 2016",5.36%
"Nov. 9, 2016",6.88%
"Nov. 8, 2016",11.35%
"Nov. 7, 2016",11.04%
"Nov. 4, 2016",9.00%
"Nov. 3, 2016",9.59%
"Nov. 2, 2016",9.64%
"Nov. 1, 2016",10.42%
"Oct. 31, 2016",13.84%
"Oct. 28, 2016",6.24%
"Oct. 27, 2016",5.29%
"Oct. 26, 2016",5.87%
"Oct. 25, 2016",6.17%
"Oct. 24, 2016",8.77%
"Oct. 21, 2016",12.14%
"Oct. 20, 2016",12.30%
"Oct. 19, 2016",12.87%
"Oct. 18, 2016",12.93%
"Oct. 17, 2016",12.09%
"Oct. 14, 2016",14.34%
"Oct. 13, 2016",14.67%
"Oct. 12, 2016",13.42%
"Oct. 11, 2016",12.24%
"Oct. 10, 2016",13.48%
"Oct. 7, 2016",15.26%
"Oct. 6, 2016",16.27%
"Oct. 5, 2016",15.55%
"Oct. 4, 2016",16.60%
"Oct. 3, 2016",19.29%
"Sept. 30, 2016",21.43%
"Sept. 29, 2016",22.13%
"Sept. 28, 2016",24.64%
"Sept. 27, 2016",25.71%
