date,revenues_per_share
"Dec. 31, 2019",12.25
"Sept. 30, 2019",15.66
"June 30, 2019",13.73
"March 31, 2019",13.58
"Dec. 31, 2018",13.55
"Sept. 30, 2018",16.90
"June 30, 2018",14.58
"March 31, 2018",15.01
"Dec. 31, 2017",14.44
"Sept. 30, 2017",17.97
"June 30, 2017",14.53
"March 31, 2017",14.39
"Dec. 31, 2016",14.79
"Sept. 30, 2016",17.36
"June 30, 2016",13.72
"March 31, 2016",14.58
"Dec. 31, 2015",14.06
"Sept. 30, 2015",18.82
"June 30, 2015",15.06
"March 31, 2015",16.18
"Dec. 31, 2014",15.59
"Sept. 30, 2014",19.16
"June 30, 2014",16.64
"March 31, 2014",17.92
"Dec. 31, 2013",15.06
"Sept. 30, 2013",18.76
"June 30, 2013",15.33
"March 31, 2013",14.62
"Dec. 31, 2012",13.68
"Sept. 30, 2012",16.65
"June 30, 2012",14.18
"March 31, 2012",13.44
"Dec. 31, 2011",14.06
"Sept. 30, 2011",19.11
"June 30, 2011",15.67
"March 31, 2011",14.11
"Dec. 31, 2010",13.96
"Sept. 30, 2010",17.75
"June 30, 2010",15.01
"March 31, 2010",14.43
"Dec. 31, 2009",13.07
"Sept. 30, 2009",14.99
"June 30, 2009",12.72
"March 31, 2009",14.08
"Dec. 31, 2008",14.10
"Sept. 30, 2008",20.33
"June 30, 2008",16.50
"March 31, 2008",14.45
"Dec. 31, 2007",13.59
"Sept. 30, 2007",16.40
"June 30, 2007",13.61
"March 31, 2007",13.07
"Dec. 31, 2006",11.79
"Sept. 30, 2006",15.32
"June 30, 2006",12.42
"March 31, 2006",12.15
"Dec. 31, 2005",12.56
"Sept. 30, 2005",13.65
"June 30, 2005",11.34
"March 31, 2005",9.652
"Dec. 31, 2004",9.771
"Sept. 30, 2004",12.82
"June 30, 2004",10.68
"March 31, 2004",9.582
"Dec. 31, 2003",9.010
"Sept. 30, 2003",11.61
"June 30, 2003",10.16
"March 31, 2003",8.928
"Dec. 31, 2002",8.276
"Sept. 30, 2002",10.87
"June 30, 2002",9.162
"March 31, 2002",8.384
"Dec. 31, 2001",8.448
"Sept. 30, 2001",11.46
"June 30, 2001",11.10
"March 31, 2001",11.85
"Dec. 31, 2000",11.79
"Sept. 30, 2000",15.30
"June 30, 2000",9.373
"March 31, 2000",7.654
"Dec. 31, 1999",7.256
"Sept. 30, 1999",12.42
"June 30, 1999",9.691
"March 31, 1999",6.591
"Dec. 31, 1998",8.482
"Sept. 30, 1998",18.64
"June 30, 1998",10.19
"March 31, 1998",9.598
"Dec. 31, 1997",10.24
"Sept. 30, 1997",11.80
"June 30, 1997",9.082
"March 31, 1997",8.765
"Dec. 31, 1996",6.692
"Sept. 30, 1996",9.364
"June 30, 1996",8.171
"March 31, 1996",6.976
"Dec. 31, 1995",6.216
"Sept. 30, 1995",9.348
"June 30, 1995",7.737
"March 31, 1995",7.588
"Dec. 31, 1994",9.258
"Sept. 30, 1994",9.255
"June 30, 1994",8.066
"March 31, 1994",6.108
"Dec. 31, 1993",6.668
"Sept. 30, 1993",8.617
"June 30, 1993",6.889
"March 31, 1993",5.837
"Dec. 31, 1992",5.729
"Sept. 30, 1992",7.018
"June 30, 1992",5.368
"March 31, 1992",5.193
"Dec. 31, 1991",5.128
"Sept. 30, 1991",6.911
"June 30, 1991",5.392
"March 31, 1991",4.804
"Dec. 31, 1990",4.866
"Sept. 30, 1990",6.265
"June 30, 1990",4.722
"March 31, 1990",4.412
"Dec. 31, 1989",2.638
"Sept. 30, 1989",5.387
"June 30, 1989",4.564
"March 31, 1989",4.564
"Dec. 31, 1988",4.124
"Sept. 30, 1988",5.354
"June 30, 1988",4.007
"March 31, 1988",3.943
"Dec. 31, 1987",3.805
"Sept. 30, 1987",5.255
"June 30, 1987",4.065
"March 31, 1987",3.762
"Dec. 31, 1986",3.895
"Sept. 30, 1986",5.247
"June 30, 1986",3.963
"March 31, 1986",3.934
"Dec. 31, 1985",3.957
"Sept. 30, 1985",4.010
"June 30, 1985",3.848
"March 31, 1985",3.986
"Dec. 31, 1984",3.823
"Sept. 30, 1984",5.205
"June 30, 1984",4.081
"March 31, 1984",4.456
