date,springate_score
"Dec. 31, 2019",0.4092
"Sept. 30, 2019",0.336
"June 30, 2019",0.2928
"March 31, 2019",0.2363
"Dec. 31, 2018",0.2139
"Sept. 30, 2018",0.3292
"June 30, 2018",0.4167
"March 31, 2018",0.4864
"Dec. 31, 2017",0.4839
"Sept. 30, 2017",-0.152
"June 30, 2017",-0.143
"March 31, 2017",-0.0739
"Dec. 31, 2016",0.021
"Sept. 30, 2016",0.6062
"June 30, 2016",0.145
"March 31, 2016",0.1345
"Dec. 31, 2015",0.1673
"Sept. 30, 2015",0.3079
"June 30, 2015",0.6279
"March 31, 2015",0.658
"Dec. 31, 2014",0.7043
"Sept. 30, 2014",0.6775
"June 30, 2014",0.6671
"March 31, 2014",0.6496
"Dec. 31, 2013",0.5461
"Sept. 30, 2013",0.5725
"June 30, 2013",0.6422
"March 31, 2013",0.6626
"Dec. 31, 2012",0.5305
"Sept. 30, 2012",0.5426
"June 30, 2012",0.5618
"March 31, 2012",0.6471
"Dec. 31, 2011",0.7666
"Sept. 30, 2011",0.9119
"June 30, 2011",1.075
"March 31, 2011",1.054
"Dec. 31, 2010",1.017
"Sept. 30, 2010",1.062
"June 30, 2010",1.031
"March 31, 2010",0.9593
"Dec. 31, 2009",0.9287
"Sept. 30, 2009",0.8541
"June 30, 2009",0.8343
"March 31, 2009",0.9109
"Dec. 31, 2008",0.9077
"Sept. 30, 2008",0.9185
"June 30, 2008",0.9275
