date,forward_pe_ratio
"March 19, 2020",2.274
"March 18, 2020",2.090
"March 17, 2020",2.651
"March 16, 2020",2.574
"March 13, 2020",2.936
"March 12, 2020",2.605
"March 11, 2020",3.459
"March 10, 2020",3.994
"March 9, 2020",3.626
"March 6, 2020",4.10
"March 5, 2020",4.333
"March 4, 2020",4.347
"March 3, 2020",4.255
"March 2, 2020",4.324
"Feb. 28, 2020",4.453
"Feb. 27, 2020",4.692
"Feb. 26, 2020",4.804
"Feb. 25, 2020",5.048
"Feb. 24, 2020",4.956
"Feb. 21, 2020",5.149
"Feb. 20, 2020",5.129
"Feb. 19, 2020",5.031
"Feb. 18, 2020",4.623
"Feb. 14, 2020",4.654
"Feb. 13, 2020",4.815
"Feb. 12, 2020",4.847
"Feb. 11, 2020",5.143
"Feb. 10, 2020",5.180
"Feb. 7, 2020",4.985
"Feb. 6, 2020",4.838
"Feb. 5, 2020",4.853
"Feb. 4, 2020",4.813
"Feb. 3, 2020",4.962
"Jan. 31, 2020",4.370
"Jan. 30, 2020",4.284
"Jan. 29, 2020",4.324
"Jan. 28, 2020",4.295
"Jan. 27, 2020",4.034
"Jan. 24, 2020",4.10
"Jan. 23, 2020",3.945
"Jan. 22, 2020",3.603
"Jan. 21, 2020",3.801
"Jan. 17, 2020",3.758
"Jan. 16, 2020",3.629
"Jan. 15, 2020",3.663
"Jan. 14, 2020",3.425
"Jan. 13, 2020",3.181
"Jan. 10, 2020",2.931
"Jan. 9, 2020",2.948
"Jan. 8, 2020",3.048
"Jan. 7, 2020",3.040
"Jan. 6, 2020",2.982
"Jan. 3, 2020",3.037
"Jan. 2, 2020",3.117
"Dec. 31, 2019",3.123
"Dec. 30, 2019",2.764
"Dec. 27, 2019",2.672
"Dec. 26, 2019",2.779
"Dec. 24, 2019",2.802
"Dec. 23, 2019",2.800
"Dec. 20, 2019",2.813
"Dec. 19, 2019",2.795
"Dec. 18, 2019",2.894
"Dec. 17, 2019",2.792
"Dec. 16, 2019",2.475
"Dec. 13, 2019",2.877
"Dec. 12, 2019",2.999
"Dec. 11, 2019",3.107
"Dec. 10, 2019",3.153
"Dec. 9, 2019",2.861
"Dec. 6, 2019",2.470
"Dec. 5, 2019",2.503
"Dec. 4, 2019",2.424
"Dec. 3, 2019",2.180
"Dec. 2, 2019",2.012
"Nov. 29, 2019",1.909
"Nov. 27, 2019",1.932
"Nov. 26, 2019",1.912
"Nov. 25, 2019",1.894
"Nov. 22, 2019",1.871
"Nov. 21, 2019",1.794
"Nov. 20, 2019",1.830
"Nov. 19, 2019",1.750
"Nov. 18, 2019",1.814
"Nov. 15, 2019",1.899
"Nov. 14, 2019",1.715
"Nov. 13, 2019",1.771
"Nov. 12, 2019",1.807
"Nov. 11, 2019",1.602
"Nov. 8, 2019",1.658
"Nov. 7, 2019",1.541
"Nov. 6, 2019",1.771
"Nov. 5, 2019",2.047
"Nov. 4, 2019",1.861
"Nov. 1, 2019",1.646
"Oct. 31, 2019",1.579
"Oct. 30, 2019",1.571
"Oct. 29, 2019",1.287
"Oct. 28, 2019",0.9725
"Oct. 25, 2019",1.280
"Oct. 24, 2019",1.843
"Oct. 23, 2019",2.099
"Oct. 22, 2019",2.073
"Oct. 21, 2019",2.058
"Oct. 18, 2019",1.986
"Oct. 17, 2019",2.004
"Oct. 16, 2019",2.017
"Oct. 15, 2019",1.973
"Oct. 14, 2019",1.963
"Oct. 11, 2019",2.052
"Oct. 10, 2019",1.994
"Oct. 9, 2019",2.81
"Oct. 8, 2019",2.790
"Oct. 7, 2019",2.943
"Oct. 4, 2019",2.782
"Oct. 3, 2019",2.444
"Oct. 2, 2019",2.293
"Oct. 1, 2019",2.534
"Sept. 30, 2019",2.559
"Sept. 27, 2019",2.59
"Sept. 26, 2019",2.738
"Sept. 25, 2019",2.756
"Sept. 24, 2019",2.797
"Sept. 23, 2019",2.953
"Sept. 20, 2019",2.971
"Sept. 19, 2019",3.122
"Sept. 18, 2019",3.007
"Sept. 17, 2019",2.856
"Sept. 16, 2019",2.818
"Sept. 13, 2019",2.861
"Sept. 12, 2019",2.585
"Sept. 11, 2019",2.733
"Sept. 10, 2019",2.790
"Sept. 9, 2019",2.864
"Sept. 6, 2019",2.608
"Sept. 5, 2019",2.703
"Sept. 4, 2019",2.736
"Sept. 3, 2019",2.705
"Aug. 30, 2019",2.674
"Aug. 29, 2019",2.669
"Aug. 28, 2019",2.769
"Aug. 27, 2019",2.872
"Aug. 26, 2019",3.020
"Aug. 23, 2019",2.825
"Aug. 22, 2019",2.989
"Aug. 21, 2019",3.135
"Aug. 20, 2019",2.984
"Aug. 19, 2019",2.731
"Aug. 16, 2019",3.655
"Aug. 15, 2019",3.683
"Aug. 14, 2019",4.077
"Aug. 13, 2019",4.338
"Aug. 12, 2019",4.287
"Aug. 9, 2019",4.637
"Aug. 8, 2019",4.737
"Aug. 7, 2019",4.648
"Aug. 6, 2019",4.666
"Aug. 5, 2019",4.594
"Aug. 2, 2019",4.760
"Aug. 1, 2019",4.619
"July 31, 2019",4.640
"July 30, 2019",4.607
"July 29, 2019",4.678
"July 26, 2019",4.786
"July 25, 2019",4.696
"July 24, 2019",4.834
"July 23, 2019",4.834
"July 22, 2019",4.517
"July 19, 2019",4.553
"July 18, 2019",4.724
"July 17, 2019",4.722
"July 16, 2019",4.640
"July 15, 2019",4.540
"July 12, 2019",4.965
"July 11, 2019",5.234
"July 10, 2019",5.477
"July 9, 2019",5.602
"July 8, 2019",5.561
"July 5, 2019",5.577
"July 3, 2019",5.725
"July 2, 2019",5.733
"July 1, 2019",5.976
"June 30, 2019",
"June 28, 2019",5.866
"June 27, 2019",6.129
"June 26, 2019",5.559
"June 25, 2019",5.528
"June 24, 2019",5.546
"June 21, 2019",5.876
"June 20, 2019",6.032
"June 19, 2019",5.254
"June 18, 2019",4.898
"June 17, 2019",4.832
"June 14, 2019",4.730
