date,debt_equity_ratio
"Dec. 31, 2019",0.2921
"Sept. 30, 2019",0.1716
"June 30, 2019",0.145
"March 31, 2019",0.0272
"Dec. 31, 2018",1.738
"Sept. 30, 2018",0.9952
"June 30, 2018",1.024
"March 31, 2018",0.9512
"Dec. 31, 2017",0.9953
"Sept. 30, 2017",0.9556
"June 30, 2017",0.9923
"March 31, 2017",0.9958
"Dec. 31, 2016",1.028
"Sept. 30, 2016",1.028
"June 30, 2016",1.088
"March 31, 2016",1.046
"Dec. 31, 2015",1.032
"Sept. 30, 2015",0.9914
"June 30, 2015",1.034
"March 31, 2015",1.013
"Dec. 31, 2014",0.9959
"Sept. 30, 2014",0.9494
"June 30, 2014",1.026
"March 31, 2014",1.015
"Dec. 31, 2013",1.030
"Sept. 30, 2013",1.011
"June 30, 2013",1.021
"March 31, 2013",0.9878
"Dec. 31, 2012",1.026
"Sept. 30, 2012",1.022
"June 30, 2012",1.052
"March 31, 2012",1.078
"Dec. 31, 2011",1.148
"Sept. 30, 2011",1.106
"June 30, 2011",1.133
"March 31, 2011",1.160
"Dec. 31, 2010",1.187
"Sept. 30, 2010",1.200
"June 30, 2010",1.183
"March 31, 2010",1.263
"Dec. 31, 2009",1.236
"Sept. 30, 2009",1.18
"June 30, 2009",1.240
"March 31, 2009",1.255
"Dec. 31, 2008",1.257
"Sept. 30, 2008",1.107
"June 30, 2008",0.9935
"March 31, 2008",1.025
"Dec. 31, 2007",1.057
"Sept. 30, 2007",1.302
"June 30, 2007",1.282
"March 31, 2007",1.269
"Dec. 31, 2006",1.319
"Sept. 30, 2006",1.288
"June 30, 2006",1.352
"March 31, 2006",1.317
"Dec. 31, 2005",1.442
"Sept. 30, 2005",0.9103
"June 30, 2005",1.213
"March 31, 2005",0.9179
"Dec. 31, 2004",1.072
"Sept. 30, 2004",1.268
"June 30, 2004",1.226
"March 31, 2004",2.644
"Dec. 31, 2003",3.133
"Sept. 30, 2003",1.195
"June 30, 2003",4.644
"March 31, 2003",2.902
"Dec. 31, 2002",1.507
"Sept. 30, 2002",1.508
"June 30, 2002",3.436
"March 31, 2002",3.134
"Dec. 31, 2001",1.920
"Sept. 30, 2001",3.945
"June 30, 2001",5.070
"March 31, 2001",7.053
"Dec. 31, 2000",4.572
"Sept. 30, 2000",1.420
"June 30, 2000",1.286
"March 31, 2000",1.314
"Dec. 31, 1999",1.443
"Sept. 30, 1999",1.009
"June 30, 1999",1.013
"March 31, 1999",1.150
"Dec. 31, 1998",1.096
"Sept. 30, 1998",1.093
"June 30, 1998",1.021
"March 31, 1998",0.9673
"Dec. 31, 1997",0.8896
"Sept. 30, 1997",1.031
"June 30, 1997",1.016
"March 31, 1997",0.9224
"Dec. 31, 1996",0.9411
"Sept. 30, 1996",
"June 30, 1996",
"March 31, 1996",
"Dec. 31, 1995",0.9729
"Sept. 30, 1995",
"June 30, 1995",
"March 31, 1995",0.9579
