date,book_value_of_equity_per_share
"Dec. 31, 2019",9.704
"Sept. 30, 2019",16.51
"June 30, 2019",19.54
"March 31, 2019",24.33
"Dec. 31, 2018",24.31
"Sept. 30, 2018",37.60
"June 30, 2018",36.37
"March 31, 2018",38.24
"Dec. 31, 2017",37.34
"Sept. 30, 2017",37.05
"June 30, 2017",36.39
"March 31, 2017",35.94
"Dec. 31, 2016",35.39
"Sept. 30, 2016",34.35
"June 30, 2016",33.62
"March 31, 2016",33.52
"Dec. 31, 2015",33.69
"Sept. 30, 2015",33.80
"June 30, 2015",33.26
"March 31, 2015",32.75
"Dec. 31, 2014",33.09
"Sept. 30, 2014",33.25
"June 30, 2014",31.91
"March 31, 2014",31.62
"Dec. 31, 2013",31.41
"Sept. 30, 2013",31.23
"June 30, 2013",31.19
"March 31, 2013",30.74
"Dec. 31, 2012",30.35
"Sept. 30, 2012",30.59
"June 30, 2012",30.05
"March 31, 2012",29.78
"Dec. 31, 2011",29.35
"Sept. 30, 2011",29.52
"June 30, 2011",29.35
"March 31, 2011",28.72
"Dec. 31, 2010",28.55
"Sept. 30, 2010",28.15
"June 30, 2010",27.87
"March 31, 2010",27.93
"Dec. 31, 2009",27.88
"Sept. 30, 2009",27.40
"June 30, 2009",26.83
"March 31, 2009",26.09
"Dec. 31, 2008",25.98
"Sept. 30, 2008",25.49
"June 30, 2008",24.96
"March 31, 2008",24.33
"Dec. 31, 2007",24.04
"Sept. 30, 2007",23.72
"June 30, 2007",23.19
"March 31, 2007",22.69
"Dec. 31, 2006",22.39
"Sept. 30, 2006",22.29
"June 30, 2006",21.56
"March 31, 2006",21.30
"Dec. 31, 2005",19.67
"Sept. 30, 2005",22.06
"June 30, 2005",21.63
"March 31, 2005",21.22
"Dec. 31, 2004",21.91
"Sept. 30, 2004",19.92
"June 30, 2004",19.38
"March 31, 2004",17.38
"Dec. 31, 2003",10.12
"Sept. 30, 2003",9.830
"June 30, 2003",8.549
"March 31, 2003",8.016
"Dec. 31, 2002",8.910
"Sept. 30, 2002",14.00
"June 30, 2002",13.32
"March 31, 2002",12.61
"Dec. 31, 2001",11.14
"Sept. 30, 2001",9.559
"June 30, 2001",7.405
"March 31, 2001",4.923
"Dec. 31, 2000",8.192
"Sept. 30, 2000",19.12
"June 30, 2000",18.78
"March 31, 2000",18.41
"Dec. 31, 1999",17.91
"Sept. 30, 1999",20.23
"June 30, 1999",20.09
"March 31, 1999",19.88
"Dec. 31, 1998",21.08
"Sept. 30, 1998",20.81
"June 30, 1998",20.62
"March 31, 1998",20.48
"Dec. 31, 1997",21.30
"Sept. 30, 1997",21.44
"June 30, 1997",20.88
"March 31, 1997",20.60
"Dec. 31, 1996",20.73
"Sept. 30, 1996",
"June 30, 1996",
"March 31, 1996",
"Dec. 31, 1995",20.77
"Sept. 30, 1995",
"June 30, 1995",
"March 31, 1995",20.25
