Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
06/28/2010,06/30/2010,07/15/2010,06/17/2010,Normal,0.455
03/29/2010,03/31/2010,04/15/2010,02/22/2010,Normal,0.455
12/29/2009,12/31/2009,01/15/2010,12/17/2009,Normal,0.42
09/28/2009,09/30/2009,10/15/2009,09/17/2009,Normal,0.42
06/26/2009,06/30/2009,07/15/2009,06/18/2009,Normal,0.42
03/27/2009,03/31/2009,04/15/2009,02/25/2009,Normal,0.42
12/29/2008,12/31/2008,01/15/2009,12/18/2008,Normal,0.39
09/26/2008,09/30/2008,10/15/2008,09/19/2008,Normal,0.39
06/26/2008,06/30/2008,07/15/2008,06/19/2008,Normal,0.39
03/27/2008,03/31/2008,04/15/2008,02/20/2008,Normal,0.39
12/27/2007,12/31/2007,01/15/2008,12/19/2007,Normal,0.36
09/27/2007,10/01/2007,10/15/2007,09/19/2007,Normal,0.36
06/28/2007,07/02/2007,07/15/2007,06/20/2007,Normal,0.36
03/28/2007,03/30/2007,04/15/2007,03/16/2007,Normal,0.36
12/27/2006,12/29/2006,01/15/2007,12/20/2006,Normal,0.33
09/28/2006,10/02/2006,10/15/2006,09/20/2006,Normal,0.33
06/29/2006,07/03/2006,07/15/2006,06/21/2006,Normal,0.33
03/29/2006,03/31/2006,04/15/2006,02/15/2006,Normal,0.33
12/28/2005,12/30/2005,01/16/2006,12/22/2005,Normal,0.33
09/29/2005,10/03/2005,10/15/2005,09/23/2005,Normal,0.30
06/28/2005,06/30/2005,07/15/2005,06/16/2005,Normal,0.30
03/29/2005,03/31/2005,04/15/2005,02/17/2005,Normal,0.30
12/13/2000,12/15/2000,01/15/2001,10/18/2000,Normal,0.30
09/13/2000,09/15/2000,10/15/2000,07/19/2000,Normal,0.30
06/13/2000,06/15/2000,07/15/2000,04/19/2000,Normal,0.30
03/13/2000,03/15/2000,04/15/2000,02/16/2000,Normal,0.30
12/13/1999,12/15/1999,01/15/2000,10/20/1999,Normal,0.30
09/13/1999,09/15/1999,10/15/1999,07/21/1999,Normal,0.30
06/11/1999,06/15/1999,07/15/1999,04/21/1999,Normal,0.30
03/11/1999,03/15/1999,04/15/1999,02/17/1999,Normal,0.30
12/11/1998,12/15/1998,01/15/1999,10/30/1998,Normal,0.30
09/11/1998,09/15/1998,10/15/1998,07/15/1998,Normal,0.30
06/11/1998,06/15/1998,07/15/1998,04/15/1998,Normal,0.30
03/12/1998,03/16/1998,04/15/1998,02/18/1998,Normal,0.30
12/11/1997,12/15/1997,01/15/1998,10/17/1997,Normal,0.30
09/11/1997,09/15/1997,10/15/1997,07/18/1997,Normal,0.30
06/12/1997,06/16/1997,07/15/1997,05/21/1997,Normal,0.30
03/12/1997,03/14/1997,04/15/1997,02/19/1997,Normal,0.30
12/12/1996,12/16/1996,01/15/1997,10/16/1996,Normal,0.30
09/12/1996,09/16/1996,10/15/1996,08/23/1996,Normal,0.49
06/12/1996,06/14/1996,07/15/1996,05/15/1996,Normal,0.49
03/13/1996,03/15/1996,04/15/1996,01/19/1996,Normal,0.49
12/13/1995,12/15/1995,01/15/1996,10/20/1995,Normal,0.49
09/13/1995,09/15/1995,10/15/1995,08/24/1995,Normal,0.49
06/13/1995,06/15/1995,07/15/1995,05/24/1995,Normal,0.49
03/09/1995,03/15/1995,04/15/1995,01/23/1995,Normal,0.49
12/09/1994,12/15/1994,01/15/1995,10/20/1994,Normal,0.49
09/09/1994,09/15/1994,10/15/1994,07/22/1994,Normal,0.49
06/09/1994,06/15/1994,07/15/1994,05/18/1994,Normal,0.49
03/09/1994,03/15/1994,04/15/1994,01/19/1994,Normal,0.49
12/09/1993,12/15/1993,01/15/1994,10/20/1993,Normal,0.47
09/09/1993,09/15/1993,10/15/1993,07/23/1993,Normal,0.47
06/09/1993,06/15/1993,07/15/1993,05/21/1993,Normal,0.47
03/09/1993,03/15/1993,04/15/1993,01/25/1993,Normal,0.47
12/09/1992,12/15/1992,01/15/1993,10/23/1992,Normal,0.44
09/09/1992,09/15/1992,10/15/1992,07/16/1992,Normal,0.44
06/09/1992,06/15/1992,07/15/1992,05/21/1992,Normal,0.44
03/10/1992,03/16/1992,04/15/1992,01/15/1992,Normal,0.44
12/10/1991,12/16/1991,01/15/1992,10/18/1991,Normal,0.41
09/10/1991,09/16/1991,10/15/1991,07/17/1991,Normal,0.41
06/10/1991,06/14/1991,07/15/1991,05/16/1991,Normal,0.41
03/11/1991,03/15/1991,04/15/1991,01/18/1991,Normal,0.41
12/11/1990,12/17/1990,01/15/1991,10/18/1990,Normal,0.38
09/11/1990,09/17/1990,10/15/1990,07/19/1990,Normal,0.38
06/11/1990,06/15/1990,07/15/1990,05/16/1990,Normal,0.38
03/09/1990,03/15/1990,04/15/1990,01/17/1990,Normal,0.38
12/11/1989,12/15/1989,01/15/1990,10/20/1989,Normal,0.35
09/11/1989,09/15/1989,10/15/1989,07/10/1989,Normal,0.35
06/09/1989,06/15/1989,07/15/1989,05/19/1989,Normal,0.35
03/09/1989,03/15/1989,04/15/1989,02/15/1989,Normal,0.35
12/09/1988,12/15/1988,01/15/1989,10/20/1988,Normal,0.35
09/09/1988,09/15/1988,10/15/1988,06/27/1988,Normal,0.35
06/09/1988,06/15/1988,07/15/1988,05/18/1988,Normal,0.48
03/09/1988,03/15/1988,04/15/1988,02/17/1988,Normal,0.48
12/09/1987,12/15/1987,01/15/1988,10/21/1987,Normal,0.48
09/09/1987,09/15/1987,10/15/1987,07/15/1987,Normal,0.48
06/09/1987,06/15/1987,07/15/1987,05/20/1987,Normal,0.48
03/10/1987,03/16/1987,04/15/1987,02/18/1987,Normal,0.48
12/09/1986,12/15/1986,01/15/1987,10/15/1986,Normal,0.48
09/09/1986,09/15/1986,10/15/1986,07/16/1986,Normal,0.48
06/10/1986,06/16/1986,07/15/1986,05/21/1986,Normal,0.48
03/11/1986,03/17/1986,04/15/1986,02/19/1986,Normal,0.46
12/10/1985,12/16/1985,01/15/1986,11/21/1985,Normal,0.46
09/10/1985,09/10/1985,09/10/1985,09/10/1985,Normal,0.46
06/11/1985,06/11/1985,06/11/1985,06/11/1985,Normal,0.46
09/11/1984,09/11/1984,09/11/1984,09/11/1984,Normal,0.43
06/11/1984,06/11/1984,06/11/1984,06/11/1984,Normal,0.43
03/09/1984,03/09/1984,03/09/1984,03/09/1984,Normal,0.40
12/09/1983,12/09/1983,12/09/1983,12/09/1983,Normal,0.40
09/09/1983,09/09/1983,09/09/1983,09/09/1983,Normal,0.40
06/09/1983,06/09/1983,06/09/1983,06/09/1983,Normal,0.40
03/09/1983,03/09/1983,03/09/1983,03/09/1983,Normal,0.375
12/09/1982,12/09/1982,12/09/1982,12/09/1982,Normal,0.375
09/09/1982,09/09/1982,09/09/1982,09/09/1982,Normal,0.375
06/09/1982,06/09/1982,06/09/1982,06/09/1982,Normal,0.375
03/09/1982,03/09/1982,03/09/1982,03/09/1982,Normal,0.34
12/09/1981,12/09/1981,12/09/1981,12/09/1981,Normal,0.34
09/09/1981,09/09/1981,09/09/1981,09/09/1981,Normal,0.34
06/09/1981,06/09/1981,06/09/1981,06/09/1981,Normal,0.34
03/10/1981,03/10/1981,03/10/1981,03/10/1981,Normal,0.34
11/10/1980,11/10/1980,11/10/1980,11/10/1980,Normal,0.325
09/09/1980,09/09/1980,09/09/1980,09/09/1980,Normal,0.325
06/10/1980,06/10/1980,06/10/1980,06/10/1980,Normal,0.325
03/11/1980,03/11/1980,03/11/1980,03/11/1980,Normal,0.325
