date,revenue_per_employee_annual
"Dec. 31, 2019",728893.6
"Dec. 31, 2018",713148.9
"Dec. 31, 2017",729148.9
"Dec. 31, 2016",751744.7
"Dec. 31, 2015",738597.2
"Dec. 31, 2014",781310.7
"Dec. 31, 2013",747048.5
"Dec. 31, 2012",754508.7
"Dec. 31, 2011",772959.8
"Dec. 31, 2010",712553.7
"Dec. 31, 2009",786464.8
"Dec. 31, 2008",843136.7
"Dec. 31, 2007",654487.0
"Dec. 31, 2006",623830.8
"Dec. 31, 2005",585150.0
"Dec. 31, 2004",543137.3
"Dec. 31, 2003",492054.5
"Dec. 31, 2002",472846.8
"Dec. 31, 2001",480802.4
"Dec. 31, 2000",580736.1
"Dec. 31, 1999",910458.5
"Dec. 31, 1998",836623.9
"Dec. 31, 1997",701379.3
"Dec. 31, 1996",468780.5
"Dec. 31, 1995",437350.0
"Dec. 31, 1994",454234.8
"Dec. 31, 1993",425851.1
"Dec. 31, 1992",385621.7
"Dec. 31, 1991",369682.4
"Dec. 31, 1990",358715.9
