date,market_beta_60_month
"Feb. 29, 2020",0.5408
"Jan. 31, 2020",0.5624
"Dec. 31, 2019",0.5469
"Nov. 30, 2019",0.3979
"Oct. 31, 2019",0.3176
"Sept. 30, 2019",0.4119
"Aug. 31, 2019",0.4167
"July 31, 2019",0.2891
"June 30, 2019",0.3233
"May 31, 2019",0.0367
"April 30, 2019",-0.2324
"March 31, 2019",-0.3738
"Feb. 28, 2019",-0.383
"Jan. 31, 2019",-0.464
"Dec. 31, 2018",0.0148
"Nov. 30, 2018",-0.1735
"Oct. 31, 2018",-0.091
"Sept. 30, 2018",-0.0671
"Aug. 31, 2018",-0.0702
"July 31, 2018",-0.0102
"June 30, 2018",-0.0147
"May 31, 2018",-0.0294
"April 30, 2018",-0.0319
"March 31, 2018",-0.0103
"Feb. 28, 2018",0.0687
"Jan. 31, 2018",0.033
"Dec. 31, 2017",0.1419
"Nov. 30, 2017",0.1368
"Oct. 31, 2017",0.1738
"Sept. 30, 2017",0.2219
"Aug. 31, 2017",0.2229
"July 31, 2017",0.2112
"June 30, 2017",0.2101
"May 31, 2017",0.2246
"April 30, 2017",0.233
"March 31, 2017",0.2295
"Feb. 28, 2017",0.243
"Jan. 31, 2017",0.2138
"Dec. 31, 2016",0.1931
"Nov. 30, 2016",0.1868
"Oct. 31, 2016",0.2475
"Sept. 30, 2016",0.2211
"Aug. 31, 2016",0.1978
"July 31, 2016",0.17
"June 30, 2016",0.1846
"May 31, 2016",0.2006
"April 30, 2016",0.2163
"March 31, 2016",0.2219
"Feb. 29, 2016",0.194
"Jan. 31, 2016",0.1918
"Dec. 31, 2015",0.2157
"Nov. 30, 2015",0.2307
"Oct. 31, 2015",0.2323
"Sept. 30, 2015",0.2625
"Aug. 31, 2015",0.2529
"July 31, 2015",0.1527
"June 30, 2015",0.1976
"May 31, 2015",0.1588
"April 30, 2015",0.2103
"March 31, 2015",0.2111
"Feb. 28, 2015",0.2114
"Jan. 31, 2015",0.2635
"Dec. 31, 2014",0.348
"Nov. 30, 2014",0.3636
"Oct. 31, 2014",0.371
"Sept. 30, 2014",0.3517
"Aug. 31, 2014",0.3441
"July 31, 2014",0.3341
"June 30, 2014",0.3282
"May 31, 2014",0.3171
"April 30, 2014",0.3031
"March 31, 2014",0.2582
"Feb. 28, 2014",0.2473
"Jan. 31, 2014",0.2259
"Dec. 31, 2013",0.2341
"Nov. 30, 2013",0.2332
"Oct. 31, 2013",0.2052
"Sept. 30, 2013",0.1923
