date,kz_index
"Dec. 31, 2019",1.049
"Dec. 31, 2018",
"Dec. 31, 2017",
"Dec. 31, 2016",1.045
"Dec. 31, 2015",
"Dec. 31, 2014",0.979
"Dec. 31, 2013",0.8932
"Dec. 31, 2012",0.8371
"Dec. 31, 2011",0.9334
"Dec. 31, 2010",1.019
"Dec. 31, 2009",
"Dec. 31, 2008",1.092
"Dec. 31, 2007",1.056
"Dec. 31, 2006",1.297
"Dec. 31, 2005",1.439
"Dec. 31, 2004",1.456
"Dec. 31, 2003",
"Dec. 31, 2002",1.922
"Dec. 31, 2001",
"Dec. 31, 2000",
"Dec. 31, 1999",1.010
"Dec. 31, 1998",0.6991
"Dec. 31, 1997",0.6037
