date,sales_est_0q
"Jan. 27, 2020",4.30B
"Dec. 31, 2019",4.299B
"Oct. 8, 2019",4.099B
"Sept. 30, 2019",4.396B
"Aug. 15, 2019",4.392B
"Aug. 13, 2019",4.465B
"July 15, 2019",4.626B
"July 12, 2019",4.630B
"June 30, 2019",4.403B
"June 17, 2019",4.284B
"June 6, 2019",4.269B
"May 21, 2019",4.423B
"April 23, 2019",4.420B
"March 31, 2019",4.212B
"March 11, 2019",4.182B
"March 6, 2019",4.251B
"Feb. 26, 2019",4.312B
"Feb. 15, 2019",4.279B
"Jan. 29, 2019",4.262B
"Jan. 25, 2019",4.275B
"Jan. 15, 2019",4.275B
"Jan. 14, 2019",4.275B
"Jan. 11, 2019",4.275B
"Jan. 7, 2019",4.279B
"Jan. 4, 2019",4.296B
"Dec. 31, 2018",4.305B
"Nov. 16, 2018",4.293B
"Nov. 13, 2018",4.373B
"Nov. 7, 2018",4.022B
"Nov. 6, 2018",3.879B
"Nov. 5, 2018",4.285B
"Oct. 15, 2018",4.329B
"Oct. 9, 2018",4.418B
"Sept. 30, 2018",4.773B
"Sept. 6, 2018",4.726B
"Sept. 4, 2018",4.732B
"Aug. 27, 2018",4.746B
"Aug. 1, 2018",4.670B
"July 27, 2018",4.701B
"July 20, 2018",4.784B
"July 17, 2018",4.784B
"July 11, 2018",4.751B
"June 30, 2018",4.324B
"June 21, 2018",4.315B
"June 11, 2018",4.308B
"June 7, 2018",4.308B
"June 6, 2018",4.308B
"June 1, 2018",4.308B
"May 29, 2018",4.315B
"May 10, 2018",4.317B
"May 9, 2018",4.317B
"May 4, 2018",4.322B
"April 23, 2018",4.331B
"April 10, 2018",4.331B
"March 31, 2018",4.255B
"Feb. 28, 2018",4.251B
"Feb. 20, 2018",4.205B
"Feb. 12, 2018",4.205B
"Feb. 9, 2018",4.413B
"Jan. 2, 2018",4.236B
