date,ev_ebit
"Dec. 28, 2018",49.78
"Dec. 27, 2018",49.55
"Dec. 26, 2018",49.33
"Dec. 24, 2018",49.18
"Dec. 21, 2018",48.85
"Dec. 20, 2018",49.75
"Dec. 19, 2018",49.67
"Dec. 18, 2018",49.07
"Dec. 17, 2018",50.23
"Dec. 14, 2018",51.52
"Dec. 13, 2018",51.93
"Dec. 12, 2018",51.83
"Dec. 11, 2018",51.56
"Dec. 10, 2018",51.42
"Dec. 7, 2018",51.34
"Dec. 6, 2018",51.53
"Dec. 4, 2018",52.12
"Dec. 3, 2018",52.42
"Nov. 30, 2018",51.82
"Nov. 29, 2018",52.13
"Nov. 28, 2018",52.70
"Nov. 27, 2018",52.30
"Nov. 26, 2018",50.79
"Nov. 23, 2018",49.74
"Nov. 21, 2018",50.12
"Nov. 20, 2018",49.47
"Nov. 19, 2018",49.27
"Nov. 16, 2018",50.20
"Nov. 15, 2018",44.75
"Nov. 14, 2018",51.17
"Nov. 13, 2018",57.01
"Nov. 12, 2018",57.22
"Nov. 9, 2018",62.90
"Nov. 8, 2018",69.34
"Nov. 7, 2018",70.16
"Nov. 6, 2018",69.98
"Nov. 5, 2018",70.09
"Nov. 2, 2018",69.05
"Nov. 1, 2018",68.84
"Oct. 31, 2018",68.53
"Oct. 30, 2018",68.63
"Oct. 29, 2018",68.51
"Oct. 26, 2018",68.11
"Oct. 25, 2018",68.99
"Oct. 24, 2018",68.77
"Oct. 23, 2018",68.81
"Oct. 22, 2018",69.21
"Oct. 19, 2018",70.08
"Oct. 18, 2018",69.59
"Oct. 17, 2018",70.17
"Oct. 16, 2018",70.03
"Oct. 15, 2018",69.26
"Oct. 12, 2018",68.79
"Oct. 11, 2018",68.26
"Oct. 10, 2018",69.10
"Oct. 9, 2018",69.84
"Oct. 8, 2018",69.32
"Oct. 5, 2018",69.35
"Oct. 4, 2018",68.57
"Oct. 3, 2018",68.74
"Oct. 2, 2018",68.92
"Oct. 1, 2018",67.65
"Sept. 30, 2018",67.77
"Sept. 28, 2018",56.82
"Sept. 27, 2018",56.31
"Sept. 26, 2018",56.23
"Sept. 25, 2018",56.70
"Sept. 24, 2018",57.00
"Sept. 21, 2018",57.35
"Sept. 20, 2018",57.44
"Sept. 19, 2018",57.30
"Sept. 18, 2018",57.64
"Sept. 17, 2018",57.37
"Sept. 14, 2018",57.48
"Sept. 13, 2018",57.17
"Sept. 12, 2018",56.75
"Sept. 11, 2018",57.01
"Sept. 10, 2018",56.98
