date,days_inventory_outstanding
"Dec. 31, 2019",17.74
"Sept. 30, 2019",16.96
"June 30, 2019",18.08
"March 31, 2019",16.44
"Dec. 31, 2018",15.21
"Sept. 30, 2018",15.42
"June 30, 2018",15.17
"March 31, 2018",15.71
"Dec. 31, 2017",15.07
"Sept. 30, 2017",15.89
"June 30, 2017",15.47
"March 31, 2017",15.75
"Dec. 31, 2016",14.40
"Sept. 30, 2016",12.42
"June 30, 2016",13.71
"March 31, 2016",12.79
"Dec. 31, 2015",12.64
"Sept. 30, 2015",12.62
"June 30, 2015",13.85
"March 31, 2015",12.76
"Dec. 31, 2014",13.63
"Sept. 30, 2014",13.65
"June 30, 2014",13.53
"March 31, 2014",13.45
"Dec. 31, 2013",14.01
"Sept. 30, 2013",13.24
"June 30, 2013",15.02
"March 31, 2013",14.25
"Dec. 31, 2012",12.65
"Sept. 30, 2012",14.44
"June 30, 2012",14.21
"March 31, 2012",14.02
"Dec. 31, 2011",5.579
"Sept. 30, 2011",25.30
"June 30, 2011",25.40
"March 31, 2011",21.21
"Dec. 31, 2010",5.771
"Sept. 30, 2010",25.34
"June 30, 2010",24.21
"March 31, 2010",18.35
"Dec. 31, 2009",22.11
"Sept. 30, 2009",26.46
"June 30, 2009",24.20
"March 31, 2009",21.55
"Dec. 31, 2008",28.30
"Sept. 30, 2008",26.07
"June 30, 2008",19.93
"March 31, 2008",16.08
"Dec. 31, 2007",25.21
"Sept. 30, 2007",27.61
"June 30, 2007",21.64
"March 31, 2007",18.07
"Dec. 31, 2006",24.93
"Sept. 30, 2006",26.09
"June 30, 2006",20.73
"March 31, 2006",18.93
"Dec. 31, 2005",20.75
"Sept. 30, 2005",30.46
"June 30, 2005",28.78
"March 31, 2005",23.26
"Dec. 31, 2004",
"Sept. 30, 2004",28.32
"June 30, 2004",23.55
"March 31, 2004",20.11
"Dec. 31, 2003",32.77
"Sept. 30, 2003",37.11
"June 30, 2003",30.60
"March 31, 2003",23.15
"Dec. 31, 2002",39.62
"Sept. 30, 2002",64.83
"June 30, 2002",45.45
"March 31, 2002",80.62
"Dec. 31, 2001",-67.26
"Sept. 30, 2001",40.94
"June 30, 2001",16.54
"March 31, 2001",4.916
"Dec. 31, 2000",-15.10
"Sept. 30, 2000",10.97
"June 30, 2000",13.06
"March 31, 2000",13.63
"Dec. 31, 1999",17.91
"Sept. 30, 1999",16.81
"June 30, 1999",103.62
"March 31, 1999",18.62
"Dec. 31, 1998",18.20
"Sept. 30, 1998",19.95
"June 30, 1998",
"March 31, 1998",
"Dec. 31, 1997",18.52
"Sept. 30, 1997",25.12
"June 30, 1997",32.85
"March 31, 1997",26.74
