date,altman_z_score
"Dec. 31, 2019",-0.2412
"Sept. 30, 2019",-0.3473
"June 30, 2019",-0.1376
"March 31, 2019",-0.0227
"Dec. 31, 2018",-0.572
"Sept. 30, 2018",0.6175
"June 30, 2018",0.5999
"March 31, 2018",0.7955
"Dec. 31, 2017",0.8064
"Sept. 30, 2017",0.9279
"June 30, 2017",0.9259
"March 31, 2017",0.9215
"Dec. 31, 2016",0.8273
"Sept. 30, 2016",0.8095
"June 30, 2016",0.8135
"March 31, 2016",0.8222
"Dec. 31, 2015",0.7968
"Sept. 30, 2015",0.8338
"June 30, 2015",0.8409
"March 31, 2015",0.8581
"Dec. 31, 2014",0.9007
"Sept. 30, 2014",0.8745
"June 30, 2014",0.8116
"March 31, 2014",0.7943
"Dec. 31, 2013",0.7438
"Sept. 30, 2013",0.7232
"June 30, 2013",0.7863
"March 31, 2013",0.7733
"Dec. 31, 2012",0.7643
"Sept. 30, 2012",0.8591
"June 30, 2012",0.8422
"March 31, 2012",0.8309
"Dec. 31, 2011",0.8078
"Sept. 30, 2011",0.8689
"June 30, 2011",0.8679
"March 31, 2011",0.846
"Dec. 31, 2010",0.895
"Sept. 30, 2010",0.894
"June 30, 2010",0.8671
"March 31, 2010",0.862
"Dec. 31, 2009",0.9082
"Sept. 30, 2009",0.8887
"June 30, 2009",0.8958
"March 31, 2009",0.913
"Dec. 31, 2008",0.9077
"Sept. 30, 2008",0.88
"June 30, 2008",0.9039
"March 31, 2008",0.8839
"Dec. 31, 2007",0.9587
"Sept. 30, 2007",0.9929
"June 30, 2007",1.006
"March 31, 2007",1.018
"Dec. 31, 2006",0.9524
"Sept. 30, 2006",0.9359
"June 30, 2006",0.9078
"March 31, 2006",0.9094
"Dec. 31, 2005",0.8929
"Sept. 30, 2005",1.343
"June 30, 2005",1.312
"March 31, 2005",1.284
"Dec. 31, 2004",1.780
"Sept. 30, 2004",1.336
"June 30, 2004",1.363
"March 31, 2004",1.221
"Dec. 31, 2003",0.9676
"Sept. 30, 2003",1.044
"June 30, 2003",0.6177
"March 31, 2003",0.5279
"Dec. 31, 2002",0.7492
"Sept. 30, 2002",0.8034
"June 30, 2002",0.9314
"March 31, 2002",1.109
"Dec. 31, 2001",0.9486
"Sept. 30, 2001",0.032
"June 30, 2001",-0.0348
"March 31, 2001",-0.5399
"Dec. 31, 2000",-0.2452
"Sept. 30, 2000",1.028
"June 30, 2000",1.071
"March 31, 2000",1.062
"Dec. 31, 1999",1.021
"Sept. 30, 1999",1.167
"June 30, 1999",1.208
"March 31, 1999",1.503
"Dec. 31, 1998",1.941
"Sept. 30, 1998",1.996
"June 30, 1998",2.200
"March 31, 1998",1.671
"Dec. 31, 1997",1.198
"Sept. 30, 1997",
"June 30, 1997",
"March 31, 1997",
"Dec. 31, 1996",1.045
"Sept. 30, 1996",
"June 30, 1996",
"March 31, 1996",
"Dec. 31, 1995",1.09
"Sept. 30, 1995",
"June 30, 1995",
"March 31, 1995",1.945
